file,mode,n_eval,accuracy,precision_true,recall_true,f1_true,confusion_matrix
deepseek_finetuned_with_subjects.csv,majority_vote,1267.0,0.526440410418311,0.6706586826347305,0.3137254901960784,0.42748091603053434,"[[224, 490], [110, 443]]"
deepseek_finetuned_with_subjects.csv,weighted_vote,1267.0,0.4909234411996843,0.6650717703349283,0.19467787114845939,0.30119176598049835,"[[139, 575], [70, 483]]"
deepseek_general_no_subjects.csv,decision_agent,1222.0,0.4909983633387889,0.678391959798995,0.19480519480519481,0.30269058295964124,"[[135, 558], [64, 465]]"
deepseek_general_no_subjects.csv,expert__economy,797.0,0.479297365119197,0.68,0.18478260869565216,0.2905982905982906,"[[85, 375], [40, 297]]"
deepseek_general_no_subjects.csv,expert__health_science,985.0,0.6030456852791878,0.6530973451327433,0.6542553191489362,0.6536758193091231,"[[369, 195], [196, 225]]"
deepseek_general_no_subjects.csv,expert__politics,865.0,0.4578034682080925,0.7090909090909091,0.07926829268292683,0.1425959780621572,"[[39, 453], [16, 357]]"
deepseek_general_no_subjects.csv,majority_vote,1267.0,0.4964483030781373,0.6696428571428571,0.21008403361344538,0.31982942430703626,"[[150, 564], [74, 479]]"
deepseek_general_no_subjects.csv,weighted_vote,1267.0,0.49171270718232046,0.6620370370370371,0.20028011204481794,0.30752688172043013,"[[143, 571], [73, 480]]"
deepseek_general_with_subjects.csv,decision_agent,1220.0,0.5163934426229508,0.6591639871382636,0.29753265602322204,0.41,"[[205, 484], [106, 425]]"
deepseek_general_with_subjects.csv,expert__economy,830.0,0.5048192771084338,0.6733668341708543,0.2791666666666667,0.3946980854197349,"[[134, 346], [65, 285]]"
deepseek_general_with_subjects.csv,expert__health_science,998.0,0.6152304609218436,0.6409495548961425,0.7526132404181185,0.6923076923076923,"[[432, 142], [242, 182]]"
deepseek_general_with_subjects.csv,expert__politics,835.0,0.47784431137724553,0.723404255319149,0.14225941422594143,0.23776223776223776,"[[68, 410], [26, 331]]"
deepseek_general_with_subjects.csv,majority_vote,1267.0,0.5067087608524072,0.6430868167202572,0.2801120448179272,0.3902439024390244,"[[200, 514], [111, 442]]"
deepseek_general_with_subjects.csv,weighted_vote,1267.0,0.5138121546961326,0.6666666666666666,0.27450980392156865,0.3888888888888889,"[[196, 518], [98, 455]]"
gemma_LIAR_no_subjects.csv,decision_agent,1267.0,0.6314127861089187,0.6392333709131905,0.7941176470588235,0.7083073079325422,"[[567, 147], [320, 233]]"
gemma_LIAR_no_subjects.csv,expert__economy,1267.0,0.6464088397790055,0.6335341365461847,0.8837535014005602,0.7380116959064328,"[[631, 83], [365, 188]]"
gemma_LIAR_no_subjects.csv,expert__health_science,1267.0,0.6408839779005525,0.6353187042842215,0.8515406162464986,0.7277079593058049,"[[608, 106], [349, 204]]"
gemma_LIAR_no_subjects.csv,expert__politics,1266.0,0.6477093206951027,0.6350806451612904,0.8823529411764706,0.738569753810082,"[[630, 84], [362, 190]]"
gemma_LIAR_no_subjects.csv,majority_vote,1267.0,0.6440410418310971,0.6326942482341069,0.8781512605042017,0.7354838709677419,"[[627, 87], [364, 189]]"
gemma_LIAR_no_subjects.csv,weighted_vote,1267.0,0.6432517758484609,0.6334012219959266,0.8711484593837535,0.7334905660377359,"[[622, 92], [360, 193]]"
gemma_LIAR_with_subjects.csv,decision_agent,1267.0,0.6274664561957379,0.6472019464720195,0.7450980392156863,0.6927083333333334,"[[532, 182], [290, 263]]"
gemma_LIAR_with_subjects.csv,expert__economy,1267.0,0.6314127861089187,0.6405005688282139,0.788515406162465,0.706842435655995,"[[563, 151], [316, 237]]"
gemma_LIAR_with_subjects.csv,expert__health_science,1266.0,0.6279620853080569,0.639080459770115,0.7798036465638148,0.7024636765634871,"[[556, 157], [314, 239]]"
gemma_LIAR_with_subjects.csv,expert__politics,1267.0,0.6369376479873717,0.6501182033096927,0.7703081232492998,0.7051282051282052,"[[550, 164], [296, 257]]"
gemma_LIAR_with_subjects.csv,majority_vote,1267.0,0.6361483820047356,0.6455696202531646,0.7857142857142857,0.7087807959570436,"[[561, 153], [308, 245]]"
gemma_LIAR_with_subjects.csv,weighted_vote,1267.0,0.6298342541436464,0.6432748538011696,0.7703081232492998,0.7010834926704907,"[[550, 164], [305, 248]]"
gemma_finetuned_no_subjects.csv,decision_agent,1267.0,0.6132596685082873,0.6590909090909091,0.6498599439775911,0.6544428772919605,"[[464, 250], [240, 313]]"
gemma_finetuned_no_subjects.csv,expert__economy,1267.0,0.6219415943172849,0.6916802610114192,0.5938375350140056,0.6390354182366239,"[[424, 290], [189, 364]]"
gemma_finetuned_no_subjects.csv,expert__health_science,1267.0,0.5840568271507498,0.6943866943866944,0.4677871148459384,0.5589958158995816,"[[334, 380], [147, 406]]"
gemma_finetuned_no_subjects.csv,expert__politics,1267.0,0.6400947119179163,0.6372340425531915,0.8389355742296919,0.7243047158403869,"[[599, 115], [341, 212]]"
gemma_finetuned_no_subjects.csv,majority_vote,1267.0,0.6179952644041041,0.6791277258566978,0.6106442577030813,0.6430678466076696,"[[436, 278], [206, 347]]"
gemma_finetuned_no_subjects.csv,weighted_vote,1267.0,0.6306235201262825,0.6407322654462243,0.7843137254901961,0.7052896725440806,"[[560, 154], [314, 239]]"
gemma_finetuned_with_subjects.csv,decision_agent,1267.0,0.6306235201262825,0.6694214876033058,0.680672268907563,0.675,"[[486, 228], [240, 313]]"
gemma_finetuned_with_subjects.csv,expert__economy,1267.0,0.6258879242304657,0.6481481481481481,0.7352941176470589,0.6889763779527559,"[[525, 189], [285, 268]]"
gemma_finetuned_with_subjects.csv,expert__health_science,1267.0,0.6195737963693765,0.6705882352941176,0.6386554621848739,0.6542324246771879,"[[456, 258], [224, 329]]"
gemma_finetuned_with_subjects.csv,expert__politics,1267.0,0.6385161799526441,0.6734417344173442,0.696078431372549,0.6845730027548209,"[[497, 217], [241, 312]]"
gemma_finetuned_with_subjects.csv,majority_vote,1267.0,0.6377269139700079,0.6684280052840158,0.7086834733893558,0.6879673691366417,"[[506, 208], [251, 302]]"
gemma_finetuned_with_subjects.csv,weighted_vote,1267.0,0.632991318074191,0.6680161943319838,0.6932773109243697,0.6804123711340206,"[[495, 219], [246, 307]]"
gemma_general_no_subjects.csv,decision_agent,1267.0,0.5509076558800315,0.7077363896848138,0.34593837535014005,0.464722483537159,"[[247, 467], [102, 451]]"
gemma_general_no_subjects.csv,expert__economy,1267.0,0.5453827940015785,0.7129629629629629,0.3235294117647059,0.44508670520231214,"[[231, 483], [93, 460]]"
gemma_general_no_subjects.csv,expert__health_science,1267.0,0.5374901341752171,0.7051282051282052,0.3081232492997199,0.42884990253411304,"[[220, 494], [92, 461]]"
gemma_general_no_subjects.csv,expert__politics,1267.0,0.5588003157063931,0.7055702917771883,0.37254901960784315,0.48762603116406966,"[[266, 448], [111, 442]]"
gemma_general_no_subjects.csv,majority_vote,1267.0,0.5493291239147593,0.7173252279635258,0.33053221288515405,0.45254074784276127,"[[236, 478], [93, 460]]"
gemma_general_no_subjects.csv,weighted_vote,1267.0,0.5627466456195738,0.7105263157894737,0.37815126050420167,0.4936014625228519,"[[270, 444], [110, 443]]"
gemma_general_with_subjects.csv,decision_agent,1267.0,0.5659037095501184,0.6906976744186046,0.41596638655462187,0.5192307692307693,"[[297, 417], [133, 420]]"
gemma_general_with_subjects.csv,expert__economy,1267.0,0.5674822415153907,0.6939252336448598,0.41596638655462187,0.5201401050788091,"[[297, 417], [131, 422]]"
gemma_general_with_subjects.csv,expert__health_science,1267.0,0.5548539857932123,0.7027027027027027,0.3641456582633053,0.4797047970479705,"[[260, 454], [110, 443]]"
gemma_general_with_subjects.csv,expert__politics,1267.0,0.5651144435674822,0.6945107398568019,0.40756302521008403,0.5136804942630185,"[[291, 423], [128, 425]]"
gemma_general_with_subjects.csv,majority_vote,1267.0,0.5714285714285714,0.7100737100737101,0.40476190476190477,0.5156110615521855,"[[289, 425], [118, 435]]"
gemma_general_with_subjects.csv,weighted_vote,1267.0,0.5761641673243884,0.7025171624713958,0.42997198879551823,0.5334491746307559,"[[307, 407], [130, 423]]"
llama_LIAR_no_subjects.csv,decision_agent,1265.0,0.5826086956521739,0.75,0.38764044943820225,0.5111111111111111,"[[276, 436], [92, 461]]"
llama_LIAR_no_subjects.csv,expert__economy,1261.0,0.6011102299762093,0.8190184049079755,0.3755274261603376,0.5149469623915139,"[[267, 444], [59, 491]]"
llama_LIAR_no_subjects.csv,expert__health_science,1207.0,0.5526097763048882,0.7818930041152263,0.28064992614475626,0.41304347826086957,"[[190, 487], [53, 477]]"
llama_LIAR_no_subjects.csv,expert__politics,1246.0,0.6252006420545746,0.7392197125256673,0.5142857142857142,0.6065711878685762,"[[360, 340], [127, 419]]"
llama_LIAR_no_subjects.csv,majority_vote,1267.0,0.5974743488555643,0.8017751479289941,0.3795518207282913,0.5152091254752852,"[[271, 443], [67, 486]]"
llama_LIAR_no_subjects.csv,weighted_vote,1267.0,0.6156274664561957,0.7451403887688985,0.4831932773109244,0.5862361937128292,"[[345, 369], [118, 435]]"
llama_LIAR_with_subjects.csv,decision_agent,1266.0,0.6026856240126383,0.7476415094339622,0.44460028050490885,0.5576077396657871,"[[317, 396], [107, 446]]"
llama_LIAR_with_subjects.csv,expert__economy,1245.0,0.6040160642570281,0.7789757412398922,0.41285714285714287,0.5396825396825397,"[[289, 411], [82, 463]]"
llama_LIAR_with_subjects.csv,expert__health_science,1080.0,0.5935185185185186,0.7715231788079471,0.3864013266998342,0.5149171270718232,"[[233, 370], [69, 408]]"
llama_LIAR_with_subjects.csv,expert__politics,1239.0,0.6440677966101694,0.7293497363796133,0.5911680911680912,0.6530291109362707,"[[415, 287], [154, 383]]"
llama_LIAR_with_subjects.csv,majority_vote,1267.0,0.6148382004735596,0.7797029702970297,0.4411764705882353,0.5635062611806798,"[[315, 399], [89, 464]]"
llama_LIAR_with_subjects.csv,weighted_vote,1267.0,0.6298342541436464,0.7435387673956262,0.5238095238095238,0.6146261298274446,"[[374, 340], [129, 424]]"
llama_finetuned_no_subjects.csv,decision_agent,1266.0,0.542654028436019,0.7732793522267206,0.26750700280112044,0.3975026014568158,"[[191, 523], [56, 496]]"
llama_finetuned_no_subjects.csv,expert__economy,1264.0,0.5126582278481012,0.793939393939394,0.18373071528751753,0.2984054669703872,"[[131, 582], [34, 517]]"
llama_finetuned_no_subjects.csv,expert__health_science,1259.0,0.49166004765687055,0.7207792207792207,0.15677966101694915,0.25754060324825984,"[[111, 597], [43, 508]]"
llama_finetuned_no_subjects.csv,expert__politics,1263.0,0.5890736342042755,0.7546666666666667,0.39859154929577467,0.5216589861751152,"[[283, 427], [92, 461]]"
llama_finetuned_no_subjects.csv,majority_vote,1267.0,0.5240726124704025,0.7905759162303665,0.211484593837535,0.33370165745856356,"[[151, 563], [40, 513]]"
llama_finetuned_no_subjects.csv,weighted_vote,1267.0,0.5651144435674822,0.7554858934169278,0.33753501400560226,0.4666021297192643,"[[241, 473], [78, 475]]"
llama_finetuned_with_subjects.csv,decision_agent,1266.0,0.5434439178515008,0.7319587628865979,0.29873772791023845,0.4243027888446215,"[[213, 500], [78, 475]]"
llama_finetuned_with_subjects.csv,expert__economy,1266.0,0.5165876777251185,0.806060606060606,0.18653576437587657,0.30296127562642367,"[[133, 580], [32, 521]]"
llama_finetuned_with_subjects.csv,expert__health_science,1262.0,0.5039619651347068,0.7135678391959799,0.19971870604781997,0.3120879120879121,"[[142, 569], [57, 494]]"
llama_finetuned_with_subjects.csv,expert__politics,1262.0,0.6125198098256736,0.7402597402597403,0.4810126582278481,0.5831202046035806,"[[342, 369], [120, 431]]"
llama_finetuned_with_subjects.csv,majority_vote,1267.0,0.5327545382794001,0.7798165137614679,0.23809523809523808,0.3648068669527897,"[[170, 544], [48, 505]]"
llama_finetuned_with_subjects.csv,weighted_vote,1267.0,0.5666929755327546,0.7391304347826086,0.35714285714285715,0.48158640226628896,"[[255, 459], [90, 463]]"
llama_general_no_subjects.csv,decision_agent,1267.0,0.47355958958168903,0.6598639455782312,0.13585434173669467,0.22531939605110338,"[[97, 617], [50, 503]]"
llama_general_no_subjects.csv,expert__economy,1262.0,0.45245641838351824,0.6461538461538462,0.059154929577464786,0.10838709677419354,"[[42, 668], [23, 529]]"
llama_general_no_subjects.csv,expert__health_science,1205.0,0.4871369294605809,0.75,0.128698224852071,0.2196969696969697,"[[87, 589], [29, 500]]"
llama_general_no_subjects.csv,expert__politics,1261.0,0.48057097541633625,0.6559139784946236,0.17110799438990182,0.271412680756396,"[[122, 591], [64, 484]]"
llama_general_no_subjects.csv,majority_vote,1267.0,0.4696132596685083,0.7058823529411765,0.10084033613445378,0.17647058823529413,"[[72, 642], [30, 523]]"
llama_general_no_subjects.csv,weighted_vote,1267.0,0.47671665351223363,0.650887573964497,0.15406162464985995,0.2491506228765572,"[[110, 604], [59, 494]]"
llama_general_with_subjects.csv,decision_agent,1266.0,0.4794628751974723,0.6608187134502924,0.15826330532212884,0.25536723163841807,"[[113, 601], [58, 494]]"
llama_general_with_subjects.csv,expert__economy,1265.0,0.4561264822134387,0.6621621621621622,0.06882022471910113,0.12468193384223919,"[[49, 663], [25, 528]]"
llama_general_with_subjects.csv,expert__health_science,1148.0,0.4930313588850174,0.7071428571428572,0.1546875,0.25384615384615383,"[[99, 541], [41, 467]]"
llama_general_with_subjects.csv,expert__politics,1249.0,0.4851881505204163,0.6386138613861386,0.18454935622317598,0.28634850166481685,"[[129, 570], [73, 477]]"
llama_general_with_subjects.csv,majority_vote,1267.0,0.47277032359905286,0.7090909090909091,0.1092436974789916,0.18932038834951456,"[[78, 636], [32, 521]]"
llama_general_with_subjects.csv,weighted_vote,1267.0,0.47434885556432516,0.6428571428571429,0.15126050420168066,0.24489795918367346,"[[108, 606], [60, 493]]"
,,,,,,,
