label,statement,subjects
mostly-true,"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.","economy,retirement"
pants-fire,Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.,"islam,message-machine-2012"
half-true,About 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,"crime,guns"
mostly-true,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,gays-and-lesbians
false,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,"congress,terrorism"
true,Oregonians have an amazing no-cost way to fight abortion with free political donations,"abortion,campaign-finance"
barely-true,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.","immigration,pundits"
mostly-true,Newt Gingrichs immigration plan offers a new doorway to amnesty.,immigration
false,Mr. Caprio is a career politician who has never worked in the private sector.,candidates-biography
true,"Hillary Clinton has taken over $800,000 from lobbyists.",ethics
false,Barack Obama has never even worked in business.,candidates-biography
half-true,Says the Arizona immigration law expressly bans racial profiling.,immigration
false,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,"crime,immigration"
barely-true,"On the VA: Over 300,000 veterans have died waiting for care.","health-care,veterans"
barely-true,Climate change is directly related to the growth of terrorism.,"climate-change,terrorism"
half-true,While Sarah was Mayor of Wasilla she tried to fire our highly respected City Librarian because the Librarian refused to consider removing from the library some books that Sarah wanted removed.,civil-rights
false,We have more illegal immigrants here than we did five years ago.,immigration
false,The U.S. Patent and Trademark Office received zero complaints about the Washington Redskins name.,sports
pants-fire,"The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.","health-care,pundits"
mostly-true,(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.,immigration
mostly-true,"Romney failed to take action against ""sanctuary cities"" in Massachusetts.",immigration
true,Says judges get better benefits at a lower cost than everybody else in the state.,pensions
mostly-true,It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.,"elections,taxes"
mostly-true,The Republicans have 2 percent of the Muslim vote.,religion
mostly-true,"[W]e see Americas prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!",criminal-justice
false,"Under the Cash for Clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.","pundits,transportation"
false,Says Obama health reform law denies millions access to affordable insurance.,"health-care,workers"
false,Close to 30% of our federal prison population consists of illegal immigrants.,immigration
false,"The Family Research Council, according to some government agencies, is a terrorist group.",terrorism
true,Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,"elections,states"
true,You ... said that Barack Obama was not ready to be commander in chief.,candidates-biography
true,Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.,campaign-finance
true,"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.","bipartisanship,job-accomplishments"
half-true,"Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.","campaign-finance,environment"
half-true,"The president has had 1,540 of his nominations confirmed, only four defeated.",legal-issues
barely-true,"Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.","labor,public-safety"
mostly-true,There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,"criminal-justice,government-regulation"
barely-true,Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed.,bipartisanship
mostly-true,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,"criminal-justice,education"
half-true,The United States imprisons more than any nation in the world.,criminal-justice
pants-fire,Says Marco Rubio is the one for an open border.,immigration
true,Says you need a photo ID to purchase Sudafed in Texas.,"elections,legal-issues"
half-true,Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,foreign-policy
half-true,Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,"jobs,unions"
barely-true,Says Hillary Clinton said the Veterans Affairs scandal is over-exaggerated. She said she was satisfied with what was going on.,veterans
false,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,"health-care,supreme-court"
true,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,"candidates-biography,jobs"
false,A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,elections
mostly-true,"About 230,000 people that were on unemployment when I took office are not on unemployment now.","economy,workers"
pants-fire,Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.,immigration
true,"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",crime
pants-fire,Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,"corrections-and-updates,obama-birth-certificate"
half-true,On legalizing illegal immigrants.,immigration
half-true,"Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.",housing
false,(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,israel
mostly-true,Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,"health-care,history"
barely-true,"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",legal-issues
mostly-true,Immigrants are more fertile.,immigration
pants-fire,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,"health-care,states"
false,Jason Kander supports [Obamas] plan to bring the remaining suspected terrorists to U.S. soil.,terrorism
half-true,"Top U.S. intelligence officials have toldevery member of Congress, including the president, were about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq.","iraq,terrorism"
true,Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.,housing
true,"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.",candidates-biography
barely-true,The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.,"health-care,pundits"
true,"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.","candidates-biography,pundits"
barely-true,This year in Congress (Connie Mack IV) has missed almost half of his votes.,candidates-biography
barely-true,Not even old Gen. Eisenhower saluted military personnel as president.,"history,military"
barely-true,"You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.","guns,terrorism"
barely-true,You cant check out a library book without a photo ID.,legal-issues
pants-fire,Says that Starbucks took Christmas off of their brand new cups.,religion
mostly-true,Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch.,sports
half-true,"Taxpayers are on the hook ... for less than a third of the proposed new Atlanta Falcons stadium, and those funds are repaid from money that comes from outsiders.","sports,state-finances"
mostly-true,The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.,history
mostly-true,"We are younger than our competitors, and this is entirely because of immigration.",immigration
half-true,"The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration.",criminal-justice
true,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,"bipartisanship,federal-budget"
half-true,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes.","pundits,taxes"
pants-fire,"In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin.","foreign-policy,history"
half-true,"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it.","florida,states"
half-true,The Redskins Training Camp deal generated $40 million in new private investment in the city.,"city-government,job-accomplishments"
half-true,There are more people living in this country who were not born here than at anytime in the history of the country.,immigration
half-true,Says Hillary Clinton defended Syrias President Assad as a possible reformer at the start of that countrys civil war.,foreign-policy
barely-true,"Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan.","bipartisanship,jobs"
barely-true,"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows.",guns
true,2008 was the deadliest year of the war (in Afghanistan) for American forces.,"afghanistan,military"
half-true,"Since Rick Perry became governor, Texas has gone from 46th in the country to 50th in the population that graduates from high school.","education,new-hampshire-2012"
true,Says Amanda Fritz manages less than 5 percent of city operations.,city-government
true,"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",state-finances
pants-fire,Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.,"crime,ethics"
true,On offshore drilling for energy,"energy,voting-record"
pants-fire,"A data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option.""","health-care,privacy"
true,I haven't missed a vote since 1993.,history
barely-true,The Supreme Court cant overrule the other two branchesof government.,"history,supreme-court"
pants-fire,I'm probably one of the four or five best-known Americans in the world.,candidates-biography
barely-true,We are accepting more legal immigrants than we ever have in the history (of the United States.),immigration
true,"Hillary Clinton ""starts off with 47 percent of the country against her.""",elections
false,SaysRand Paulhas put out budgets to cut the military in half.,"federal-budget,military"
half-true,We know that Saudi Arabia started al-Qaida.,terrorism
mostly-true,Says Williamson County Attorney Jana Duty has never prosecuted a single adult felony case.,candidates-biography
false,"The fundraising numbers are in, and our grassroots support is unmatched!","campaign-finance,elections"
mostly-true,Issue 2 makes it illegal for us to negotiate for enough firefighters to do the job.,"elections,labor"
pants-fire,Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget.,"labor,state-budget"
mostly-true,"The so-called defense minister of the Peoples Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.","foreign-policy,military"
true,"Before our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected.","elections,history"
mostly-true,"The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.",elections
half-true,"Dan Patrick said that if women get paid less than a man for the same job, that thats not a problem.","jobs,women"
half-true,"Weve got an average of 5,600 soldiers committing suicide. Thats about 20 a day.","health-care,veterans"
barely-true,"There have even been Republican congressmen who have said, If you give us more money we dont know where we would even put additional Border Patrol agents.",immigration
pants-fire,Say New Jersey Reps. Donald Payne and Frank Pallone are socialists who are openly serving in the U.S. Congress.,candidates-biography
mostly-true,What the Arizona law does is make a state crime out of something that already is... a federal crime.,immigration
mostly-true,"In Miami-Dade County, we spend at our school system over $20 million every year educating recent immigrants.","education,immigration"
true,Trump proposed enacting the largest tax increase in American history.,"candidates-biography,taxes"
false,Says Kay Bailey Hutchison voted for sanctuary cities.,immigration
true,"McCain ""hired some of the biggest lobbyists in Washington to run his campaign.""","elections,ethics"
barely-true,We do not want to raise anybodys tax rates. Thats never been on the table.,"taxes,abc-news-week"
mostly-true,"This is the first time a party has picked up multiple seats during a regular election since the mid 1980s, making this the largest majority of any party in more than 25 years.","elections,history"
false,Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention.,elections
pants-fire,Crime is rising.,"crime,criminal-justice"
mostly-true,"(Flint, Mich., is) paying three times more for poison water than I am paying in Burlington, Vt., for clean water.","city-government,water"
pants-fire,"Says a Portland school gives Muslim students their own school provided prayer room, prayer rugs, and lets them out of class five times a day to pray to Allah.",religion
false,"(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.","social-security,veterans"
half-true,The bulk of the people who are shot with a weapon other than these drug gangs taking on one another end up being shot with their own weapon.,guns
false,"When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it.","campaign-finance,transparency"
false,You wonder why you dont see Rand Paul as much; hes still shopping for his billionaire. Hes like the only one who hasnt found a billionaire to fund his super PAC.,campaign-finance
half-true,"Says Donald Trump cashed in on Sept. 11,collecting $150,000 in federal funds intended to help small businesses recover even though days after the attack Trump said his properties were not affected.","federal-budget,terrorism"
false,The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.,county-budget
true,"Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage.",housing
false,"Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime.""",crime
half-true,Says President Obama has cracked down on employers who are attracting undocumented immigrants and hiring them more than any previous president.,immigration
barely-true,U.S. global AIDS spending helped reduce political instability and violence by 40 percent in recipient nations.,"foreign-policy,public-health"
half-true,"American voters remain steadfast in their support for immigration reform with a path to citizenship, with more than 70 percent who want to see reform passed this year.",immigration
true,Says State Rep. Kristi Thibaut was an ACORN lobbyist.,candidates-biography
false,Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June.,"gays-and-lesbians,marriage"
half-true,Im the only (Republican)candidate that has actually reduced the size of government.,"candidates-biography,state-budget"
mostly-true,Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,"congress,congressional-rules"
barely-true,There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.,"health-care,supreme-court"
pants-fire,"Says a tweet he sent out wasnt saying, check out a sex tape. It was just take a look at the background of Alicia Machado.",candidates-biography
pants-fire,Aphotograph of 21-year-old Hillary Clinton featured a Confederate battle flag in the background.,"candidates-biography,history"
false,This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.,immigration
false,Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.,"candidates-biography,taxes"
mostly-true,"Gov. Rick Perry spent over a million dollars on D.C. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month.","ethics,transparency"
half-true,"In every ethics case that has resulted in a formal sanction, theres been an investigative subcommittee thats been established first.",ethics
true,A bill delaying the start of classes until Labor Day would permit school districts to shave 5 full weeks off the school year.,"education,tourism"
false,On whether the United States should intervene in Libya.,"foreign-policy,military"
barely-true,"Despite keeping distance from national media interviewers, I did local press all along, the last three months.","job-accomplishments,states"
mostly-true,"In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.",immigration
true,"There was a Gallup poll in Egypt last year, and 70 percent of Egyptians dont want our money.","foreign-policy,polls"
true,"The truth of the matter is that during my administration, the FBI's crime statistics show that violent crime was reduced in Massachusetts by 7 percent.",crime
false,"Scott Maddox has run ""losing campaigns for 3 of Florida's 4 available cabinet positions.""","agriculture,candidates-biography"
true,Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.,elections
false,SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders.,"crime,voting-record"
false,Limiting labor negotiations to only wages is how it is for the most part in the private sector.,"labor,state-budget"
half-true,The states have always defined marriage.,"gays-and-lesbians,marriage"
false,"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.","hunger,population"
mostly-true,More people die from medical misadventures than firearm accidents nationally and in Florida.,"guns,health-care"
false,"When we took office, let me remind you, there was virtually no international pressure on Iran.",foreign-policy
mostly-true,Speaker Gingrich for 20 years supported a federal individual mandate for health insurance.,"health-care,legal-issues"
true,Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.,voting-record
barely-true,One in four inmates is an illegal immigrant.,immigration
mostly-true,I have had the challenge during this administration to suspend no less than 37 public officials in about 36 months.,florida
barely-true,Kendrick Meek was #1 in Florida in taking tobacco cash and then opposed a tax on cigars that would have helped pay for childrens health care.,"campaign-finance,candidates-biography"
half-true,President Obama in November of last year wiped away (a program) that allows for shared fingerprinting for those who are behind bars so you know who is here legally and illegally.,immigration
true,"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'""",religion
true,I would be the first Republican senator elected in New Jersey in 41 years.,"congress,elections"
false,"Says unions take away hard-earned money of teachers, firefighters and police officers to play politics.",unions
false,"Mr. Trump is self-financing his campaign, so we dont have any donors.",campaign-finance
half-true,The U.S. spends more money on its military than the 16 biggest military budgets in the world combined.,"federal-budget,military"
pants-fire,"Wisconsin has only one county, Dane, thats hand counting the votes in the 2016 presidential recount.","county-government,elections"
true,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,housing
mostly-true,"Rick Perry had planned to retire from the legislature until his best friend, David Weeks, and I talked him into switching parties and running for the GOP nomination for agriculture commissioner.","candidates-biography,elections"
half-true,"In 1929, the Secretary of State shut down a program that was collecting information to protect America because it was unseemly, but that move led to millions and millions of deaths in World War II.","foreign-policy,history"
half-true,"Says Connie Mack initially said he would have voted yes for the Paul Ryan budget plan, and then, you said it was stupid and you would vote no. And then your folks corrected you, and you changed your position again, yes.","candidates-biography,federal-budget"
true,Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.,elections
true,Vietnamese is the third most commonly spoken language in Texas.,"population,states"
pants-fire,"Barack Obama wrote a thesis at Columbia University in which he criticized ""plutocratic thugs"" and said the Constitution gave Americans ""the shackles of hypocrisy.""","candidates-biography,legal-issues"
pants-fire,"Youll find blacks in almost every regiment throughout the South who fought right alongside white Southerners, during the Civil War.",history
true,Democrats have lost more than 900 state legislators since Barack Obama has been president.,"candidates-biography,elections"
mostly-true,"Carly Fiorina, shes against banning assault weapons.","guns,message-machine"
half-true,"Joe Biden brought Republicans and Democrats together to pass the 1994 crime bill, putting 100,000 cops on the streets and starting an eight-year drop in crime across the country.",crime
half-true,Says Donald Trump has defended World War II internment camps.,history
mostly-true,"In 1999, the NRA leadership in Washington, pretty much the same people intact, were for (expanded background checks.)",guns
barely-true,Newt Gingrichs presidential campaign has exactly the same challenges as Ronald Reagans successful 1980 bid.,history
mostly-true,"8 years of the Clintons, major losses for Democrats across the nation.",elections
false,92 percent of the jobs lost during Barack Obamas first term belonged to women.,"jobs,women"
false,"The ACLU didnt call for an investigation (of the Newark police department), they called for an immediate federal monitor.","crime,ethics"
barely-true,Says his executive order requiring young girls to be vaccinated against HPV wasnt mandatory.,"families,health-care"
barely-true,We didnt go out and take information from the Hillary Clinton campaign.,elections
pants-fire,"If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.",religion
half-true,On the pace that we're on with job creation in the last four months ...we will have created more jobs in this year than in the entire Bush Presidency.,"bush-administration,economy"
false,"Says Nikita Khrushchev brought an extra shoe to a United Nations session in 1960, which he banged on the desk in protest.",history
mostly-true,"Sen. Joe Liebermans home state has a public option which covers about 10,000 of its citizens that was introduced by its Republican governor.","health-care,pundits"
true,"Says this months special session will cost the state $27,300 a day just for legislators daily living expenses.","government-efficiency,state-finances"
mostly-true,Says Donald Trump wants to deport our Dreamers.,immigration
false,Says Barack Obama is apparently not for vetting people and saying just anybody can come to the United States.,"homeland-security,terrorism"
half-true,Says with Gov. Chris Christie and bipartisan reformers New Jersey had the most job growth in 11 years.,"jobs,state-finances"
mostly-true,"In France, they have a (surveillance) program a thousandfold more invasive than the United States.","homeland-security,terrorism"
mostly-true,"Since the United States began negotiations with Iran, thats probably the first year and a half in which Iran has not advanced its nuclear program in the last decade.","foreign-policy,nuclear"
half-true,"Weve got a 1,000 National Guard troop request thats been in front of this president for over a year and no response.",immigration
true,Says veterans disability claims backlog doubled in Obamas first term.,veterans
barely-true,"At a minimum, 40 percent of those who view child pornography end up molesting children as a result.","children,crime"
pants-fire,Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,"elections,taxes"
barely-true,"Its hard to get people in Portland to vote yes on ballot measures, especially when theres opposition.","campaign-finance,voting-record"
false,The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.,elections
mostly-true,I have 2 and a half million more votes than he (Sanders) does.,elections
false,"For the past eight years, Gov. Carcieri and Mrs. Carcieri would host the lighting of the State House Christmas tree.",religion
half-true,"SaysVirginia RepublicanScott Taylor has been convicted in at least four different courts across the country, at times failing to even appear, and having a warrant issued for his arrest.",campaign-advertising
mostly-true,Nearly 90% of Travis County government races will be settled by the time of the Democratic primary.,"county-government,elections"
false,"Says Mahatma Gandhi once said, First they ignore you, then they laugh at you, then they fight you, then you win.",history
mostly-true,"We admit about 100,000 permanent immigrants from the Middle East every year.",immigration
pants-fire,"Says thousands at a Manhattan rally for Donald Trump were chanting We hate Muslims, we hate blacks, we want our great country back.","diversity,islam"
barely-true,"The Richardson-Denish administration gave 50,000 drivers licenses to illegal immigrants in New Mexico.","immigration,message-machine"
false,"It was allowed, referring to her email practices.","homeland-security,technology"
false,"Our veterans, in many cases, are being treated worse than illegal immigrants.","immigration,veterans"
barely-true,"Says Rob Portman was a registered foreign agent whose client was Haiti, at a time when the Baby Doc, Duvalier, who was a despot, was killing people.","corrections-and-updates,foreign-policy"
barely-true,Says President Barack Obamas acceptance of an Islamic order and gold medal was unconstitutional.,"foreign-policy,legal-issues"
mostly-true,"In 2010, the non-partisan Government Accountability Office found that only 6.5 percent of the U.S.-Mexico border was under full control of the Border Patrol.",immigration
true,A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.,"federal-budget,foreign-policy"
false,Says the Texas Education Agency follows up to make sure undocumented immigrants paying in-state tuition at Texas colleges are applying for permanent residency.,immigration
true,Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.,elections
half-true,"Barack Obama's network of small donors constitutes a ""parallel public financing system.""",ethics
false,"The United States is not building the aircraft, the long-range bombers, the additional aircraft carriers, the nuclear submarines.",military
barely-true,"Mitt Romneys and Bain Capitals profits from KB Toys, which later went out of business, were described by the Boston Herald as disgusting.","candidates-biography,message-machine-2012"
mostly-true,"In exchange for five minutes with Bill Clinton, the government of Qatar was going to give $1 million to the Clinton Foundation.",foreign-policy
true,Speaker Rubio supported gun restrictions that included background checks and waiting periods.,guns
false,"Barack Obama wants to ""unilaterally disarm our nation.""",military
false,Says Texas Railroad Commissioner Michael Williams has attended more than 150 tea party gatherings.,"bipartisanship,candidates-biography"
half-true,"When asked about equal pay for women, (Rubios) quote was that it was a waste of time.","labor,women"
mostly-true,Atlanta has issued an increasing number of citations - and collected an increasing amount of revenue - since Mayor Kasim Reed took office in 2010.,"crime,public-safety"
true,The last time Republican U.S. Senate candidates beat more than two (incumbents) was 1980.,elections
barely-true,"After the 2012 redistricting, Wisconsin has competitive congressional districts.",redistricting
true,(John McCain) was even mentioned as a running mate with John Kerry.,elections
true,I've cast a couple of 99-1 votes and been the lone dissenter.,candidates-biography
false,Says hes never asked for more than inflationary budget increases in his 10 budgets as Milwaukee County sheriff,"county-budget,criminal-justice"
barely-true,"Under New York Mayor Bill de Blasio, homicides are up by 20 percent, and subway delays have soared 45 percent.","crime,transportation"
true,Ninety-seven percent of the time. Thats how often Mark Warner votes with President Obama.,"message-machine-2014,voting-record"
barely-true,Says Rick Perry is a 25-year incumbent.,"candidates-biography,job-accomplishments"
true,On running for the presidency in 2012,elections
mostly-true,"The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.",elections
mostly-true,I was the most bipartisan senator in the United States Senate.,"bipartisanship,voting-record"
mostly-true,Bill Howell has been the consistent force behind every major tax increase in Virginia in the last decade.,"taxes,voting-record"
