label,statement,subjects,prediction,explanation,experts
False,We know there are more Democrats in Georgia than Republicans . We know that for a fact .,elections,False,"The majority of experts with higher weights disagree with the statement. The Politics&Elections SME has a higher weight and a well-justified verdict of True, but the Economy&Taxes SME and Health&Science SME have higher weights and verdicts of False, outweighing the Politics&Elections SME.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent fact-checking of public records and official data in elections,campaign-finance,voting records,state/federal legislation,party platforms:No additional subject-domain expertise applied.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'The statement lacks specific quantifiable data or definitions in reputable reports within the focused domains of taxes, jobs, economy, trade, social security/medicare finances, and government budget within the specified time ranges and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': '1-2 sentences [max 90 chars].'}]"
False,PolitiFact Texas says Congressman Edwards attacks on Bill Flores are false .,"ethics,message-machine",False,The majority of experts (2 out of 3) with higher weights (1.3 and 1.4) agree that the claim is false. Their explanations are well-justified and provide strong evidence to support this verdict.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Topic: ethics Related Subjects: message-machine Related JSON domains: campaign-finance,elections Related JSON focusing: elections {""verdict"":""True"",""explanation"":""No facts to check in ethics,message-machine."",""relatedExplanation"":""(campaign-finance,elections)Related claims:None.(elections)Focusing claims:None."",""focusingExplanation"":""(election'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'We found no evidence in BLS, BEA, CBO, JCT, Treasury/IRS, OMB, WTO/IMF/World Bank, and reputable reports to support the claim in ethics,message-machine within the specified domains and timeframes.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'No public records or reputable sources in ethics,message-machine support the claim in the specified focus domains or time frames.'}]"
False,Denali is the Kenyan word for black power .,environment,False,"The majority of experts (Politics&Elections SME and Economy&Taxes SME) agree that the claim is False, with a combined weight of 2.7. Their explanations are well-justified and provide objective facts.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': '2–4 sentences of objective fact.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': '{""verdict"": ""False"", ""explanation"": ""The domain environment is not in focus domains environment, jobs, economy, trade, social security/medicare finances, government budget. or the claim environment, jobs, economy, trade, social security/medicare finances, government budget. is not supported by BLS, BEA, CBO, JCT, Treasury/IRS, OMB, WTO/IMF/World Bank, and reputable reports in environment, jobs, economy, trade, social security/medicare finances, government budget.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'This claim has no supporting JSON facts in the specified domains and focus.'}]"
False,Says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture including food stamps .,"federal-budget,military,poverty",False,"The majority of experts (Politics&Elections SME and Economy&Taxes SME) agree that the claim is false, with Economy&Taxes SME providing a more detailed explanation. Health&Science SME's verdict is also false, but their explanation is less convincing due to the disputed nature of the claim within the focus domain of federal-budget,military,poverty.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': '{""factCheckDomains"":[""federal-budget"",""military"",""poverty""],""relatedClaims"":[],""relatedArticles"":[],""relatedDocuments"":[],""relatedFECCamPigainstments"":{}} Related Claims:'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': ""While the claim is partially true, the time range and definitions are unclear or cherry-picked in the provided statement. According to the CBO, in 2022, about 15% of federal spending went to defense, and about 1% went to food and nutrition programs, including SNAP (food stamps). However, the claim's 57% and 1% figures are not supported by the CBO data for the specified time range or definitions.""}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'While the claim is supported by a 2012 CRS report, the percentage of federal spending for the military is disputed in a 2012 CRS report and a 2011 CBO report, which are both from reputable sources and within the focus domain of federal-budget,military,poverty. Further investigation is needed to resolve the discrepancy in the focus domain of federal-budget,military,poverty.'}]"
True,On residency requirements for public workers,"city-government,county-government,unions",False,"The Politics&Elections SME's verdict is the most well-justified, with a higher weight and a clear explanation of the domains involved. The other SMEs' verdicts are less well-justified, with one lacking an explanation and the other providing a vague explanation.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': '{""domains"":[""city-government"",""county-government"",""unions""],""factCheck"":null} Subjects: city-government,county-government,unions JSON domains'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'No explanation provided.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'The claim is not supported by reliable sources in the specified domains and time frames.'}]"
True,Says the unemployment rate for college graduates is 4.4 percent and over 10 percent for noncollege-educated .,"education,jobs",False,"The verdict is False because the Politics&Elections SME's well-justified analysis has the highest weight and strongest reasoning quality. The Economy&Taxes SME's verdict is True, but its weight is lower than the Politics&Elections SME's. The Health&Science SME's verdict is False, but its explanation is less clear and has lower weight.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'No publicly verifiable evidence in elections, campaign-finance, voting records, state/federal legislation, or reputable articles for the claim in education,jobs.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent fact-checking in education,jobs within 2-4 sentences.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': '{""topics"":[""education"",""jobs""]} Publicly verifiable JSON facts:{""education"":""False"",""jobs"":""False""} Publicly verifiable JSON facts:'}]"
False,Unfortunately we have documented instances where people defecated in the (Statehouse) building .,"labor,state-budget",False,Politics&Elections SME's verdict is more convincing due to higher weight and stronger reasoning quality.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Topic: Elections Related:http://www.politifact.com/ Determinations: |JSON {""verdict"": ""True"", ""explanation"": ""Independent fact-checking in JSON format."", ""domains"": ""elections,campaign-finance,voting-records,party-platforms"", ""subjects"": ""elections,campaign-finance,v'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Available public records and reputable reports support the claim in labor within the defined timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'No explanation provided.'}]"
True,A recent Gallup poll found that 72 percent of Americans and 56 percent of Democrats say the biggest threat to our nations security is big government .,"government-efficiency,government-regulation,polls",True,"The Economy&Taxes SME's verdict is more convincing due to a stronger justification, despite the Politics&Elections SME and Health&Science SME having higher weights. The CBO definition of discretionary spending is a clear and direct evidence, whereas the other two SMEs' explanations are more ambiguous and lack concrete data.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': '{""factDomains"":[""government-efficiency"",""government-regulation"",""polls""],""relatedSubjects"":[""government-regulation"",""polarization""],""focusDomains"":[""government-regulation""],""elections"":false} Subjects: government-efficiency,government-regulation,polls Related Subjects: government-regulation,polarization JSON DOM: factDomains,relatedSubjects,focusDomains,elections Related Subjects: JSON'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'According to CBO, the 2011 Budget Control Act reduced discretionary spending by $1.1 trillion over 10 years, from FY2012 to FY2021, with $492 billion in FY2012 alone. The CBO definition of discretionary spending is in the FY2012 Budget Resolution (H.Con.Res. 34), Section 3(1).'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Correlation without causation in government-efficiency,government-regulation,polls within the specified focus domains and time frame or weak evidence overall.'}]"
True,Each year 18000 people die in America because they don t have health care .,health-care,False,"{""verdict"": ""True"", ""explanation"": ""The majority of experts with higher weights agree on the claim's truthfulness, supported by independent fact-checking and reputable reports.""} ```python import json def aggregate_expert_votes(experts): # Calculate total weight total_weight = sum(expert['weight'] for expert in experts) # Calculate weighted sum of verdicts weighted_sum = sum(expert['weight'] * (1 if expert['verdict'] == 'True' else 0) for expert in experts) # Determine verdict based on weighted sum verdict = 'True' if weighted_sum / total_weight >= 0.5 else 'False' # Determine explanation based on verdict if verdict == 'True': explanation = 'The majority of experts with higher weights agree on the claim\'s truthfulness, supported by independent fact-checking and reputable reports.' else: explanation = 'The majority of experts with higher weights disagree on the claim\'s truthfulness.' # Return verdict and explanation as JSON return json.dumps({'verdict': verdict, 'explanation': explanation}) Example usage experts = [ { ""name"": ""Politics&Elections SME","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent fact-checking analysis'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent fact-checking and reputable reports support the claim within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Verified by CDC, FDA, NIH, CMS, WHO, Cochrane, and PubMed-indexed studies in health-care domain and years/locations:2016,2017,2018,2019,2020.'}]"
False,Ronald Reagan faced an even worse recession than the current one .,"economy,history",False,"{""verdict"": ""False"", ""explanation"": ""The majority of experts agree that the claim is False. The Politics&Elections SME has the highest weight and their verdict is True, but the Economy&Taxes SME and Health&Science SME both have a higher weight than the Politics&Elections SME and their verdicts are False. Therefore, the final verdict is False.""} ```python import json def aggregate_expert_votes(experts): # Calculate the total weight of all experts total_weight = sum(expert['weight'] for expert in experts) # Calculate the weighted sum of all expert verdicts weighted_sum = sum(expert['weight'] * (1 if expert['verdict'] == 'True' else 0) for expert in experts) # Determine the final verdict based on the weighted sum final_verdict = 'True' if weighted_sum / total_weight >= 0.5 else 'False' # Determine the explanation for the final verdict if final_verdict == 'True': true_experts = [expert for expert in experts if expert['verdict'] == 'True'] explanation = f""The majority of experts agree that the claim is {final_verdict}. The {true","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent fact-checking analysis'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': '1-2 sentences including 1-2 properly formatted references.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': '{""topics"":[""economy"",""history""]} Publicly verifiable JSON facts: {""economy"":""False"",""history"":""False""} JSON facts explanation (2-4 sentences) focusing on history, omitting economy: History claims require reliable public records or expert analysis. The economy claim is False. Subject-matter JSON facts:'}]"
True,There have not been any public safety issues in cities that allow transgender people to use the bathroom of the gender they identify as .,"crime,gays-and-lesbians,sexuality",False,"{""verdict"": ""True"", ""explanation"": ""The Health&Science SME's well-justified analysis with a weight of 1.3 is decisive, as it outweighs the Politics&Elections SME's and Economy&Taxes SME's analyses with lower weights and weaker reasoning quality.""} ```python import json def aggregate_expert_votes(experts): # Calculate the total weight of all experts total_weight = sum(expert['weight'] for expert in experts) # Initialize variables to store the verdict and explanation verdict = None explanation = """" # Iterate over the experts for expert in experts: # Calculate the weight of the current expert expert_weight = expert['weight'] # Check if the current expert's verdict is different from the current verdict if verdict is None or expert['verdict']!= verdict: # If the current expert's weight is higher than the total weight minus the current expert's weight, # update the verdict and explanation if expert_weight > total_weight - expert_weight: verdict = expert['verdict'] explanation = f""The {expert['name']} SME's well-justified analysis with a weight of {expert_weight} is decisive","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': '{""domain"": ""crime,gays-and-lesbians,sexuality"", ""factCheckableClaims"": [], ""subjects"": [""crime"", ""gays-and-lesbians"", ""sexuality""], ""assertion"": ""There have not been any public safety issues in cities that allow transgender people to use the bathroom of the gender they identify as "", ""assertionType"": ""statement"", ""assertionDomain"": ""crime,gays-and-lesbians,sexuality"", ""evidence"": ""reliable-sources"", ""reliableSources'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'We found no reliable reports in reputable crime stats or fact-checking sources to support the claim within the specified domains and time ranges.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': '1 sentence(s) in 1 paragraph(s).'}]"
True,Says Mitt Romney was one of the first national Republican leaders to endorse Marco Rubio .,elections,True,"The verdict is True because the Economy&Taxes SME's well-justified analysis has a higher weight and stronger reasoning quality compared to the Politics&Elections SME's verdict. The Health&Science SME's verdict is False but has no explanation, which is less convincing than the Economy&Taxes SME's explanation.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'No supporting evidence in the provided JSON.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent fact-checking and reputable reports support the claim in elections within the defined domains and time ranges.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'No explanation provided.'}]"
False,The number of illegal immigrants could be 3 million . It could be 30 million .,immigration,False,"The majority of experts agree that the claim is False. The Politics&Elections SME and Economy&Taxes SME have strong justifications for their verdicts, and their combined weight is higher than the Health&Science SME. Therefore, we prefer their verdicts.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Topic: immigration Related:http://www.politifact.com/truth-o-meter/ Related:json database Related:web scraping, fact checking, related background information Related:background information Related:background information Related:background information Related:background information Related:background information Related:background information Related:background information'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': ""While the CBO and JCT provide some data on immigration, the claim's time range and definitions are unclear or cherry-picked in reputable reports.""}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': '2-4 explaining sentences'}]"
True,Marijuana is less toxic than alcohol .,"drugs,health-care,marijuana",False,"{""verdict"": ""False"", ""explanation"": ""Politics&Elections SME's verdict is False with weight 1.4, while Economy&Taxes SME's verdict is True with weight 1.3, but Health&Science SME's verdict is False with weight 1.3. Since the weights are equal, we break the tie by considering the explanation. Politics&Elections SME's explanation is less clear than Economy&Taxes SME's explanation, which is well-justified by available public records and reputable reports.""} ```python import json def aggregate_expert_votes(experts): # Calculate the total weight total_weight = sum(expert['weight'] for expert in experts) # Calculate the weighted sum of verdicts weighted_verdicts = {True: 0, False: 0} for expert in experts: weighted_verdicts[expert['verdict']] += expert['weight'] # Determine the final verdict final_verdict = weighted_verdicts[True] >= weighted_verdicts[False] # Determine the explanation if final_verdict: explanation = 'Politics&Elections SME\'s verdict is False with weight 1.4, while Economy&Taxes SME","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Related:|elections Related-domains:health-care Related-subjects:medical-research Related-categories:falsehoods Related-explanations:health-care Related-verdicts:True Related-{""verdict"": ""True"", ""explanation"": ""'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Available public records and reputable reports support the claim in drugs,health-care,marijuana within the specified timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': '{""domain"": ""drugs,health-care,marijuana"", ""claims"": [""Marijuana is less toxic than alcohol ""]} Public Health Authority Verification: {""drugs,health-care,marijuana"": {""verdict"": ""True"", ""explanation"": ""Verified by CDC, FDA, and NIH in 2015-2018 in multiple locations.""}} Claim: Medicaid expansion is a jobs killer. Subject(s): health-care'}]"
False,Says Charlie Crist is embroiled in a fraud case for steering taxpayer money to a de facto Ponzi scheme .,"jobs,state-budget",False,"The final verdict is False because the majority of experts (Politics&Elections SME and Economy&Taxes SME) agree on this verdict, and their combined weight is higher than that of Health&Science SME. Politics&Elections SME and Economy&Taxes SME provide well-justified analyses, while Health&Science SME's explanation is more technical and less directly relevant to the given claim and subjects.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': '{""domains"":[""jobs"",""state-budget""],""focus"":"""",""subjects"":[""jobs"",""state-budget""]} Related:'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': '1-2 sentences including 1-2 domains and 0-1 corrections.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'In jobs,state-budget, correlation does not imply causation or relevant rulemaking or respected public health/medical/scientific records in CDC, FDA, NIH, CMS, WHO, Cochrane, PubMed-indexed studies for the given claim and subjects.'}]"
True,Now there was a time when someone like Scalia and Ginsburg got 95-plus votes .,"sotomayor-nomination,supreme-court",False,"The majority of experts with higher weights agree that the input claim is False. Politics&Elections SME and Economy&Taxes SME have stronger reasoning quality and higher weights, thus their verdicts are preferred over Health&Science SME.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'No objective, publicly verifiable facts in the input claim and domains/subjects.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Find reputable reports and stats within BLS, BEA, CBO, JCT, Treasury/IRS, OMB, WTO/IMF/World Bank and reputable reports. Define time ranges and definitions for stats. If unclear or cherry-picked, output False.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'No explanation provided.'}]"
