True,On residency requirements for public workers,"city-government,county-government,unions",True,"The Economy&Taxes SME's verdict is supported by independent public records and reputable analyses, which outweigh the Politics&Elections SME's and Health&Science SME's verdicts. The Economy&Taxes SME's explanation highlights the claim's validity within city-government, county-government, and unions, providing a strong justification for the decision.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in city-government,county-government,unions as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in city-government,county-government,unions within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in city-government,county-government,unions as stated or omit key context.'}]"
True,Says the unemployment rate for college graduates is 4.4 percent and over 10 percent for noncollege-educated .,"education,jobs",True,"The majority of experts with higher weights agree that independent public records and reputable analyses support the claim in education,jobs within the stated timeframe and definitions. The SMEs in Politics&Elections and Economy&Taxes have stronger justifications, outweighing the Health&Science SME's counterarguments. The lack of evidence from public records and reliable sources in the Health&Science SME's explanation does not suffice to refute the claim, given the majority's consensus and stronger reasoning.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in education,jobs within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in education,jobs within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in education,jobs as stated or omit key context.'}]"
False,Unfortunately we have documented instances where people defecated in the (Statehouse) building .,"labor,state-budget",True,"The majority of experts with higher weights agree that independent public records and reputable analyses support the claim in labor,state-budget within the stated timeframe and definitions. The SMEs in Politics&Elections and Economy&Taxes have stronger justifications, outweighing the Health&Science SME's counterargument. The lack of evidence from the Health&Science SME is insufficient to override the consensus from the other two experts.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in labor,state-budget within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in labor,state-budget within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in labor,state-budget as stated or omit key context.'}]"
True,A recent Gallup poll found that 72 percent of Americans and 56 percent of Democrats say the biggest threat to our nations security is big government .,"government-efficiency,government-regulation,polls",False,No explanation provided.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in government-efficiency,government-regulation,polls within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in government-efficiency,government-regulation,polls as stated or omit key context.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in government-efficiency,government-regulation,polls as stated or omit key context.'}]"
True,Each year 18000 people die in America because they don t have health care .,health-care,True,"All three experts with high weights agree that independent public records and reputable analyses support the claim in health-care within the stated timeframe and definitions, providing strong evidence for the claim. Their verdicts are consistent and well-justified, leading to a confident decision in favor of the claim.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in health-care within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in health-care within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in health-care within the stated timeframe and definitions.'}]"
False,Ronald Reagan faced an even worse recession than the current one .,"economy,history",True,"The majority of experts with higher weights agree that independent public records and reputable analyses support the claim in economy,history within the stated timeframe and definitions. The SMEs in Politics&Elections and Economy&Taxes have stronger justifications, outweighing the Health&Science SME's counterargument. The lack of evidence from the Health&Science SME is insufficient to override the consensus from the other two experts.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in economy,history within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in economy,history within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in economy,history as stated or omit key context.'}]"
True,There have not been any public safety issues in cities that allow transgender people to use the bathroom of the gender they identify as .,"crime,gays-and-lesbians,sexuality",True,"The majority of experts with higher weights agree that independent public records and reputable analyses support the claim in crime,gays-and-lesbians,sexuality within the stated timeframe and definitions. The SMEs from Politics&Elections and Economy&Taxes have a combined weight of 2.7, while the Health&Science SME has a weight of 1.3. The lack of evidence from the Health&Science SME is not sufficient to override the majority opinion of the other two experts.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in crime,gays-and-lesbians,sexuality within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in crime,gays-and-lesbians,sexuality within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in crime,gays-and-lesbians,sexuality as stated or omit key context.'}]"
True,Says Mitt Romney was one of the first national Republican leaders to endorse Marco Rubio .,elections,True,"The majority of experts with higher weights agree that independent public records and reputable analyses support the claim in elections within the stated timeframe and definitions. The SMEs in Politics&Elections and Economy&Taxes provide strong justifications, while the Health&Science SME's verdict is contradicted by the majority. The lack of evidence from the Health&Science SME does not outweigh the collective weight of the other experts.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in elections within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in elections within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in elections as stated or omit key context.'}]"
False,The number of illegal immigrants could be 3 million . It could be 30 million .,immigration,False,No explanation provided.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in immigration within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in immigration as stated or omit key context.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Public records and reputable analyses do not support the claim in immigration within the stated timeframe and definitions.'}]"
True,Marijuana is less toxic than alcohol .,"drugs,health-care,marijuana",True,"All three experts with high weights agree that independent public records and reputable analyses support the claim in drugs,health-care,marijuana within the stated timeframe and definitions, providing strong evidence for the verdict.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in drugs,health-care,marijuana within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in drugs,health-care,marijuana within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in drugs,health-care,marijuana within the stated timeframe and definitions.'}]"
False,Says Charlie Crist is embroiled in a fraud case for steering taxpayer money to a de facto Ponzi scheme .,"jobs,state-budget",False,No explanation provided.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in jobs,state-budget within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in jobs,state-budget as stated or omit key context.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in jobs,state-budget as stated or omit key context.'}]"
True,Now there was a time when someone like Scalia and Ginsburg got 95-plus votes .,"sotomayor-nomination,supreme-court",False,No explanation provided.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in sotomayor-nomination,supreme-court within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in social_security/medicare_finances within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in health-care, while findings are mixed, absent, or weak in the other subjects.'}]"
False,I was gone when there was a red line against Syria .,foreign-policy,True,"The majority of experts with higher weights agree that independent public records and reputable analyses support the claim in foreign-policy within the stated timeframe and definitions. The SMEs in Politics&Elections and Economy&Taxes have stronger justifications, while the Health&Science SME's verdict is contradicted by the other two experts.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in foreign-policy within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in foreign-policy within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in foreign-policy as stated or omit key context.'}]"
True,Tim Kaine hiked tuition as governor but now claims to champion affordability .,"education,state-budget",False,No explanation provided.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in education,state-budget as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in education,state-budget within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in education,state-budget as stated or omit key context.'}]"
True,Contends that President Obama literally said (if) his cap-and-trade proposals were to pass that utility rates his words now would necessarily skyrocket .,"climate-change,energy",False,No explanation provided.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in climate-change,energy as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in climate-change,energy within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in climate-change,energy as stated or omit key context.'}]"
True,Active duty males in the military are twice as likely to develop prostate cancer than their civilian counterparts .,"health-care,military",True,"The majority of experts with higher weights agree that independent public records and reputable analyses support the claim in health-care,military within the stated timeframe and definitions. The SMEs in Politics&Elections and Economy&Taxes provide strong justifications, while the Health&Science SME's verdict is contradicted by the other two experts with higher weights.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in health-care,military within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in health-care,military within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in health-care,military as stated or omit key context.'}]"
False,Its been since 1888 that a Senate of a different party than the president in the White House confirmed a Supreme Court nominee .,"congress,supreme-court",True,"The majority of experts with higher weights agree that independent public records and reputable analyses support the claim in congress,supreme-court within the stated timeframe and definitions. The SMEs in Politics&Elections and Economy&Taxes have stronger justifications, outweighing the Health&Science SME's counterargument. The lack of evidence from the Health&Science SME is insufficient to override the consensus from the other two experts.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in congress,supreme-court within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in congress,supreme-court within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in congress,supreme-court as stated or omit key context.'}]"
False,Under Rosemary Lehmberg the Travis County D.A.s office convened the grand jury that indicted Rick Perry .,"crime,criminal-justice",True,"The majority of experts with higher weights agree that independent public records and reputable analyses support the claim in crime,criminal-justice within the stated timeframe and definitions. The SMEs from Politics&Elections and Economy&Taxes provide strong justifications, while the Health&Science SME's verdict is contradicted by the majority. The lack of evidence from the Health&Science SME does not outweigh the collective evidence from the other experts.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in crime,criminal-justice within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in crime,criminal-justice within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in crime,criminal-justice as stated or omit key context.'}]"
True,On which team hes rooting for in the World Series .,"baseball,recreation",False,No explanation provided.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in baseball,recreation as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in baseball,recreation as stated or omit key context.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Public records and reputable analyses do not support the claim in the given subject and timeframe.'}]"
True,Tom Ganley has two Fs from the Better Business Bureau and over 160 complaints in just three years .,"message-machine,campaign-advertising",True,"The majority of experts with higher weights agree that the claim is supported by independent public records and reputable analyses within the stated timeframe and definitions. This is evident in the verdicts of the Politics&Elections SME and Economy&Taxes SME, who both have higher weights than the Health&Science SME, which disagreed. The Politics&Elections SME's explanation is particularly strong, citing independent public records and reputable analyses.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in message-machine,campaign-advertising within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in message-machine,campaign-advertising within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in message-machine,campaign-advertising as stated or omit key context.'}]"
True,The United States has a low voter turnout rate .,elections,True,"The majority of experts with higher weights agree that independent public records and reputable analyses support the claim in elections within the stated timeframe and definitions. The SMEs in Politics&Elections and Economy&Taxes provide strong justifications, while the Health&Science SME's verdict is contradicted by the majority. The lack of evidence from the Health&Science SME does not outweigh the collective weight of the other experts.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in elections within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in elections within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in elections as stated or omit key context.'}]"
True,Says Thomas Jefferson said You might be able to fool the people for awhile and they may go astray but sooner or later the American people are going to wake up and they will correct the course .,"health-care,history",False,No explanation provided.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in health-care,history as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in health-care,history as stated or omit key context.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in health-care,history as stated or omit key context.'}]"
False,Because of the federal health care law 300000 health plans canceled in Florida .,health-care,False,No explanation provided.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in health-care as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in health-care within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in health-care as stated or omit key context.'}]"
True,In Massachusetts Scott Brown pushed for a law to force women considering abortion - force them - to look at color photographs of developing fetuses .,"abortion,legal-issues,women",True,"Both Politics&Elections SME and Economy&Taxes SME, with combined weight 2.7, strongly support the claim with independent public records and reputable analyses. In contrast, Health&Science SME, with weight 1.3, does not support the claim, citing lack of evidence in public records and reliable sources. The majority of experts, with combined weight 4, support the claim, outweighing the dissenting expert.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in abortion,legal-issues,women within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in abortion,legal-issues,women within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in abortion,legal-issues,women as stated or omit key context.'}]"
True,The Fed created $1.2 trillion out of nothing gave it to banks and some of them foreign banks so that they could stabilize their operations .,"economy,financial-regulation",False,No explanation provided.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in economy,financial-regulation as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in economy,financial-regulation within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in economy,financial-regulation as stated or omit key context.'}]"
True,Texas families have kept more than $10 billion in their family budgets since we successfully fought to restore Texas sales tax deduction a decade ago .,"states,taxes",True,"All three experts with high weights agree that independent public records and reputable analyses support the claim in states, taxes within the stated timeframe and definitions. Their verdicts are consistent and well-justified, providing strong evidence for the claim. The lack of dissenting opinions from experts with high weights further reinforces the conclusion.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in states,taxes within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in states,taxes within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in states,taxes within the stated timeframe and definitions.'}]"
False,Pre-existing conditions are covered under my (health care) plan .,"debates,health-care",True,"The majority of experts with higher weights agree that independent public records and reputable analyses support the claim in debates, health-care within the stated timeframe and definitions. The SMEs in Politics&Elections and Economy&Taxes have stronger justifications, outweighing the Health&Science SME's counterarguments. The lack of evidence supporting the claim in debates, health-care as stated or omitting key context from available public records and reliable sources is not sufficient to override the majority's verdict.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in debates,health-care within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in debates,health-care within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in debates,health-care as stated or omit key context.'}]"
