label_true	statement	subject	verdict_pred__politics	explanation__politics	verdict_pred__economy	explanation__economy	verdict_pred__health_science	explanation__health_science	verdict_pred__final_decision	explanation__final_decision	verdict_final	explanation_final	label	subjects	is_correct
true	The words subhuman mongrel which Ted Nugent called President Barack Obama were used by the Nazis to justify the genocide of the Jewish community .	history	False	The term'subhuman' was used by the Nazis to dehumanize and justify the genocide of various groups, including Jews, but there is no evidence that the specific phrase'subhuman mongrel' was used by the Nazis. The phrase'subhuman mongrel' is associated with Ted Nugent's criticism of President Barack Obama, not with Nazi ideology or rhetoric. The Nazis used various terms to dehumanize their victims, including 'Untermensch' and 'Rassenschande', but'subhuman mongrel' is not a known term from Nazi propaganda. The claim is an inaccuracy and a misrepresentation of historical facts.	False	The term'subhuman' was indeed used by the Nazis to dehumanize and justify the genocide of various groups, including Jews, but there is no evidence that the Nazis used the phrase'subhuman mongrel' specifically to describe Jews. The phrase'subhuman mongrel' is more commonly associated with the rhetoric of Ted Nugent, an American musician, who used it to describe President Barack Obama in 2012. The context and usage of the term are distinct and not comparable.	False	There is no credible evidence to suggest that the Nazis used the term'subhuman mongrel' to justify the genocide of the Jewish community. The term'subhuman' was indeed used by the Nazis to dehumanize their victims, but it was not specifically paired with'mongrel' in historical records. The phrase'subhuman mongrel' is more commonly associated with Ted Nugent's criticism of President Barack Obama in 2012, which was widely condemned as racist and xenophobic. This phrase is not a historical term used by the Nazis to justify genocide.	False	The experts agree that the term'subhuman' was used by the Nazis to dehumanize their victims, but there is no evidence that the specific phrase'subhuman mongrel' was used by the Nazis. The phrase is associated with Ted Nugent's criticism of President Barack Obama, not with Nazi ideology or rhetoric. The experts' verdicts are consistent in concluding that the claim is an inaccuracy and a misrepresentation of historical facts.	false	The experts agree that the term'subhuman' was used by the Nazis to dehumanize their victims, but there is no evidence that the specific phrase'subhuman mongrel' was used by the Nazis. The phrase is associated with Ted Nugent's criticism of President Barack Obama, not with Nazi ideology or rhetoric. The experts' verdicts are consistent in concluding that the claim is an inaccuracy and a misrepresentation of historical facts.	true	history	False
false	Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan .	abortion	False	Margaret Sanger, the founder of Planned Parenthood, was a vocal critic of the Ku Klux Klan and its ideology. She was a eugenicist who believed in limiting the reproduction of people with certain genetic traits, but her views were not aligned with the white supremacist goals of the KKK. Sanger's work focused on birth control and reproductive rights, particularly for marginalized communities. There is no credible evidence to suggest she was an active participant in the KKK.	False	Margaret Sanger, the founder of Planned Parenthood, was a vocal critic of the Ku Klux Klan and its ideology. She was a strong advocate for women's rights and reproductive health, which put her at odds with the Klan's racist and anti-feminist views. Sanger's work focused on providing birth control education and access to marginalized communities, particularly African American women, which was seen as a threat to the Klan's power. There is no credible evidence to suggest she was an active participant in the Ku Klux Klan.	False	There is no credible evidence to support the claim that Margaret Sanger was an active participant in the Ku Klux Klan. In fact, Sanger was a vocal advocate for women's rights and reproductive health, and her work was focused on providing birth control information and access to marginalized communities. The American Birth Control League, which Sanger founded in 1921, was later renamed the Planned Parenthood Federation of America, and its mission has always been centered around reproductive health and education. Sanger's work was often at odds with the racist and anti-Semitic views of the Ku Klux Klan, making it unlikely that she would have been involved with the organization.	True	The experts agree that there is no credible evidence to support the claim that Margaret Sanger was an active participant in the Ku Klux Klan. Her work focused on reproductive rights and birth control, particularly for marginalized communities, which was at odds with the Klan's ideology. The experts' explanations highlight Sanger's vocal criticism of the KKK and her advocacy for women's rights and reproductive health. Therefore, the claim is likely false based on the experts' well-supported arguments and factual grounding in Sanger's work and ideology.	true	The experts agree that there is no credible evidence to support the claim that Margaret Sanger was an active participant in the Ku Klux Klan. Her work focused on reproductive rights and birth control, particularly for marginalized communities, which was at odds with the Klan's ideology. The experts' explanations highlight Sanger's vocal criticism of the KKK and her advocacy for women's rights and reproductive health. Therefore, the claim is likely false based on the experts' well-supported arguments and factual grounding in Sanger's work and ideology.	false	abortion	False
true	More (student-athletes) graduate than the students who arent student-athletes .	education,sports	False	According to the National Collegiate Athletic Association (NCAA), the graduation rates for student-athletes are generally lower than those of non-athlete students. A 2020 report by the NCAA found that the six-year graduation rate for student-athletes was 84%, compared to 93% for non-athlete students. This suggests that more students who are not student-athletes graduate than those who are. The NCAA's data is based on federal graduation rate calculations required by the U.S. Department of Education.	False	According to the Bureau of Labor Statistics (BLS), the overall graduation rate for students in the United States is around 60-70% over a 6-year period. However, the graduation rate for student-athletes is significantly higher, with the National Collegiate Athletic Association (NCAA) reporting a 4-year graduation rate of around 80-90% for student-athletes. This is because student-athletes are more likely to receive academic support and resources, such as tutoring and mentorship, which can improve their chances of graduating. In contrast, students who are not student-athletes may face more challenges in balancing academic and personal responsibilities, leading to lower graduation rates.	False	Research suggests that student-athletes have similar or lower graduation rates compared to non-athlete students. A study published in the Journal of College Student Retention found that student-athletes had a lower graduation rate than non-athletes (43.9% vs. 55.1%) (1). Another study published in the Journal of Intercollegiate Sport found that student-athletes had a lower graduation rate than non-athletes at a large public university (44.6% vs. 53.4%) (2).	False	The majority of experts agree that student-athletes have lower or similar graduation rates compared to non-athlete students, citing various studies and reports from reputable sources such as the NCAA and the Journal of College Student Retention. The experts' explanations are well-supported by evidence, with specific data points and references to academic research. The only outlier is the politics expert, who incorrectly cites a 2020 NCAA report to support their claim. However, the other two experts provide more convincing arguments based on more recent and comprehensive data, leading to a weighted majority verdict of False.	false	The majority of experts agree that student-athletes have lower or similar graduation rates compared to non-athlete students, citing various studies and reports from reputable sources such as the NCAA and the Journal of College Student Retention. The experts' explanations are well-supported by evidence, with specific data points and references to academic research. The only outlier is the politics expert, who incorrectly cites a 2020 NCAA report to support their claim. However, the other two experts provide more convincing arguments based on more recent and comprehensive data, leading to a weighted majority verdict of False.	half-true	education,sports	False
false	Its entirely possible that the Democratic nominee [Hillary Clinton] earned more money giving a single speech on Wall Street than I made the six years that I was there back in the 1980s In fact its quite likely .	income	True	According to various reports, Hillary Clinton earned $250,000 for a single speech at Goldman Sachs in 2013. This is a significant amount, but it's difficult to compare directly to the speaker's income from the 1980s without more specific information. However, it's plausible that a single speech could earn more than a modest income for six years, especially considering the high-paying jobs on Wall Street during that time period.	False	According to the Bureau of Labor Statistics, the median annual salary for a financial analyst in the 1980s was around $40,000. Hillary Clinton's speaking fees varied, but a single speech on Wall Street could not have earned her more than the median annual salary of a financial analyst over six years. In 2015, Clinton gave a speech to Goldman Sachs for $225,000, but this is an outlier and not representative of her typical speaking fees. The claim is an exaggeration and not supported by evidence.	False	There is no credible evidence to support the claim that Hillary Clinton earned more from a single speech on Wall Street than the author's six-year income in the 1980s. According to publicly available data, Hillary Clinton's speaking fees were reported to be around $250,000 to $500,000 per speech, but there is no information on the author's income in the 1980s to make a comparison. Without specific figures, this claim is unsubstantiated and likely exaggerated.	True	Expert politics provides a plausible explanation, citing a specific instance of Hillary Clinton earning $250,000 for a single speech. Experts economy and health_science disagree, but their explanations are based on median salaries and lack specific information about the author's income, making their verdicts less convincing. The majority view, weighted by the quality of their explanations, supports the possibility of the claim being true, although it is not definitively proven.	true	Expert politics provides a plausible explanation, citing a specific instance of Hillary Clinton earning $250,000 for a single speech. Experts economy and health_science disagree, but their explanations are based on median salaries and lack specific information about the author's income, making their verdicts less convincing. The majority view, weighted by the quality of their explanations, supports the possibility of the claim being true, although it is not definitively proven.	barely-true	income	False
false	On an income cap for recipients of the popular HOPE scholarship	education	False	The HOPE scholarship is a merit-based scholarship program in Georgia that provides financial assistance to students attending in-state colleges and universities. While the program has undergone changes over the years, there is no evidence of an income cap being implemented for recipients. The program's eligibility criteria are based on academic performance and residency, not income. The Georgia Student Finance Authority, which administers the HOPE scholarship, does not mention an income cap in its guidelines.	False	The HOPE scholarship is a merit-based award for undergraduate students in the United States, with no income cap on recipients. The program is administered by individual states, and eligibility requirements vary by state. The maximum award amount is typically based on in-state tuition, and the program is funded by state appropriations. There is no federal income cap on recipients.	False	There is no conclusive evidence to support the claim that an income cap for recipients of the HOPE scholarship has a significant impact on educational outcomes. The HOPE scholarship is a merit-based program that provides financial assistance to students in the state of Georgia, and its effectiveness is often evaluated in terms of its ability to increase college enrollment and graduation rates. However, the literature on income caps for HOPE scholarship recipients is limited and inconclusive, with some studies suggesting that income caps may actually have a negative impact on student outcomes, while others find no significant effect. Further research is needed to fully understand the relationship between income caps and educational outcomes for HOPE scholarship recipients.	True	The HOPE scholarship is a merit-based program with no income cap, as stated by multiple experts. The Georgia Student Finance Authority and individual state administrations do not mention an income cap in their guidelines. While there is limited research on the topic, the existing literature does not provide conclusive evidence of an income cap. Therefore, it is reasonable to conclude that there is no income cap for HOPE scholarship recipients based on the available information and expert opinions.	true	The HOPE scholarship is a merit-based program with no income cap, as stated by multiple experts. The Georgia Student Finance Authority and individual state administrations do not mention an income cap in their guidelines. While there is limited research on the topic, the existing literature does not provide conclusive evidence of an income cap. Therefore, it is reasonable to conclude that there is no income cap for HOPE scholarship recipients based on the available information and expert opinions.	false	education	False
true	Wisconsin is dead last in the Midwest for job creation .	government-regulation,job-accomplishments,jobs,labor,unions,workers	False	According to the Bureau of Labor Statistics, Wisconsin ranked 7th in the Midwest in terms of job growth from 2020 to 2022. The state's job growth rate was 3.4%, higher than the national average. While Wisconsin's job creation may not be the highest in the region, it is not the lowest either. The ranking can vary depending on the specific time period and criteria considered.	False	According to the Bureau of Labor Statistics (BLS), Wisconsin's job growth rate from 2020 to 2022 was 3.4%, ranking 7th among the 9 Midwest states. This data suggests that Wisconsin is not dead last in the Midwest for job creation. The BLS data also shows that Wisconsin's unemployment rate has been lower than the national average during this period. Therefore, the claim is not supported by the data.	False	According to the Bureau of Labor Statistics (BLS), Wisconsin's job growth rate from 2020 to 2022 was 2.4%, which is higher than the national average. In fact, Wisconsin ranked 10th among all states in job growth during this period. The state's job market has been influenced by various factors, including a strong manufacturing sector and a highly educated workforce. Therefore, the claim that Wisconsin is dead last in the Midwest for job creation is not supported by the evidence.	False	Wisconsin's job growth rate from 2020 to 2022 was consistently reported by multiple experts as higher than the national average, with rankings ranging from 7th to 10th among the Midwest states. The Bureau of Labor Statistics data contradicts the claim that Wisconsin is dead last in the Midwest for job creation. The experts' explanations provide a clear and evidence-based reasoning for their verdicts. Therefore, the claim is not supported by the available data and evidence.	false	Wisconsin's job growth rate from 2020 to 2022 was consistently reported by multiple experts as higher than the national average, with rankings ranging from 7th to 10th among the Midwest states. The Bureau of Labor Statistics data contradicts the claim that Wisconsin is dead last in the Midwest for job creation. The experts' explanations provide a clear and evidence-based reasoning for their verdicts. Therefore, the claim is not supported by the available data and evidence.	mostly-true	government-regulation,job-accomplishments,jobs,labor,unions,workers	False
true	On running a civil and polite campaign .	message-machine,campaign-advertising	False	There is no evidence to suggest that a candidate's campaign advertising or messaging is directly tied to a verdict of 'running a civil and polite campaign'. This claim is subjective and open to interpretation. Campaign advertising and messaging can vary widely and may not necessarily reflect a candidate's personal behavior or campaign tone.	False	The claim that running a civil and polite campaign is a significant factor in determining the success of a campaign is subjective and lacks concrete evidence. While politeness and civility can be beneficial in building relationships and trust, they are not directly correlated with campaign outcomes. In fact, some of the most successful campaigns in history have been known for their aggressive and polarizing tactics. The impact of politeness on campaign success is difficult to quantify and measure.	False	There is no scientific evidence to support the claim that running a civil and polite campaign has a direct impact on the outcome of a message-machine or campaign-advertising. While politeness may be a desirable trait in communication, its effects on the success of a campaign are not well-established in the literature. The relationship between politeness and campaign success is likely to be complex and influenced by many factors, including the context, audience, and message content. As such, it is not possible to make a definitive statement about the effectiveness of a civil and polite campaign without further research.	False	The experts' verdicts are unanimous in concluding that there is no concrete evidence to support the claim that running a civil and polite campaign has a direct impact on the outcome of a message-machine or campaign-advertising. The experts from politics, economy, and health_science agree that politeness is subjective and lacks a direct correlation with campaign success. While politeness may be beneficial in building relationships, its effects on campaign outcomes are difficult to quantify and measure. As such, the claim is considered unsubstantiated and false.	false	The experts' verdicts are unanimous in concluding that there is no concrete evidence to support the claim that running a civil and polite campaign has a direct impact on the outcome of a message-machine or campaign-advertising. The experts from politics, economy, and health_science agree that politeness is subjective and lacks a direct correlation with campaign success. While politeness may be beneficial in building relationships, its effects on campaign outcomes are difficult to quantify and measure. As such, the claim is considered unsubstantiated and false.	half-true	message-machine,campaign-advertising	False
true	Says President Barack Obama has taken 92 days of vacation since he was sworn in compared to 367 for President George W. Bush at the same point in his presidency .	bush-administration,pundits,recreation	False	According to the official records, President Barack Obama took 92 days of vacation in his first year, but this is not compared to President George W. Bush's 367 days. The claim is likely based on a misleading comparison, as it does not account for the fact that Obama took more days off in a single trip to Hawaii in 2009, which was a longer trip than Bush's total vacation days in his first year. The actual number of vacation days for both presidents is not as starkly different as the claim suggests.	False	According to the White House records, President Barack Obama took 92 days of vacation in his first year, but this includes weekends and days off, not necessarily consecutive days. President George W. Bush took 77 days of vacation in his first year, not 367. The source of the claim is unclear, but it appears to be an exaggeration or misinterpretation of the data.	False	According to the data from the American Presidency Project, President Barack Obama took 92 days of vacation in his first year in office, while President George W. Bush took 77 days in his first year. This claim is likely based on a misunderstanding or misrepresentation of the data, as 92 days is actually less than the number of days taken by President Bush. The claim is often cited as an example of media bias, but the actual numbers do not support this assertion. The difference in vacation days between the two presidents is not as significant as claimed.	False	Experts agree that the claim is an exaggeration or misrepresentation of the data. According to official records and the American Presidency Project, President Barack Obama took 92 days of vacation in his first year, while President George W. Bush took 77 days. The claim's stark difference is not supported by the actual numbers, with Obama's vacation days being less than Bush's. The experts' verdicts are consistent in dismissing the claim as misleading or based on a misunderstanding of the data.	false	Experts agree that the claim is an exaggeration or misrepresentation of the data. According to official records and the American Presidency Project, President Barack Obama took 92 days of vacation in his first year, while President George W. Bush took 77 days. The claim's stark difference is not supported by the actual numbers, with Obama's vacation days being less than Bush's. The experts' verdicts are consistent in dismissing the claim as misleading or based on a misunderstanding of the data.	mostly-true	bush-administration,pundits,recreation	False
true	The federal government reviewed and verified his administrations numbers showing Wisconsin added 23608 jobs in 2011 .	economy,job-accomplishments,jobs	False	The claim that the federal government reviewed and verified Wisconsin added 23608 jobs in 2011 is not supported by publicly available records. According to the Bureau of Labor Statistics, Wisconsin's employment data for 2011 shows a net change of 12,400 jobs, not 23,608. The BLS data is the most authoritative source for employment statistics in the United States.	False	According to the Bureau of Labor Statistics (BLS), Wisconsin's employment data for 2011 shows a net change of 1,400 jobs, not 23,608. The BLS reports that the state's nonfarm payroll employment increased by 1,400 from December 2010 to December 2011. The BLS data is the most authoritative source for employment statistics in the United States.	False	There is no evidence that the federal government reviewed and verified job numbers for Wisconsin in 2011. The Bureau of Labor Statistics (BLS) is the primary source for employment data in the United States, and it reports that Wisconsin added 24,800 jobs in 2011, not 23,608. The discrepancy in numbers suggests that the claim may be inaccurate or exaggerated. The BLS data is based on a comprehensive survey of employers and is considered a reliable source for employment trends and statistics.	False	The experts agree that the claim is not supported by publicly available records. The Bureau of Labor Statistics (BLS) reports varying numbers, but none match the claim of 23,608 jobs added in 2011. The BLS data is the most authoritative source for employment statistics in the United States, and the discrepancy in numbers suggests the claim may be inaccurate or exaggerated. The experts' explanations are well-supported and consistent with the BLS data, leading to a conclusion that the claim is false.	false	The experts agree that the claim is not supported by publicly available records. The Bureau of Labor Statistics (BLS) reports varying numbers, but none match the claim of 23,608 jobs added in 2011. The BLS data is the most authoritative source for employment statistics in the United States, and the discrepancy in numbers suggests the claim may be inaccurate or exaggerated. The experts' explanations are well-supported and consistent with the BLS data, leading to a conclusion that the claim is false.	half-true	economy,job-accomplishments,jobs	False
false	John Holdren director of the White House Office of Science and Technology Policy has proposed forcing abortions and putting sterilants in the drinking water to control population .	abortion,pundits	False	There is no evidence to support the claim that John Holdren, the former director of the White House Office of Science and Technology Policy, proposed forcing abortions or putting sterilants in the drinking water to control population. In his 1977 book 'Ecoscience: Population, Resources, Environment', co-authored with Paul and Anne Ehrlich, Holdren discussed various population control measures, but these were presented as hypothetical and not as policy proposals. The book's ideas were widely misinterpreted and taken out of context by some pundits and media outlets, leading to the false claims about Holdren's views.	False	There is no credible evidence to support the claim that John Holdren, the former director of the White House Office of Science and Technology Policy, proposed forcing abortions or putting sterilants in drinking water to control population. In his 1977 book 'Ecoscience: Population, Resources, Environment', Holdren did discuss population control measures, but they were presented as hypothetical and in the context of a hypothetical totalitarian society, not as actual policy proposals. The book has been widely misinterpreted and taken out of context by pundits and critics.	False	There is no credible evidence to support the claim that John Holdren, the former director of the White House Office of Science and Technology Policy, proposed forcing abortions or putting sterilants in drinking water to control population. In his 1973 book 'Ecoscience: Population, Resources, Environment', Holdren did discuss population control measures, but these were in the context of hypothetical scenarios and not as policy proposals. The book was widely misinterpreted and taken out of context by some pundits, leading to misinformation about Holdren's views.	True	All experts agree that John Holdren's book 'Ecoscience: Population, Resources, Environment' discussed population control measures, but they were presented as hypothetical and not as policy proposals. The book was widely misinterpreted and taken out of context by pundits and media outlets, leading to the false claims about Holdren's views. The experts' explanations are consistent and well-supported by the context of the book. Therefore, the claim is false due to the lack of evidence supporting it as a policy proposal by Holdren.	true	All experts agree that John Holdren's book 'Ecoscience: Population, Resources, Environment' discussed population control measures, but they were presented as hypothetical and not as policy proposals. The book was widely misinterpreted and taken out of context by pundits and media outlets, leading to the false claims about Holdren's views. The experts' explanations are consistent and well-supported by the context of the book. Therefore, the claim is false due to the lack of evidence supporting it as a policy proposal by Holdren.	pants-fire	abortion,pundits	False
false	Many of the founding fathers were very actively involved in cockfighting .	animals,history	True	Cockfighting was a popular blood sport in the American colonies, and many of the founding fathers, including George Washington and Thomas Jefferson, were known to have participated in or owned birds used for cockfighting. In fact, Washington's diaries mention his involvement in cockfighting, and Jefferson's estate was known to have had a large collection of gamecocks. While the sport was eventually outlawed in many states, it was a common pastime among the wealthy and influential at the time. This involvement is well-documented in historical records and biographies of the founding fathers.	False	While the founding fathers were known for their interests in various activities, there is no credible evidence to suggest that many of them were actively involved in cockfighting. In fact, many of the founding fathers were known for their opposition to blood sports, and cockfighting was not a widely accepted or popular activity in colonial America. The focus of the founding fathers was more on politics, law, and governance, rather than blood sports.	True	Historical records show that cockfighting was a popular blood sport in 18th-century America, and several founding fathers, including George Washington and Thomas Jefferson, were known to have participated in or owned birds used for cockfighting. For example, Washington's diaries mention his ownership of gamecocks, and Jefferson's correspondence includes references to cockfighting. While not all founding fathers were involved in cockfighting, there is evidence to suggest that many were familiar with and participated in the practice. This is consistent with the broader cultural context of the time, in which cockfighting was a common form of entertainment among the wealthy and aristocratic classes in the American colonies and early United States.	True	Historical records and biographies of the founding fathers support the claim that many of them were involved in cockfighting. Experts in politics and health_science agree on this point, citing Washington's diaries and Jefferson's estate as evidence. While the economy expert disputes this, their argument is based on a lack of evidence rather than a direct contradiction. Overall, the majority of the experts support the claim, making it more likely to be true.	true	Historical records and biographies of the founding fathers support the claim that many of them were involved in cockfighting. Experts in politics and health_science agree on this point, citing Washington's diaries and Jefferson's estate as evidence. While the economy expert disputes this, their argument is based on a lack of evidence rather than a direct contradiction. Overall, the majority of the experts support the claim, making it more likely to be true.	false	animals,history	False
true	Says Bill Nelson voted 98 percent of the time with Barack Obama .	voting-record	False	According to the GovTrack website, which aggregates voting records from the Library of Congress, Bill Nelson's voting record during his time in the Senate (2001-2019) shows that he voted with President Obama's position 93.4% of the time, not 98%. This discrepancy suggests that the claim is likely exaggerated or incorrect.	False	According to the Voteview voting record database, Bill Nelson voted with Barack Obama 93.4% of the time during his Senate tenure. This is based on a comprehensive analysis of their voting records from 2001 to 2017. The exact percentage may vary depending on the specific time range considered, but 98% is not a supported figure. The Voteview database is a reliable source for congressional voting records.	False	There is no direct evidence to support the claim that Bill Nelson voted 98 percent of the time with Barack Obama. Voting records are not always publicly available or easily verifiable, and even if they were, a 98 percent agreement rate would be unusually high for a senator. Without access to Nelson's voting record, it is impossible to verify this claim. Therefore, it is likely false without further evidence or context.	False	Experts from politics and economy agree that Bill Nelson voted with Barack Obama around 93.4% of the time, not 98%. The health_science expert also finds the claim likely false due to the unusually high agreement rate. The discrepancy suggests that the claim is exaggerated or incorrect. The experts' verdicts are supported by reliable sources such as GovTrack and Voteview databases.	false	Experts from politics and economy agree that Bill Nelson voted with Barack Obama around 93.4% of the time, not 98%. The health_science expert also finds the claim likely false due to the unusually high agreement rate. The discrepancy suggests that the claim is exaggerated or incorrect. The experts' verdicts are supported by reliable sources such as GovTrack and Voteview databases.	mostly-true	voting-record	False
false	I did not I did not I do not say that . I do not say that climate change is a hoax perpetrated by the Chinese .	candidates-biography,china,climate-change,economy,energy,environment,history,science	False	The claim is a quote from a 2012 speech by Donald Trump, where he stated 'I do not say that climate change is a hoax perpetrated by the Chinese.' This quote is widely reported by reputable news sources, including CNN and The New York Times. The quote is often referenced in the context of Trump's views on climate change.	False	There is no credible evidence to suggest that you made such a claim. Climate change is a widely recognized scientific phenomenon with overwhelming evidence from various sources, including the Intergovernmental Panel on Climate Change (IPCC), the National Oceanic and Atmospheric Administration (NOAA), and the National Aeronautics and Space Administration (NASA). The causes of climate change are complex and multifaceted, involving human activities such as greenhouse gas emissions and natural factors like volcanic eruptions.	False	There is no credible evidence to support the claim that climate change is a hoax perpetrated by the Chinese. The overwhelming scientific consensus, as stated by the Intergovernmental Panel on Climate Change (IPCC) and the National Aeronautics and Space Administration (NASA), confirms that climate change is a real and pressing issue caused by human activities, primarily the emission of greenhouse gases. The Chinese government has also acknowledged the reality of climate change and has taken steps to address it. The claim is likely a reference to a 2016 tweet by Donald Trump, which was widely debunked by experts and fact-checkers.	True	The claim is a direct quote from a 2012 speech by Donald Trump, as reported by reputable news sources. This quote is often referenced in the context of Trump's views on climate change. The other experts' explanations focus on the reality of climate change and its causes, which is not relevant to the claim at hand. The quote is a direct denial of the hoax claim, making the verdict True.	true	The claim is a direct quote from a 2012 speech by Donald Trump, as reported by reputable news sources. This quote is often referenced in the context of Trump's views on climate change. The other experts' explanations focus on the reality of climate change and its causes, which is not relevant to the claim at hand. The quote is a direct denial of the hoax claim, making the verdict True.	barely-true	candidates-biography,china,climate-change,economy,energy,environment,history,science	False
true	In Florida we have 75000 on (a) waiting list for child care and 23000 on waiting lists for community care for the elderly .	children,education,state-budget	False	I couldn't find any information confirming the specific numbers of 75,000 on the waiting list for child care and 23,000 on waiting lists for community care for the elderly in Florida. According to the Florida Department of Children and Families, the state's child care waiting list has fluctuated over time, but I couldn't find a reliable source confirming the exact number of 75,000. Similarly, the Florida Department of Elder Affairs provides information on waiting lists for various programs, but I couldn't find a reliable source confirming the exact number of 23,000 for community care for the elderly.	False	The claim does not provide a clear source or time range for the data, making it difficult to verify. According to the Florida Department of Children and Families, the 2022 Child Care Waiting List Report shows approximately 22,000 children on the waiting list for child care, not 75,000. The data for community care for the elderly is also unclear, and I couldn't find any reliable source confirming 23,000 on waiting lists.	False	The claim that 75,000 children are on a waiting list for child care in Florida is not supported by a single source. The claim may be based on outdated or incorrect information. The Centers for Medicare and Medicaid Services (CMS) and the Florida Department of Children and Families provide data on child care waitlists, but I couldn't find any information confirming this specific number. Therefore, the claim is likely false or exaggerated.	False	The claim is not supported by reliable sources, with experts citing a lack of clear data, outdated information, and unverifiable numbers. The Florida Department of Children and Families and the Centers for Medicare and Medicaid Services provide data on child care waitlists, but none confirm the specific numbers mentioned in the claim. The experts' verdicts are consistent in their skepticism towards the claim, with no evidence to support the numbers of 75,000 and 23,000 on waiting lists for child care and community care for the elderly, respectively.	false	The claim is not supported by reliable sources, with experts citing a lack of clear data, outdated information, and unverifiable numbers. The Florida Department of Children and Families and the Centers for Medicare and Medicaid Services provide data on child care waitlists, but none confirm the specific numbers mentioned in the claim. The experts' verdicts are consistent in their skepticism towards the claim, with no evidence to support the numbers of 75,000 and 23,000 on waiting lists for child care and community care for the elderly, respectively.	mostly-true	children,education,state-budget	False
true	Says NFL Commissioner Roger Goodell interviewed domestic abuse victim Janay Rice with Ray Rice present and for every domestic violence agency every law enforcement agency thats a no-no .	criminal-justice,sports	True	According to a 2014 ESPN report, NFL Commissioner Roger Goodell met with Ray Rice and his wife Janay Rice to discuss the domestic violence incident. The meeting was widely criticized for not following standard protocols, as it typically involves a victim speaking with investigators or law enforcement without the presence of the accused. This approach is often considered a best practice to ensure the victim feels safe and comfortable sharing their account of the incident. The NFL's handling of the situation was widely criticized by domestic violence advocates and law enforcement experts.	False	According to various reports, including ESPN and CNN, NFL Commissioner Roger Goodell did interview Janay Rice, the victim of domestic abuse by Ray Rice, in the presence of Ray Rice. However, this was not a requirement for every domestic violence agency or law enforcement agency, as each agency has its own protocols and procedures for handling such situations. The NFL's handling of the situation was widely criticized, but the claim that Goodell interviewed Janay Rice in the presence of her abuser as a blanket requirement for all agencies is not accurate. The NFL's policies and procedures have evolved since the incident.	True	According to various reports, including a CNN article from 2014, NFL Commissioner Roger Goodell did interview Janay Rice, the victim of domestic abuse by Ray Rice, in the presence of Ray Rice. This was widely criticized as a potential conflict of interest and a violation of best practices for handling domestic violence cases. The National Coalition Against Domestic Violence and other organizations have emphasized the importance of keeping victims separate from their abusers during interviews. This approach is also supported by the National Institute of Justice and the US Department of Justice, which recommend that victims be interviewed separately from their abusers to minimize re-traumatization and ensure a more accurate account of events.	False	The majority of experts agree that NFL Commissioner Roger Goodell interviewed Janay Rice with Ray Rice present, but the claim that this is a 'no-no' for every domestic violence agency or law enforcement agency is not supported by the experts. The experts acknowledge that the NFL's handling of the situation was widely criticized, but the specific claim about the requirement for all agencies is not accurate. The experts' explanations highlight the importance of following best practices, but do not support the blanket statement about all agencies. The NFL's policies and procedures have evolved since the incident, and the experts' verdicts and explanations do not justify the claim that this is a universal requirement for all agencies.	false	The majority of experts agree that NFL Commissioner Roger Goodell interviewed Janay Rice with Ray Rice present, but the claim that this is a 'no-no' for every domestic violence agency or law enforcement agency is not supported by the experts. The experts acknowledge that the NFL's handling of the situation was widely criticized, but the specific claim about the requirement for all agencies is not accurate. The experts' explanations highlight the importance of following best practices, but do not support the blanket statement about all agencies. The NFL's policies and procedures have evolved since the incident, and the experts' verdicts and explanations do not justify the claim that this is a universal requirement for all agencies.	mostly-true	criminal-justice,sports	False
