statement,label,subject
Micron $20 bn fab expected to reach $100 bn over 20 years .,True,Economy
Wolfspeed to build Silicon Carbide fab in NC under CHIPS Act .,True,Economy
Texas Instruments $11 bn wafer fab in Utah under CHIPS Act .,True,Economy
Bosch acquired TSI Semiconductors and invested $1.5 bn in CA .,True,Economy
Amkor plans $2 bn chip packaging facility in AZ under CHIPS Act .,True,Economy
Samsung received $6.4 bn grants for Texas fab under CHIPS Act .,True,Economy
Micron received $6.1 bn grant for fab in Idaho and NY .,True,Economy
Polar Semiconductor to build fab in Minnesota with $120 m CHIPS funding .,True,Economy
SK Group to build glass wafer plant in Georgia with $75 m funding .,True,Economy
Rocket Lab to expand solar cell production in New Mexico with $23.9 m.,True,Economy
Hemlock Semiconductor $325 m award for polysilicon factory in Michigan .,True,Economy
CHIPS Act catalyzed over $200 bn private investment by Dec 2022 .,True,Economy
By Jan 2025 CHIPS + IRA + IIJA triggered $1 trillion in public/private investment .,True,Economy
Arizona to host largest per-state CHIPS investment : $97.5 bn + 11 000 jobs .,True,Economy
30% of new CHIPS jobs require 4‑year degrees ; 40% require 2‑year technician diplomas .,True,Economy
Some projects delayed from 2026 to 2028 per TSMC reports .,True,Economy
Arizona fab saw 4–5× higher costs than Taiwan per TSMC .,True,Economy
Workforce training provision included in CHIPS Act to address skills gap .,True,Economy
In June 2025 72% of ICE detainees had no criminal conviction .,True,Law
That 72% figure is misleading ; actual share ~47% when including dismissals .,False,Law
Non-criminal ICE arrests spiked in June accounting for 47% of arrests .,True,Law
ICE detained hundreds without charges in ‘Alligator Alcatraz’ facility .,True,Law
Government data shows 71.7% of those arrested by ICE had no convictions .,True,Law
Trump pledged to deport only violent criminals but 71.7% were non‑convicted .,False,Law
New ICE quotas tripled daily arrests to 3000 per day in June .,True,Law
ICE detainee population exceeded facility capacity by 35%.,True,Law
Albany’s NSTC lab opened specializing in EUV lithography under CHIPS .,True,Technology
NSTC houses ASML TWINSCAN EXE:5200B purchased with $1B of state funds .,True,Technology
CHIPS & Science Act provided $50B to strengthen US semiconductor R&D .,True,Technology
CHIPS Act allocated $53B including $39B in direct subsidies .,True,Technology
CHIPS Act generated over $200B in private investment since enactment .,True,Economy
By Mar 2024 CHIPS spurred 25–50 projects with $160–200B investment .,True,Economy
Arizona fab costs 4–5× more than Taiwan–based fabs (TSMC quote).,True,Economy
CHIPS Act funds included $2B DoD $500M State Dept and $1.5B telecom .,True,Technology
CHIPS Act supports 31 Tech Hubs with $10B in implementation grants .,True,Economy
NSF awarded 2455 R&D grants ; leveraged $8.15B in private capital by 2024 .,True,Science
NIST started $300M Advanced Packaging Program under CHIPS .,True,Technology
Dept . of Commerce allocated $100M to metrology research projects .,True,Science
Companies receiving CHIPS funding banned from expanding fabs in China .,True,Government
CHIPS includes 25% tax credit for advanced semiconductor manufacturing .,True,Economy
CHIPS Act has provisions limiting judicial review for fab projects .,True,Government
By Dec 2023 $224B in IRA+CHIPS investments had been catalyzed .,True,Economy
TSMC fab construction in Arizona delayed from 2026 to 2028 .,True,Economy
TSMC opened second Arizona chip plant in Sep 2024 with $40B spend .,True,Economy
Intel to invest $20B in Ohio fabs with projected 3000 jobs .,True,Economy
Samsung announced a $17B Texas semiconductor factory in 2021 .,True,Economy
GlobalFoundries built $1B fab in New York (July 2021).,True,Economy
Bosch invested $1.5B in CA silicon carbide chip upgrades .,True,Economy
Amkor building $2B chip packaging facility in Arizona .,True,Economy
Micron received $6.1B grant for Idaho & NY fabs .,True,Economy
Hemlock Semiconductor awarded $325M for polysilicon Michigan factory .,True,Economy
Rocket Lab expanding solar cell production with $23.9M in NM .,True,Technology
Tech Hubs funding included $504M for 12 regional hubs (July 2024).,True,Government
CHIPS Act also funded Artemis & ISS programs via Division C.,True,Science
Act provided nearly $200B for new scientific research beyond chips .,True,Science
EU Chips Act aims to raise continent s share to 20% of global capacity .,True,Economy
EU Chips Act mobilizes €15B+ in public & private investment .,True,Economy
European Chips Act strengthens supply chain resilience & digital green shift .,True,Environment
2020–2023 global chip shortage prompted US and EU Chips Acts .,True,Economy
US passed CHIPS & Science Act on 9 Aug 2022 to revitalize domestic manufacturing .,True,Government
European Chips Act regulation was established on 13 Sept 2023 .,True,Government
India outlined chip manufacturing plan in Dec 2021 alongside US/EU acts .,True,Economy
India-US partnership to build national security fab announced Sep 2024 .,True,Technology
US Space Force partnering with India for compound semiconductor fab .,True,Government
Bharat Semi fab blueprint revealed Sep 21 2024 during Biden‑Modi meeting .,True,Technology
Over 11700 ICE detainees had no criminal record mid‑June 2025 .,True,Law
ICE arrests of non-criminals rose 1271% since Trump’s second term .,True,Law
ICE facility overcrowding reached 56000 detainees vs design 41500 .,True,Law
Trump said he ‘knows nothing’ about Project 2025 despite being linked to it .,False,Government
Project 2025 advocates for eliminating the National Weather Service .,False,Environment
Trump claimed his VA Choice program was his doing ; actually approved under Obama .,False,Health
Linda McMahon said 70% of 8th‑graders can t read that ; NAEP shows grade‑level proficiency doesn’t mean basic reading .,False,Education
False claim that Biden had a medical emergency on Air Force One .,False,Health
Oklahoma high school standards teaching debunked 2020 election fraud theories .,False,Education
Trump said thousands ushered into Capitol by police on Jan 6.,False,Politics
Trump claimed he won youth by 36 points ; data showed much narrower gap .,False,Politics
Trump overstated conviction protections for pre‑existing conditions via executive order .,False,Health
Snopes confirms Trump ranted about washing machines myth is false .,False,Politics
Snopes debunks 2000 Mules ballot‑mule conspiracy in 2022 .,False,Politics
AP Fact Focus confirms Trump misrepresents wind‑power facts .,False,Environment
Posts misrepresent federal judiciary as secret club .,False,Government
False claim that Trump’s Big Beautiful Bill lets him delay elections .,False,Politics
Bidens’ ‘medical emergency’ rumor debunked ; no emergency occurred .,False,Health
Snopes : Oklahoma teaching election‑fraud myths in schools is false .,False,Education
AP confirms Trump’s VA‑Choice claim misleading—Obama started it .,False,Health
Project 2025 fully centralises federal authority per Snopes‑PDF .,True,Government
AP confirms Trump claimed he had massive mandate at Davos ; margin was small .,False,Politics
AP reports wildfires not worsened by CA water policy despite claims .,False,Environment
Study did NOT say COVID vaccines caused excess deaths .,False,Health
99% of COVID deaths were NOT misattributed to other causes .,False,Health
COVID vaccines not a depopulation plan as claimed .,False,Health
COVID never caused by radiation poisoning .,False,Health
Mosquitoes do NOT transmit COVID‑19 .,True,Health
PCR inventor Mullis did NOT say tests don t work for COVID .,False,Health
5G towers do NOT spread coronavirus .,False,Technology
Flu drop in 2020‑21 due to COVID precautions not misclassification .,True,Health
No evidence Japan found nanobots in vaccinated citizens .,False,Health
WHO did NOT say monkeypox is side effect of Pfizer vaccine .,False,Health
UK data on vaccinated children mortality was misleading context .,False,Health
Pfizer CEO didn t admit pandemic was staged rehearsal .,False,Health
Reuters : sunscreen claim missing key context not dangerous .,False,Health
King Charles didn’t advocate no borders in speech .,False,Politics
Mosque fire video in Catalonia is actually from Jakarta .,False,Politics
Photo of drone spying on Netanyahu is digitally altered .,False,Politics
ECHR didn t legally clear Caster Semenya to compete .,False,Sports
June 2025 was England s hottest June on record .,True,Environment
Satellite image isn t of Israeli lab — misattributed .,False,Politics
Beirut explosion clip miscaptioned as attack on Iran .,False,Politics
Photos of UK coast don’t disprove sea‑level rise .,False,Environment
Pandemic vaccine conspiracy debunked by FactCheck.org .,False,Health
Guardian : Tom Homan’s 600 k illegal immigrants claim misleading .,False,Politics
Occupy Democrats photo miscaptioned about Ginni Thomas .,False,Politics
No proof 156 GOP reps voted to raise retirement age to 70 .,False,Politics
PolitiFact : Lie of the Year 2024 was Haitian immigrants eating pets .,True,Politics
PolitiFact Lie of the Year selections 2020‑2023 listed .,True,Politics
FactCheck.org is a nonprofit political fact‑checking site .,True,Meta
FactCheck.org won multiple awards including Webby in 2010 .,True,Meta
FactCheck.org started in 2003 by Annenberg Public Policy Center .,True,Meta
Reuters : viral rumor about mosque fire in Catalonia is false .,False,Politics
Reuters : drone image with Netanyahu is fake .,False,Politics
Reuters : no evidence WHO pandemic pact overrides sovereignty .,True,Government
Reuters : no COVID‑19 deaths only occur in hospitals .,False,Health
Reuters : flu decline due to COVID restrictions not mislabeling .,True,Environment
Reuters : no ‘state of emergency’ in Japan over nanobots .,False,Government
Reuters : BBC did not say neutral face implies deepfake .,False,Technology
Reuters : satirical weather map misused to deny climate change .,False,Environment
Reuters : veteran homes vs migrant claim is false .,False,Politics
Reuters : EU defence deal doesn t limit UK military sovereignty .,True,Politics
Reuters : WHO treaty leaves policy to national governments .,True,Government
Reuters : Glastonbury Red Arrows white smoke had context .,True,Culture
Reuters : mosque fire video miscaptioned for Catalonia .,False,Politics
FactCheck.org debunked viral election‑fraud myths in schools .,False,Education
FactCheck.org SciCheck debunks partisan science claims .,True,Science
FactCheck.org teamed with Meta to debunk viral COVID claims .,True,Health
Reuters : CNN misrepresented missile attack on Mossad base .,False,Politics
Reuters : no evidence Iran hit Mossad base .,True,Politics
Reuters : England’s June 2025 was warmest on record .,True,Environment
Reuters : Meghan Markle photo miscaptioned as protest image .,False,Culture
Video from Austria climate demo was miscaptioned as Ukranian crisis actors .,,Environment
Satirical German weather map falsely used to cast doubt on climate change .,,Environment
Images of different weather maps misleadingly compared to deny climate change .,False,Environment
15‑minute city concept wrongly claimed to be a pretext for lockdowns .,False,Government
Kremlin lights‑out image from Earth Hour misrepresented as electricity shortages .,False,Environment
‘Hole’ in ozone layer was real danger not a hoax—it’s healing due to global action .,True,Environment
Muslim’s protest at Glastonbury had white smoke flags misused to deny climate change .,True,Environment
Video of AI‑generated explosion miscaptioned as Iran attack on U.S. air base .,False,Technology
FactCheck.org SciCheck : weather modification did not cause Texas floods .,True,Environment
SciCheck : vitamin A remedies for measles are unsupported by evidence .,False,Health
SciCheck : RFK Jr . downplayed measles outbreak severity in Texas .,False,Health
SciCheck : RFK Jr.’s vitamin A claims for measles are misleading .,False,Health
SciCheck : thimerosal in flu vaccines not harmful per CDC .,True,Health
SciCheck : HHS docs misleading on COVID vaccine safety for children and pregnant people .,False,Health
SciCheck : RFK Jr.’s CDC panel clean‑sweep justification flawed .,False,Health
FactCheck.org SciCheck launched Jan 2015 to counter partisan science claims .,True,Meta
FEMA funds largely support Florida immigrant facility Alligator Alcatraz .,True,Law
Reuters : ECHR ruling misrepresented as clearing Caster Semenya to compete .,False,Sports
Reuters : Video of mosque fire was actually from Jakarta not Catalonia .,False,Politics
Reuters : King Charles misquoted as calling for ‘no borders’.,False,Politics
Reuters : drone photo of Netanyahu was digitally edited .,False,Politics
Reuters : CNN clip misused to suggest Iran hit Mossad base .,False,Politics
Reuters : veteran homes near Chelsea FC were not converted for migrants .,False,Politics
June 2025 was England s warmest June on record per Met Office .,True,Environment
Scenic UK coast photos don’t disprove climate‑induced sea‑level rise .,False,Environment
Glastonbury Red Arrows smoke colour misrepresented as offense‑avoidance .,True,Culture
Video of sandstorm was in Saudi Arabia not Israel .,False,Environment
Video of bombardment miscaptioned as India‑on‑Pakistan attack .,False,Politics
Kissinger‑Rockefeller photo misidentified with Pope Francis .,False,Politics
Starmer photo at Labour donor event was an AI‑generated fake .,False,Politics
Home Office letter about migrant leisure centre is fake .,False,Government
Video montages mislabelled Beirut explosion as Iran nuclear attack .,False,Politics
Satellite image miscaptioned as Israeli lab destruction—real is Iran facility .,False,Politics
Britain s LGBTQ+ celebration defunding claim missing context .,False,Politics
Earthquake‑victim crisis actor rumors debunked by Reuters .,False,Politics
FEMA‑funded immigrant facility exists as ‘Alligator Alcatraz’ debunked myths .,True,Law
Kremlin lights off photo was Earth Hour event not 2024 sanctions blackout .,False,Environment
SciCheck : What to know about Trump s wind‑energy executive order .,True,Environment
SciCheck : RFK Jr repeated false vaccine–autism link during Senate hearing .,False,Health
SciCheck : RFK Jr . minimized U.S. measles outbreak severity .,False,Health
SciCheck : Trump’s science‑communication strategy misleads on climate .,True,Science
FactCheck.org launched SciCheck in 2015 to address partisan science claims .,True,Meta
FactCheck.org SciCheck funded by Stanton Foundation since launch .,True,Meta
SciCheck : RFK Jr targeted CDC vaccine advisory panel replacement without evidence .,False,Health
SciCheck : HHS ‘FAQ’ on COVID‑19 vaccination misstates data .,False,Health
SciCheck : RFK Jr . justification of CDC panel overhaul is flawed .,False,Health
SciCheck : Weather modification didn’t cause Guadalupe River floods .,True,Environment
Earthquake‑actor conspiracy debunked the same way as pandemic‑actor hoaxes .,False,Environment
EU pandemic treaty won’t override national sovereignty contrary to claims .,True,Government
BBC did not say neutral facial expressions signal deepfakes .,False,Technology
AFP Fact Check : Clip from Ukraine war miscaptioned as Gaza footage .,False,Politics
PolitiFact : Claim that school closures had no effect on COVID transmission is false .,False,Health
Reuters Fact Check : No evidence that solar panels explode in heatwaves .,False,Environment
FactCheck.org : Claim that fluoride in water causes mass hysteria is false .,False,Health
AFP : Photo misused from Indonesia wildfire shown as Amazon fire .,False,Environment
PolitiFact : Senators did not set Social Security age to 70 .,False,Politics
Reuters : No proof the WHO pandemic treaty removes national sovereignty .,True,Government
FactCheck.org SciCheck : Claim COVID vaccines caused infertility is unsupported .,False,Health
Reuters : Video from Kenya wrongly used to show US protests .,False,Politics
AFP : Meme misquotes Pope Francis on climate action urgency .,False,Environment
PolitiFact : Claim that electric cars increase CO₂ emissions is false .,False,Environment
Reuters : Astronaut did not say the Moon landing was staged .,True,Science
FactCheck.org : Claim that vitamin D cures COVID is false .,False,Health
AFP : Graphic misrepresents refugee numbers as millions dead .,False,Politics
PolitiFact : Statement that gas prices doubled under Biden is misleading .,False,Economy
Reuters : Heatwave footage from Spain misused as India heat crisis .,False,Environment
FactCheck.org : Claim masks cause CO₂ poisoning is false .,False,Health
AFP : Old earthquake video reused as Taiwan disaster footage .,False,Environment
PolitiFact : Claim that student debt forgiveness equates to $200B cost is exaggerated .,False,Economy
Reuters : Myth that bees cause more annual deaths than snakes is false .,False,Environment
FactCheck.org : Claim ADHD is overdiagnosed is misleading .,True,Health
AFP : Video from Philippines shown as US migrant camp footage .,False,Politics
PolitiFact : Claim that no one died from COVID on cruise ships is false .,False,Health
Reuters : No evidence that cell phone towers cause cancer clusters .,False,Health
FactCheck.org SciCheck : Misleading comparison of vaccine side effects and COVID risks .,False,Health
AFP : Old forest fire image miscaptioned as climate protest banner .,False,Environment
PolitiFact : Claim that electric scooters are banned in every US city is false .,False,Politics
Reuters : Claim that Antarctica ice sheet is expanding is false .,False,Environment
FactCheck.org : Rumor that coffee causes cancer is false .,True,Health
AFP : Video of donated aid misused to show famine in Somalia .,False,Politics
PolitiFact : Claim that unemployment reached 50% in 2024 is false .,False,Economy
Reuters : No proof that vitamin C prevents cancer .,False,Health
FactCheck.org SciCheck : Claim that 5G causes infertility is false .,False,Health
AFP : Photo from 2015 misused as evidence of current war crimes in Ukraine .,False,Politics
PolitiFact : Claim that minimum wage is now $20 in California is false .,False,Economy
Reuters : No evidence that wildlife relocated causes pandemics .,False,Environment
FactCheck.org SciCheck : Claim that GMO corn causes diabetes is false .,False,Health
AFP : Image misrepresented as US border crisis footage .,False,Politics
PolitiFact : Claim that school choice defunds public schools is misleading .,False,Education
Reuters : No evidence nuclear bunker funding signals imminent war .,True,Government
FactCheck.org : Claim that wind turbines cause earthquakes is false .,False,Environment
AFP : Miscaptioned clip of plane landing shown as missile strike .,False,Politics
PolitiFact : Claim that Social Security is going bankrupt next year is false .,False,Economy
Reuters : No evidence fur bans lead to higher unemployment .,True,Economy
FactCheck.org SciCheck : Claim that masks reduce lung capacity is false .,False,Health
AFP : False claim that UN peacekeepers attacked locals in Congo .,False,Politics
PolitiFact : Claim that electric bills doubled due to clean energy is misleading .,False,Economy
Reuters : No proof that solar flares disrupt national grids .,True,Technology
FactCheck.org : Rumor that oil companies pay no taxes is false .,True,Economy
AFP : Misused stock footage labeled as Amazon rainforest burning today .,False,Environment
Trump claimed Big Beautiful Bill wouldn’t add to the deficit ; it will increase it by $3–4 trillion .,False,Economy
Trump said GOP bill doesn’t change Medicaid ; it actually cuts and changes it .,False,Health
PolitiFact : Trump praises Elon Musk as DOGE adviser ; misleading & false claims included .,False,Politics
PolitiFact : Trump repeated falsehoods pushing voter ID and paper ballots as needed reforms .,False,Politics
Reuters : U.S. rejected WHO pandemic treaty amendments that expand WHO authority .,True,Government
PolitiFact : Claim school closures had no effect on COVID transmission is false .,False,Health
AFP : Clip from Ukraine war miscaptioned as Gaza footage .,False,Politics
Reuters : No evidence solar panels explode in heatwaves .,False,Environment
FactCheck.org : Claim fluoride causes mass hysteria is false .,False,Health
AFP : Photo misused from Indonesia wildfire shown as Amazon fire .,False,Environment
