label,statement,subjects,superlabel
True,At Bain Capital we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised .,"candidates-biography,job-accomplishments",economy
False,Alex Sink funneled three quarters of a million dollars in no-bid contracts to Bank of America .,"economy,financial-regulation,message-machine",economy
True,If you take the population growth here in Virginia we are net zero on job creation since (Bob McDonnell) became governor .,jobs,economy
False,Under Obama home values in Florida collapsed construction jobs were lost and the state had a high foreclosure rate .,"housing,message-machine-2012",economy
True,The only time in our history when the debt has been higher than this was the end of World War II .,debt,economy
True,The cost of health care is now the single-biggest factor driving down the federal budget deficit .,"deficit,federal-budget,health-care",economy
True,During the recession the consumer in his native perversity has begun to save . The savings rate is now 6.2 percent .,"economy,abc-news-week",economy
False,Says one out of three U.S. homeless men is a veteran .,"poverty,veterans",economy
False,The amount of attention paid this week to Chris Christie makes the coverage of Benghazi . pale in significance .,"terrorism,transportation",economy
True,Says U.S. Rep . Steve Southerland voted to keep the shutdown going .,federal-budget,economy
False,Sen . McCain s tax plan provides virtually nothing to the middle class .,taxes,economy
False,Austin is burdened by the fastest-growing tax increases of any major city in the nation .,"city-budget,city-government,taxes",economy
True,I belong to the AFL-CIO .,"candidates-biography,labor",economy
False,Says David Jolly supports privatizing Social Security .,social-security,economy
True,A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender .,housing,economy
False,The Atlanta streetcar is expected to create 930 jobs during construction totaling more than 5600 jobs over the next 20 years .,transportation,economy
True,Raising the minimum wage to $10.10 an hour would help lift over a million Americans out of poverty .,"income,message-machine-2014,poverty",economy
True,Since Gina Raimondo took office investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million .,"candidates-biography,economy,pensions,retirement,state-finances,wealth,workers",economy
True,The (federal) debt is growing by more than $4 billion a day .,"deficit,economy,federal-budget",economy
True,Under President Barack Obamas jobs bill states would no longer have to lay off teachers firefighters and police officers .,jobs,economy
False,Of our 98000 teachers who are K-12 over 53000 of those teachers today are over 50 years old .,"education,retirement",economy
True,Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions .,"government-regulation,jobs,poverty,welfare",economy
True,Under President Obamas health-care reforms the premium for an average plan for a family didnt go down by $2500 per year its gone up about $2500 per year .,"corporations,economy,health-care,public-health,workers",economy
True,The IRS also investigated liberal groups groups that had progressive in their name . . The IRS was basically looking at everybody .,"elections,taxes",economy
False,Says Obama promised unemployment would never go above 8 percent .,jobs,economy
True,The economy is creating jobs at the fastest pace since 1999 .,"economy,jobs",economy
False,Rudy Giuliani is probably the most underqualified man since George Bush to seek the presidency .,job-accomplishments,economy
True,After Britains vote to leave the European Union within 24 hours Americans lost $100 billion from our 401(k)s .,"economy,retirement",economy
True,The city of Columbus would save $41 million a year if employees had to contribute to their own guaranteed-check pensions .,"jobs,labor,unions",economy
True,As Florida s CFO I shut down Krakow s scam and refunded more than $1.2 million to Josephine and other victims of this con man .,job-accomplishments,economy
False,The Air Force wants taxpayers to fund a fantasy football league .,"families,federal-budget,military",economy
True,Some neighborhood schools are closing .,"education,state-budget",economy
True,The years that I was speaker the Florida House consistently offered leaner budgets than the governor offered .,"state-budget,taxes",economy
False,We are already almost halfway to our 2010 goal of creating 700000 new jobs in seven years .,"economy,jobs",economy
True,Says the U.S. Supreme Court found that Social Security is not guaranteed .,social-security,economy
False,In Rhode Island 9 percent of workers use the states temporary disability insurance program each year while in New Jersey the rate is only 3 percent .,"disability,labor,states,workers",economy
True,In just 17 years spending for Social Security federal health care and interest on the debt will exceed ALL tax revenue,"debt,federal-budget,taxes",economy
True,Were now spending 42 percent of our economy on government .,"debates,federal-budget,government-efficiency",economy
True,We (Democrats) have made steady progress creating jobs and improving our schools .,"education,government-efficiency,job-accomplishments,jobs",economy
True,Whether you like to admit it or not half our general revenue goes to education .,"education,state-budget",economy
True,Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program .,"crime,debt,federal-budget,social-security",economy
False,The jobs bill includes President Obamas tax on soup kitchens,"economy,jobs,taxes,workers",economy
False,Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China .,stimulus,economy
True,Says Chris Christie vetoed a jobs package of 30 bills .,jobs,economy
True,Says Illinois gubernatorial candidate Bill Bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers .,"agriculture,job-accomplishments,message-machine",economy
True,Barack Obama is in an economy thats only worsened since hes been president of the United States .,"bankruptcy,economy,history,housing,income,job-accomplishments,pundits,abc-news-week,workers",economy
True,Says New Jersey is down nearly 200000 jobs from its pre-recession peak and with Gov . Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months .,"economy,job-accomplishments,jobs",economy
True,Gas prices have gone up $2 since Obama took office .,"energy,gas-prices",economy
True,Says judges get better benefits at a lower cost than everybody else in the state .,pensions,economy
True,There are a lot of casinos across the country that have gone bankrupt .,"bankruptcy,economy,gambling,state-budget,state-finances,states",economy
True,Small businesses create 70 percent of the jobs in America .,"economy,jobs,small-business",economy
False,There are more oil rigs in operation in the United States than the rest of the world combined .,"corporations,debt,economy,energy,environment,federal-budget,gas-prices,government-regulation,infrastructure",economy
True,Payday lenders profit from the poor by charging 1000-plus percent interest .,financial-regulation,economy
True,The Social Security trust fund is sound . Without anything being done it would function well into 2038 ; and even after that time with no changes we could pay 80 percent of the benefits that people have earned .,social-security,economy
True,It is a commitment voters take very seriously : The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday .,"elections,taxes",economy
False,The Obama administration shut down the Amber Alert program because of the government shutdown .,"children,crime,federal-budget",economy
True,Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2800 cost-of-living adjustment on January 1 2015 .,"economy,jobs",economy
False,Under the Cash for Clunkers program all we ve got to do is . go to a local junkyard all you ve got to do is tow it to your house . And you re going to get $4500 .,"pundits,transportation",economy
False,Not one Republican has the guts to recognize that climate change is real .,"cap-and-trade,climate-change,debates,economy,energy,environment,government-regulation,jobs,campaign-advertising,polls,public-safety",economy
True,While our people work longer hours for lower wages almost all new income goes to the top 1 percent .,"economy,income,workers",economy
False,David Dewhurst has a record of promoting an income tax .,taxes,economy
True,Point Pleasant Beach does not own its beaches ; they are privately owned and operated by businesses such as Jenkinsons,"environment,income",economy
False,The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation .,"economy,jobs",economy
False,Says Obama health reform law denies millions access to affordable insurance .,"health-care,workers",economy
False,Says HB2 hasnt moved the needle one iota on North Carolinas economy .,"corporations,economy,gays-and-lesbians,state-finances,states",economy
False,Says Rick Scott called education not a core function of the state .,"education,state-budget",economy
True,Says Rep . Jim Weidner proposed a bill taking away health care for 80000 of Oregons children .,"health-care,taxes",economy
False,Obamacare is the biggest tax increase in American history .,"corrections-and-updates,federal-budget,health-care,taxes",economy
True,The median male worker in this country has not seen a raise inflation adjusted for 30 years basically .,"economy,jobs,labor,workers",economy
False,Milwaukee Mayor Tom Barrett has held the line on property taxes .,"job-accomplishments,taxes",economy
True,Unlike the gridlock in Washington more than 80 percent of the bills we passed during this General Assembly had bipartisan support .,"bipartisanship,job-accomplishments",economy
False,Josh Mandel is lying about his own record . The rating of Ohios investment fund has NOT improved .,"job-accomplishments,message-machine-2012,state-finances",economy
True,On how money from a possible lease of the Ohio Turnpike would be used,"infrastructure,transportation",economy
True,At the beginning of the last decade . America had a budget surplus of over $200 billion . By the time I took office we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade .,"economy,federal-budget",economy
False,Milwaukee County taxpayers paid $370000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr . to use untrained corrections officers rather than deputies to patrol the lakefront .,"labor,public-safety",economy
True,There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election .,"criminal-justice,government-regulation",economy
True,Democratic presidents have been considerably more effective at creating private-sector jobs .,"economy,history,workers",economy
True,One percent of the American people make over 21 percent of all the income in America . That wasnt the way before George Bush became president .,taxes,economy
True,Says that under Rick Perrys plan Texas has cut funding for public schools by 25%.,"children,education,state-budget,state-finances",economy
True,Says David Perdue wants to abolish the U.S. Department of Education which would cost Georgia schools $1 billion a year and eliminate millions in student loans .,"education,federal-budget",economy
True,. Over 30 years federal spending on education has grown by 375 percent but test scores remain flat .,"education,federal-budget",economy
True,The American healthcare system burns 18 percent of our national GDP . Nobody else is close .,"federal-budget,health-care",economy
False,Providences port is 200 miles closer to Europe than any other Eastern port .,"economy,infrastructure,trade,transportation",economy
True,Twenty percent of housing in Portlands Pearl District is affordable .,"housing,infrastructure,taxes,urban",economy
True,Says allowing the payroll tax holiday to expire would end up costing another estimated 900000 jobs in 2012 .,taxes,economy
True,Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth .,"jobs,unions",economy
True,Obama s budget plan would take national debt up to about 80 percent of gross national product . . Historically it s been about 40 percent .,federal-budget,economy
True,Says Sen . Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes (he) now claims that his stimulus bill didnt do enough to lower taxes .,"stimulus,taxes",economy
True,In the 1950s A lot of people got rich and they had to pay a top tax rate of 90 percent .,taxes,economy
True,Says Gov . Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years .,taxes,economy
True,Warren (Buffett) still does support me .,economy,economy
True,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill .,"candidates-biography,jobs",economy
True,About 230000 people that were on unemployment when I took office are not on unemployment now .,"economy,workers",economy
False,John McCain one of the richest people in a Senate filled with millionaires says the solution to the housing crisis is for people to get a second job and skip their vacations .,economy,economy
False,Terry McAuliffe wants to raise your taxes $1700 to pay for his infinite promises .,"education,state-budget,taxes",economy
True,Hypocrisy at the Clinton Foundation : Top male staff made on average $218029 while top female staff made $153014 from 2010-2014 .,"candidates-biography,women,workers",economy
True,Says there are homes for sale on and around (Oswego Lake) right now for under $150000 that anyone is welcome to buy .,housing,economy
True,Since the president became the president we have lost 3.3 million jobs in the private sector . But you know whos done OK and whos not complaining today The public sector . Weve gained 590000 public sector jobs .,"economy,federal-budget",economy
False,The top 1 percent pay over half of the entire revenue for this country .,taxes,economy
False,The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money .,"state-budget,state-finances,taxes",economy
True,Chris Christie has not increased the taxes on anyone .,taxes,economy
False,The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,"agriculture,immigration,workers",economy
False,Says he never said he would keep education funding the same .,"education,state-budget",economy
False,Says Sen . Sherrod Brown voted to block American energy production and increase energy taxes .,"energy,message-machine-2012,taxes",economy
False,Says Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax .,"energy,taxes,voting-record",economy
False,While fighting a move to toughen penalties for workplace gender discrimination state Sen . Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home cooking and cleaning and having babies .,"jobs,legal-issues,women",economy
False,If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611000 infrastructure jobs .,"economy,federal-budget,jobs,transportation",economy
True,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities .,economy,economy
True,Starting in December 2007 1.4 million jobs were created in Texas . In that same period the rest of the country lost 400000 jobs .,"job-accomplishments,jobs",economy
False,The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers .,"economy,health-care",economy
False,The CBO the Congressional Budget Office has said that Obamacare will kill 800000 jobs .,"economy,health-care",economy
False,Texas this fiscal year will have more money in reserve than the other 49 states combined .,"state-budget,state-finances,states",economy
False,We spend less on defense today as % of GDP than at any time since Pearl Harbor .,federal-budget,economy
True,If you got rid of the income tax today you d have about as much revenue as we had 10 years ago .,taxes,economy
True,Shelby County donated Im sorry gave 44 schools to the city of Memphis .,"education,infrastructure",economy
True,Have the suburbs been inundated with former residents of Atlanta housing projects Absolutely not .,housing,economy
False,Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries .,"message-machine,social-security",economy
True,There are mechanisms in place to shut down the Internet privately .,infrastructure,economy
True,Report that insisting on changes to Social Security as part of false . BTW those changes are supported by usacc,"federal-budget,social-security",economy
True,Rep . Paul Ryans Medicare plan lines the pockets of the private insurance companies increases costs for seniors and does not reduce the deficit .,"deficit,federal-budget,medicare,taxes",economy
True,If Wisconsins governor cuts perquisites as much as he plans to do it would still leave (workers) better off than their private sector counterparts .,"labor,pundits,state-budget,abc-news-week",economy
True,For every $1 spent on afterschool programs we can save over $5 almost $6 in crime costs down the line .,"crime,economy,education,poverty",economy
True,The federal government has $3 trillion in cash flow so we can pay our bills and wont default .,"debt,federal-budget",economy
False,Says Alex Sink failed Florida homeowners by using predatory lending practices .,corporations,economy
False,Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed .,financial-regulation,economy
True,We went from losing 3 million jobs in the last six months of the Bush Administration adding almost 600000 private sector jobs in the first six months of the year .,"economy,government-efficiency,job-accomplishments",economy
True,The STAR Ohio fund just received the highest possible credit rating one of these funds can receive .,"economy,job-accomplishments,state-finances",economy
True,Taxpayers are on the hook . for less than a third of the proposed new Atlanta Falcons stadium and those funds are repaid from money that comes from outsiders .,"sports,state-finances",economy
True,In the last 22 months businesses have created more than 3 million jobs . Last year they created the most jobs since 2005 .,"corrections-and-updates,economy,jobs",economy
True,Every year more than $40 million are leaving Missouri for the Lone Star State .,economy,economy
True,A college loan is the only loan in the United States that you cannot refinance when interest rates go down .,"debt,economy,education",economy
True,Says 24 million people in this country cant find a full-time job 50 million cant see a doctor when theyre sick 47 million people need government help to feed themselves and 15 million families owe more than the value of their home .,economy,economy
False,Says he raised average family income by 50 percent during his tenure as Arkansas governor .,"income,state-budget",economy
True,They tried to give us $400 million to build a high-speed train that goes 39 miles an hour .,"infrastructure,stimulus,transportation",economy
True,Says the CBO estimates that fully extending the Bush tax cuts would add 600000-1.4 million jobs in 2011 and 900000-2.7 million jobs in 2012 .,"economy,taxes",economy
True,President Reagan did it (raised the debt ceiling) 18 times . George W. Bush did it seven times .,"bipartisanship,federal-budget",economy
True,According to David Cay Johnston the average American pays about 22 percent of their income to federal taxes . The richest 400 Americans pay about 16 percent of their income to federal taxes .,"pundits,taxes",economy
True,In 1952 the corporate income tax accounted for 33 percent of all federal tax revenue . Today despite record-breaking profits corporate taxes bring in less than 9 percent .,"corporations,taxes",economy
True,Over the last 10 years Texas created 33 percent of the net new jobs nationwide .,"economy,job-accomplishments,jobs",economy
False,Says two-thirds of groups targeted for IRS scrutiny were not conservative .,taxes,economy
False,As a U.S. senator with salary and perks ‪ is in the top 1 percent but still paid only 13 percent in taxes last year .,"income,taxes",economy
True,From 2013-2015 the richest 14 Americans increased their net wealth by more than $157 billion yet the Republican budget would not require these Americans to contribute one penny to deficit reduction .,"federal-budget,taxes,wealth",economy
True,Says Texas routinely gets a lot more federal spending than it pays in taxes .,"federal-budget,pundits,taxes",economy
False,Cell phone numbers go public this month .,consumer-safety,economy
False,Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee .,"city-budget,labor,state-budget",economy
False,Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million .,"county-budget,county-government,debt,transportation",economy
False,The Obama administration is unwinding our nations welfare-to-work requirements .,welfare,economy
True,Electric car sales in Georgia have dropped dramatically since a $5000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.,"state-budget,taxes,transportation",economy
True,The Redskins Training Camp deal generated $40 million in new private investment in the city .,"city-government,job-accomplishments",economy
True,The GOP budget plan would cut nearly a million jobs .,"economy,federal-budget,jobs",economy
True,The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue while the Postal Service is forced to overpay billions more into federal accounts .,federal-budget,economy
False,Shes voted for 60 tax increases hurting the middle class and small businesses .,taxes,economy
False,Now in the House of Representatives we have 40 different jobs bills that have passed and almost all of them have been bipartisan .,"bipartisanship,jobs",economy
False,Republican (small business tax cut) bill spends $80 million for better Google searches not job creation,"small-business,taxes",economy
False,America is one of the highest-taxed nations in the world .,taxes,economy
False,If black America were a country itd be the 15th wealthiest nation in the world .,"corrections-and-updates,economy,poverty",economy
True,The streetcar project planned by Mayor Tom Barrett would be a 1900s style trolley .,transportation,economy
True,Lawmakers were paid for their off-season efforts to for the first time take the lead in drawing borders for two would-be cities .,state-finances,economy
False,Says the treasurers office has saved $37 million in management costs for the oversight of public investments .,government-efficiency,economy
False,Jorge Elorza wants to impose a municipal income tax .,"city-budget,deficit,economy,taxes",economy
True,As governor of Arkansas I cut taxes and fees almost 100 times saving the taxpayers almost $380-million . I left a surplus of nearly $850-million .,taxes,economy
True,I havent raised taxes in the time Ive been the governor of New Jersey .,taxes,economy
True,Gov . Maggie Hassans budget proposal raises taxes on small businesses and increases taxes and fees by $100 million .,"state-budget,taxes",economy
False,Only in Washington would politicians spend $27 million to teach Moroccans how to make pottery .,"federal-budget,government-efficiency",economy
False,SaysRand Paulhas put out budgets to cut the military in half .,"federal-budget,military",economy
True,Says legislative cuts mean Texas is spending on average $500 less per student .,"education,state-budget",economy
True,[A]t his current rate President Obama will have added more debt to the United State of America by the end of his first term than each of the previous 43 presidents - combined,federal-budget,economy
True,Issue 2 makes it illegal for us to negotiate for enough firefighters to do the job .,"elections,labor",economy
True,Says although the unemployment rate seems to be improving it does not reflect real job creation - its caused by a shrinking of the actual labor force .,"economy,jobs,pundits,abc-news-week",economy
False,Gov . Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget .,"labor,state-budget",economy
True,In general it appears Wisconsins right to work bill would likely apply to the Green Bay Packers players and their union .,"corporations,labor,sports,unions,workers",economy
True,Democrats are kind of falling over each other seeing who can raise taxes faster . It looks like they re going to raise taxes anywhere between 20 to 30 percent .,taxes,economy
True,Right now one of our highest job growth sectors is Leisure and Hospitality . Weve added jobs that mostly fall within the restaurant and bar sector industry . These are not high-paying jobs as the U.S. Department of Labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs .,"economy,jobs,labor",economy
False,Gov . Scott Walker bought 80 new brand-new vehicles for the state that we probably dont need .,"government-efficiency,state-budget,state-finances,transportation",economy
False,Its gotten to a point where the average federal worker makes twice as much as the average private sector worker .,"economy,federal-budget,government-efficiency",economy
True,Dan Patrick said that if women get paid less than a man for the same job that thats not a problem .,"jobs,women",economy
True,Today for the first time in fifteen years Master Locks unionized plant in Milwaukee is running at full capacity .,"jobs,trade",economy
True,Tom Reed has actually voted for every single trade deal that has ever come before him in any form .,"jobs,trade",economy
False,The unemployment rate may be as high as 42 percent .,"corrections-and-updates,economy,jobs",economy
True,Common Core is not from the federal government they do not have their fingerprints on this thing at all .,"children,education,federal-budget,government-regulation",economy
False,Social Security is indeed a Ponzi scheme .,social-security,economy
False,The omnibus bill has only $3.8 billion in earmarks .,federal-budget,economy
True,Trump proposed enacting the largest tax increase in American history .,"candidates-biography,taxes",economy
True,Senator McCain has been talking tough about earmarks and that s good but earmarks account for about $18-billion of our budget .,federal-budget,economy
True,Kim Myers voted repeatedly to raise taxes on the people of Broome County but made millions off of tax savings when her family business relocated its headquarters .,taxes,economy
True,Californias Prop 60 which would requirecondom usein adult films would put workers in the adult film industry at riskfor lawsuits and harassment .,"government-regulation,public-health",economy
True,We pay among the highest tolls in the nation for the privilege of crossing that bridge .,transportation,economy
True,Sens . Isaksons Chambliss Votes Against Unemployment Insurance Were Votes to Kill Nearly 6000 Georgia Jobs .,"federal-budget,jobs",economy
False,Says real estate taxes were put in place to pay for Obamacare .,"health-care,taxes",economy
True,Says today unemployment has been running near 12 percent or more for the last four years and the Legislature hasnt done much to lower it .,jobs,economy
True,John Mica voted to borrow $10 trillion .,"debt,federal-budget,message-machine-2012,voting-record",economy
False,Says opponent Mary Burke told reporters she would have required workers to give up bargained-for healthcare and retirement benefits like Gov . Walker .,"labor,state-budget,workers",economy
False,We do not want to raise anybodys tax rates . Thats never been on the table .,"taxes,abc-news-week",economy
False,John wasn t this raging populist four years ago when he ran for president .,job-accomplishments,economy
False,Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code .,taxes,economy
False,(Texas Republicans) believe in abolishing Social Security abolishing V.A. health care .,"social-security,veterans",economy
False,In the case of General Motors the (Bush) administration wrote a check without asking for any conditions of change .,"corporations,financial-regulation,market-regulation,abc-news-week,transportation",economy
True,Salaries for URI faculty are second to last among New England land grant universities and in lowest 20 percent of major U.S. research institutions,"education,labor,state-budget,state-finances",economy
False,Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families .,"health-care,state-budget",economy
True,Says Donald Trump cashed in on Sept . 11collecting $150000 in federal funds intended to help small businesses recover even though days after the attack Trump said his properties were not affected .,"federal-budget,terrorism",economy
False,Three years ago a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars he would hold unemployment below 8 percent .,stimulus,economy
False,An independent payment advisory board created by in the health care reform law is like a Medicare IRS with the power to cut Medicare in order to pay for new government programs .,"government-regulation,health-care,message-machine-2012,market-regulation",economy
False,The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down .,county-budget,economy
False,Under a bill before the legislature youd have to go to court to fire an employee .,"economy,jobs,labor,legal-issues",economy
True,There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used .,transportation,economy
True,Says nearly 29000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage .,housing,economy
False,This is what President Obama said the jobless rate would be if we passed the stimulus : 5.6 percent .,"candidates-biography,economy,jobs,message-machine-2012,stimulus",economy
True,George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States .,"corrections-and-updates,deficit",economy
True,I told the Congress thanks but no thanks on that Bridge to Nowhere .,"federal-budget,transportation",economy
True,The actual (construction) contracts that weve awarded to date have come in several hundred million dollars below estimates .,"state-budget,state-finances,transportation",economy
True,State school funding per pupil is down 16 percent compared to 2009 after adjusting for inflation .,"education,state-budget",economy
True,Unemployment has fallen from 10 percent during the presidents first year in office to 8.5 percent today .,economy,economy
False,There were more people on welfare than working in 2013 .,"economy,jobs,poverty,welfare",economy
True,According to a national survey transit ridership among people age 16 to 34 increased 40 percent between 2001 and 2009 .,transportation,economy
True,In fiscal year 2011-2012 4191 abortions were paid for by taxpayers via the Oregon Health Plan .,"abortion,taxes",economy
True,Im the only (Republican)candidate that has actually reduced the size of government .,"candidates-biography,state-budget",economy
False,After how hard you work and how much you pay in taxes New York City ends up getting the money . Im Chris Jacobs . I think its time we have someone in Albany thats making sure our region gets our fair share,taxes,economy
True,One out of every four students fails to earn a high school diploma . In our major cities across America half of our kids dont graduate .,"children,education,poverty",economy
False,Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns .,"candidates-biography,taxes",economy
True,In the month of July alone EU exports to South Korea increased by over 36 percent . A lot of that is our market share . Those are our farmers and our service providers who are suffering .,trade,economy
True,As Virginia lost over 65000 jobs (Tim) Kaine put partisan ambitions first by serving as DNC chairman during the last year of his governorship .,"economy,jobs,message-machine-2012",economy
True,Says Ohio law gives tax breaks to rich people who own private jets .,"state-budget,taxes",economy
True,Says Zack Space voted for budgets and debt energy taxes and the stimulus and we still lost more than 2.5 million jobs .,"economy,federal-budget,message-machine,stimulus,taxes,voting-record",economy
True,Says New Hampshire has the third-highest property tax in the country .,"corrections-and-updates,taxes",economy
True,Obama s tax plan cuts taxes for 95 percent of all working families .,taxes,economy
False,Says Colorado Democraticcongressional candidate MorganCarroll racked up $11 billion in new spending in the state Legislature .,state-budget,economy
False,Carol Shea-Porter wants to increase taxes on small business and job creators .,small-business,economy
False,People were hopeless . Sixty percent of the population 70 percent of the population wanted to live somewhere else . . . . By the time I left 70 percent wanted to stay .,job-accomplishments,economy
True,A bill delaying the start of classes until Labor Day would permit school districts to shave 5 full weeks off the school year .,"education,tourism",economy
True,99.97 percent of the kids live in poverty that attend Cleveland public schools .,"education,poverty",economy
True,John Kitzhaber created 128000 new jobs while governor .,"economy,job-accomplishments",economy
True,Says Texas ranks 49th nationally in what we are doing to support our per-pupil investment in education in the state .,"education,state-budget,state-finances,states",economy
False,Despite keeping distance from national media interviewers I did local press all along the last three months .,"job-accomplishments,states",economy
False,Says Florida didnt offer special incentives to Deutsche Bank which announced it will add 300 jobs in Florida .,"economy,jobs",economy
False,Scott Maddox has run losing campaigns for 3 of Florida s 4 available cabinet positions .,"agriculture,candidates-biography",economy
True,Americans spend 6.1 billion hours a year on tax preparation .,taxes,economy
True,The budget I managed at the Department of Education was more than $60 million .,"candidates-biography,education,federal-budget,job-accomplishments",economy
False,We are now for the first time ever energy independent .,"energy,environment,gas-prices,trade",economy
True,Last year Exxon pocketed nearly $4.7 million every hour .,"corporations,energy",economy
True,What I have put forward does not add a penny to the debt .,debt,economy
True,In first week as governor Tim Kaine proposed a nearly $4 billion tax increase $4 billion including a tax increase on people earning as little as $17000 a year .,taxes,economy
True,On Lee Fishers watch almost nine out of 10 jobs that Ohio lost were lost to other states not to other countries .,economy,economy
True,Every president has raised the debt ceiling .,"deficit,federal-budget",economy
