label,statement,subjects,superlabel
False,Climate change is directly related to the growth of terrorism .,"climate-change,terrorism",health_science
True,If Milwaukee approves reducing its maximum forfeiture for marijuana possession to $50 the city would have 23 different bicycle violations that have a higher forfeiture .,"city-government,crime,drugs,government-regulation,marijuana",health_science
False,Says Rick Perry wrote a letter supporting Hillarycare .,health-care,health_science
False,The presidents health care proposals will cause most Americans to have their premiums increased not decreased and hundreds of millions of people lose their current insurance coverage .,"health-care,pundits",health_science
True,There are already more American jobs in the solar industry than in coal mining .,"climate-change,energy,environment,jobs",health_science
False,Says Thomas Eric Duncan came into the United States with an elevated temperature .,"ebola,health-care,public-health,transportation",health_science
True,Seniors with coverage under Medicare Advantage will give up more than their share because of health care reform,"health-care,medicare",health_science
False,Says that in a hearing Rep . Gabrielle Giffords suggested to Gen . David Petraeus that the Army put more emphasis on less environmentally damaging methods like stabbing or clubbing enemy forces in order to minimize the carbon output .,"energy,environment,military",health_science
True,Rick Scott took $200000 from a family that leased land for drilling and now he is trying to hide from it .,"campaign-finance,environment",health_science
True,The Paul Ryan budget proposal would privatize Medicare .,"federal-budget,health-care,medicare",health_science
False,Says cuts to Medicare affect people who have already paid in . We paid for it .,"federal-budget,health-care,medicare",health_science
False,We now have driven (health care) costs down to the lowest theyve been in 50 years .,health-care,health_science
False,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional .,"health-care,supreme-court",health_science
False,One person Kathleen Sebelius was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die .,"children,health-care,public-health,pundits",health_science
True,Nearly half of all pregnancies in the U.S. are unintended .,"abortion,census,children,families,health-care,public-health,women",health_science
True,We are borrowing Saudi money for Saudi oil with the result being dependency and debt .,energy,health_science
True,Says Sen . Rob Portman said It would be irresponsible not to cut Medicare .,medicare,health_science
True,Seven presidents before (Barack Obama) - Republicans and Democrats - tried to expand health care to all Americans .,"health-care,history",health_science
False,On using the Strategic Petroleum Reserve .,energy,health_science
False,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006 .,"health-care,states",health_science
False,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound .,"abortion,children,families,health-care,women",health_science
True,Says Scott Walker wants to ban common forms of birth control including the pill .,"abortion,message-machine",health_science
False,The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it .,"health-care,pundits",health_science
False,The American people support defunding Obamacare and oppose shutting down the government .,health-care,health_science
False,74 percent of Republicans support the Affordable Care Act .,"health-care,polls",health_science
False,Hillary Clinton supports unlimited abortion on demand up until the moment of birth including partial-birth abortion with taxpayer funding .,abortion,health_science
True,Under legislation that has cleared the Georgia House some children who are legal refugees could obtain state scholarships to attend private schools .,"autism,children,disability,education,families,immigration,state-budget,state-finances",health_science
False,Most young Americans right now theyre not covered by health insurance .,health-care,health_science
True,A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste .,environment,health_science
False,Polls show that Floridians dont want to repeal the Affordable Care Act .,"health-care,polls",health_science
False,Says Congressman Bill Pascrell voted to remove the public option from the Affordable Health Care Act .,health-care,health_science
True,On offshore drilling for energy,"energy,voting-record",health_science
False,Under a proposed medical marijuana amendment in Florida you dont get refills - you get it forever .,"florida-amendments,health-care,marijuana",health_science
False,A data-storing microchip would be implanted in the majority of people who opt to become covered by the public health care option .,"health-care,privacy",health_science
False,Massachusetts public schools teach kids as young as kindergartners about gay marriage .,"families,gays-and-lesbians,marriage,religion",health_science
True,Six people in Florida die as a result of (not expanding Medicaid) every day .,"health-care,medicaid,poverty",health_science
False,Says stores will be barred from selling 100-watt light bulbs as of 2012 .,energy,health_science
False,Jason Carter supports using Georgia tax dollars to promote Obamacare,health-care,health_science
True,Weve got an average of 5600 soldiers committing suicide . Thats about 20 a day .,"health-care,veterans",health_science
False,New federal projections estimate that the health care overhaul will cost $1.76 trillion over 10 years - well above the $940 billion Democrats originally claimed .,health-care,health_science
True,House Republicans who complained they didnt have enough time to consider a constitutional ban against oil drilling shoved through a proposal in just a few days to open state waters to oil drilling .,"energy,environment,oil-spill",health_science
True,(Flint Mich . is) paying three times more for poison water than I am paying in Burlington Vt . for clean water .,"city-government,water",health_science
False,Says Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obamas ability to fight pollution and combat climate change .,"climate-change,environment",health_science
True,Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion .,abortion,health_science
False,U.S. global AIDS spending helped reduce political instability and violence by 40 percent in recipient nations .,"foreign-policy,public-health",health_science
False,Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients including young children whether they are gay lesbian bisexual or if they know their gender identity .,"children,gays-and-lesbians,health-care,sexuality",health_science
True,Atlanta is the No . 1 trading point for sexual slavery in America . Between 100 and 200 girls are sold into slavery in Atlanta every month .,children,health_science
False,Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June .,"gays-and-lesbians,marriage",health_science
False,There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange .,"health-care,supreme-court",health_science
True,Texas leads the nation in the percentage of residents without health insurance .,health-care,health_science
True,Says Cory Booker supports late-term and partial-birth abortion and opposes safety regulations .,"abortion,health-care,women",health_science
False,Says Paul Ryans budget plan ends Medicare .,"federal-budget,health-care,medicare,message-machine-2012",health_science
False,What we said was you can keep (your plan) if it hasnt changed since the law passed .,health-care,health_science
True,AARP is the largest reseller of insurance in the country and has a vested interest in seeing that the market for reselling supplemental insurance expands .,"health-care,legal-issues,medicare",health_science
False,Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to provisions incorporated in the Obamacare legislation purposely delayed so as not to confuse the 2012 re-election campaigns .,"health-care,medicare",health_science
False,Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).,"abortion,congress,health-care",health_science
False,Says on contraception his plan is cheaper and easier for you than Sen . Mark Udalls,"health-care,message-machine-2014,women",health_science
True,The states have always defined marriage .,"gays-and-lesbians,marriage",health_science
False,Families in Del Valle who are City of Austin residents have to drive to Bastrop to go to the closest grocery store .,"hunger,population",health_science
False,Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he had nothing to do with that provision in the law .,"candidates-biography,health-care,medicare",health_science
True,More people die from medical misadventures than firearm accidents nationally and in Florida .,"guns,health-care",health_science
True,Charlie Crist has six different positions on ObamaCare .,health-care,health_science
True,As governor I ve stood up to . the big oil companies .,energy,health_science
False,Says abortion doctors are flying into this state performing abortions and flying out .,"abortion,health-care,public-health",health_science
True,Speaker Gingrich for 20 years supported a federal individual mandate for health insurance .,"health-care,legal-issues",health_science
False,Federal Reserve policies have led to a 69 percent rise in corn prices 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year .,"agriculture,energy,hunger",health_science
False,On repeal of Wisconsins smoking ban,public-health,health_science
True,Wisconsins attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time .,climate-change,health_science
True,14000 Americans . . . lose their health insurance every single day .,health-care,health_science
False,Embryonic stem cell research is at a dead end with no one good example of a successful treatment .,"health-care,message-machine-2012,science",health_science
True,The Affordable Care Act is bringing the cost of health care in our country down .,health-care,health_science
True,As the usage [of synthetic marijuana] has dramatically increased instances of violence bodily harm and even death have risen with it .,"drugs,marijuana",health_science
True,The Chris Hani Baragwanath in South Africa is the worlds third-biggest hospital .,"health-care,public-health",health_science
True,Annual precipitation has increased in Rhode Island by over 12 inches in the last century .,"climate-change,history,science,weather",health_science
False,The most likely triggering cause of (microcephaly) is the DTaP shot a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women .,public-health,health_science
True,Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama .,"abortion,science",health_science
True,The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012 .,public-health,health_science
False,Says his executive order requiring young girls to be vaccinated against HPV wasnt mandatory .,"families,health-care",health_science
True,Low-flow toilets can cost homeowners up to $1000 each .,environment,health_science
False,Jim Renacci voted repeatedly to end Medicare .,"health-care,medicare",health_science
True,Sen . Joe Liebermans home state has a public option which covers about 10000 of its citizens that was introduced by its Republican governor .,"health-care,pundits",health_science
True,Wind powers nearly 13 million homes across the country .,environment,health_science
True,Says a lawmaker seeks to defund Planned Parenthood for cutting children into small pieces .,abortion,health_science
True,Since the United States began negotiations with Iran thats probably the first year and a half in which Iran has not advanced its nuclear program in the last decade .,"foreign-policy,nuclear",health_science
False,Under a new law doctors performing drug-induced abortions could be charged if women dont return to them for follow-up care,"abortion,legal-issues,women",health_science
False,At a minimum 40 percent of those who view child pornography end up molesting children as a result .,"children,crime",health_science
True,Some businesses in Oregon are having to shrink back their businesses as a result of the law .,"corrections-and-updates,health-care",health_science
False,Says 11 straight years of no major hurricanes striking land in the United States bores a hole right through the whole climate change argument .,climate-change,health_science
True,We spend more money on health care per capita in the United States than any other country in the world . Of the 30 developed countries in the world we spend 2 1/2 times more than the average . Of the country that spends the second most per capita Switzerland we spend 175 percent more .,health-care,health_science
False,On abortion,"abortion,corrections-and-updates",health_science
False,In 2010 alone 1270 infants were reported to have died following attempted abortions and notably that is only one year .,abortion,health_science
False,Says the No . 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner .,"crime,families,women",health_science
True,The hour of sleep you lose during the change to daylight saving time might initially pose some health risks .,science,health_science
True,The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff .,health-care,health_science
True,Says paid family leave is a program that is standard in all but five nations around the world .,"children,families,labor,women,workers",health_science
False,Says thousands at a Manhattan rally for Donald Trump were chanting We hate Muslims we hate blacks we want our great country back .,"diversity,islam",health_science
True,Says President Barack Obama promised a pathway to citizenship to undocumented immigrants and didnt deliver jack squat on any of it .,"children,families,homeland-security,immigration",health_science
True,The minute this proposal for near-beach oil drilling came up I was against it .,oil-spill,health_science
True,The proposed Gogebic mine in northern Wisconsin could be extended as long as 21 miles .,environment,health_science
True,Says the United States actually exports more gasoline diesel and other fuels than it imported in 2011 for the first time since I think 1949 .,energy,health_science
False,It was allowed referring to her email practices .,"homeland-security,technology",health_science
False,Recent solar energy policies in Georgia have resulted in rate hikes and did not result in solar becoming any more economically viable .,energy,health_science
False,We spend twice as much per capita on health care as any other nation on Earth .,health-care,health_science
False,Hidden in the healthcare.gov code is language that means users waive any reasonable right to privacy of your personal information .,"health-care,privacy,technology",health_science
True,One of the most recent polls said 75 percent of the American people have said either don t do anything or start over (on health care reform).,health-care,health_science
True,I can put 10000 people to work . Electricians plumbers sheet metal workers - by retrofitting all of the state buildings for energy independence or efficiency .,energy,health_science
False,Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic,"children,diversity,education",health_science
True,debacle is a DIRECT result of has to break the law to do the right thing .,"education,health-care",health_science
False,All the really great programs in American history Social Security was done without Republicans . Medicare was done without Republican support until the last vote where they realized they had to get on board .,"health-care,history,medicare",health_science
False,Hurricane Sandy the most destructive Atlantic storm ever .,"climate-change,environment,weather",health_science
True,The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago .,drugs,health_science
True,Barack Obama voted against born alive legislation in Illinois that was virtually identical to the federal law .,abortion,health_science
True,President Obama is attacking Paul Ryan on Medicare even though it is his administration with the help of Jim Langevin who cut $716 billion from Medicare .,medicare,health_science
False,Statistics bear out that any time a country a state makes more restrictive abortion laws . fatalities go up and abortions actually increase .,"abortion,government-regulation,women",health_science
False,When Republican extremists tried to take away abortion rights Blake Rocap stopped them .,"abortion,candidates-biography",health_science
True,Department of Veterans Affairs doctors are prohibited from recommending medical marijuana .,marijuana,health_science
True,The United States is the only major country on earth that doesnt guarantee health care to all people as a right not a privilege .,health-care,health_science
True,Says Texas wildfires are linked to climate change .,"climate-change,environment",health_science
False,If the Stamp Farm wind turbine is built the health risk of flicker impact created by shadows of blades of turbines poses real and significant health risks particularly seizures .,"energy,environment",health_science
False,Gov . Crist s veto also clears the way for taxpayer funding of abortion in Florida .,abortion,health_science
False,Prior to Obamacare here in Wisconsin 95 percent of Wisconsinites were covered by insurance . After Obamacare 95 percent of Wisconsinites were covered by insurance . It hasnt had an impact .,health-care,health_science
False,Weve seen the increase of alcohol use for underage kids even though alcohol has been illegal . for kids under 21 .,"Alcohol,drugs,marijuana",health_science
False,If we had been on Obamacare and a bureaucrat was trying to tell me when I could get that CAT scan that would have delayed my treatment .,health-care,health_science
True,The proposed Keystone XL oil pipeline is a bipartisan proposal .,"bipartisanship,climate-change,environment",health_science
True,On support for gay marriage .,gays-and-lesbians,health_science
False,A Republican proposal changes Medicare for those under age 55 so that they will participate in the same kind of health plan that members of Congress do .,"corrections-and-updates,federal-budget,health-care,medicare,abc-news-week",health_science
True,Much more than 50 percentof parents out there are spankers .,families,health_science
False,Says Tammy Baldwin supports a law in which government will take over your decisions on medicine on doctors and on hospitals .,"health-care,medicare,privacy,public-health",health_science
False,Says if we do nothing and continue to let Obamacare siphon off that $700 billion dollars off the top of it Medicare goes away in less than 10 years - certain accounts of it - and it just falls apart at the seams .,"health-care,medicare",health_science
False,Barack Obama s plan calls for mandates and fines for small businesses .,health-care,health_science
True,African-American children are 500 percent more likely to die from asthma than white kids .,"children,diversity,health-care,public-health",health_science
False,(U.S. Reps.) Paul Ryan Sean Duffy and Reid Ribble are shutting down town hall meetings or making their constituents pay to attend them .,medicare,health_science
False,Rick Perry thinks injecting 11- and 12-year-old girls with a controversial drug (the HPV vaccine) without a parents consent is a good idea .,"children,message-machine",health_science
False,A 2005 gay pride vote had nothing to do with discrimination .,gays-and-lesbians,health_science
True,On the night of the Iowa caucuses Obama promised the nation that he would do health care reform focused on cost containment he opposed an individual mandate and he said he was going to do it with Republicans .,health-care,health_science
True,Says she helped lead the launch of curbside recycling .,"city-government,environment",health_science
False,Barack Obama wants the government to take over health care spend hundreds of billions of dollars of new money for health insurance for everyone .,health-care,health_science
False,Says Bill Nelson voted to cut $700 billion out of Medicare to pay for Obamacare .,medicare,health_science
True,On abortion,"abortion,candidates-biography",health_science
False,Says rejecting federal aid to expand Medicaid in Texas will send $9 billion in federal taxes paid by Texans to other states to insure their working poor .,"health-care,medicaid,taxes",health_science
False,A third of all the young people in America are not in America today because of abortion because one in three pregnancies end in abortion .,"abortion,health-care,social-security",health_science
False,On same-sex marriage .,"gays-and-lesbians,marriage",health_science
True,David Perdue proposes rolling back the clock on womens health care .,health-care,health_science
False,SaysPresident Obama and his allies in Congress gave power to control Medicare patients health care decisions to a commission of 15 unelected bureaucrats in Washington .,health-care,health_science
False,Says Planned Parenthood provides about 140 visits for prenatal care in each state .,health-care,health_science
False,We are imprisoning or giving jail sentences to young people who are smoking marijuana .,"criminal-justice,drugs,legal-issues,marijuana",health_science
True,500000 people have signed up for,"health-care,medicaid",health_science
True,No family earns too much to qualify for Oregon Healthy Kids program .,"children,health-care",health_science
True,Jeff Weems legal record is one of defending BP Enron and just about every big oil company against the working man .,"candidates-biography,energy",health_science
True,A DeKalb sewer project will create up to 4000 direct jobs per year at peak production many of which will be set aside exclusively for DeKalb residents .,water,health_science
True,You cant give a child an aspirin in school without permission . You cant do any kind of medication but we can secretly take the child off and have an abortion .,"abortion,health-care",health_science
False,President Obama plans to impose a tax of at least 23 percent on the Medicare prescription drug benefit for low-income beneficiaries .,"health-care,medicaid,medicare,taxes",health_science
True,Romney would turn Medicare into a voucher program .,"debates,medicare",health_science
True,At nearly 19 million people the population of Florida is larger than all the earlier primary and caucus states combined .,"diversity,elections",health_science
True,Rick Scott was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud including 14 felonies leading to a historic $1.7 billion fine .,"candidates-biography,health-care",health_science
True,Says he couldnt keep a 42-inch redfish he caught because of fishing rules .,oil-spill,health_science
False,The entirety of North America - Canada the United States and Mexico - theres more known reserves in those three countries than in Russia and Saudi Arabia .,energy,health_science
True,Right now we are at 90 percent health insurance covered . Thats the highest weve ever been in our country .,health-care,health_science
False,Its costing every American who is insured $1100 to pick up the cost of uncompensated care that goes on at the emergency room .,health-care,health_science
False,Says U.S. House candidate Carlos Curbelo supported raising flood insurance rates .,"federal-budget,natural-disasters,water,weather",health_science
False,Says some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit .,"abortion,crime",health_science
True,Says Alison Lundergan Grimes supports Obamacare which cuts $700 billion from seniors Medicare .,"health-care,medicare",health_science
True,We borrow money from the Chinese to buy oil from the Saudis .,energy,health_science
True,Obamacare will provide coverage for abortions despite the presidents commitment that it would not .,abortion,health_science
False,Handel endorsed gay adoption in 2003 when she was running for chairwoman of the Fulton County Commission .,gays-and-lesbians,health_science
True,Says 31 percent of Texas physicians accept all new Medicaid patients down from 67 percent in 2000 .,medicaid,health_science
False,Says Planned Parenthood CEO Cecile Richards was forced to concede that 86 percent of Planned Parenthoods revenue is from abortion .,abortion,health_science
True,Says some Georgians can get health insurance for $105 a month .,health-care,health_science
True,Ohios Planned Parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011 .,abortion,health_science
False,Says President Obamas deal allows Iran to produce a nuclear weapon .,"foreign-policy,nuclear",health_science
False,Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then You took it out of your book .,health-care,health_science
False,We have over 300 state agencies . Forty-five of those agencies are related to health care .,health-care,health_science
False,The premiums on Medicares prescription drug program have fallen almost every year since it began .,"health-care,medicare",health_science
True,When Mitt Romney was governor of Massachusetts he stood in front of a coal plant and pointed at it and said This plant kills .,"debates,energy",health_science
False,Says Hillary Clinton believes that all abortions should be legal even on the due date of that unborn child .,"abortion,candidates-biography",health_science
False,Says any attempt to try to compare the Massachusetts health care law with the federal health care law is completely intellectually dishonest . Governor Romney did not raise one tax in doing what he did .,health-care,health_science
True,Health insurance is more expensive in Massachusetts than anywhere else in the country .,"health-care,states",health_science
False,Says Debbie Wasserman Schultz voted repeatedly to send terminally ill patients to prison .,marijuana,health_science
True,Paul Ryans Medicare plan could raise future retirees costs more than $6000 .,"corrections-and-updates,health-care,medicare,message-machine-2012",health_science
False,There are nearly 500000 registered sex offenders across the country and at any one time about 100000 are unaccounted for .,"children,crime",health_science
False,Says under the Affordable Care Act New Jerseys new (Medicaid) enrollees wont qualify for the matching federal funds simply because we added them onto the rolls before 2014 .,"health-care,medicaid",health_science
True,Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use .,water,health_science
False,Over half of the young people in medical dental and law schools are women .,"education,health-care,legal-issues,women",health_science
False,Says its absurd to say theres enough data to establish a link between playing football and Chronic Traumatic Encephalopathy .,"health-care,science,sports",health_science
False,Says Jill McCabe supports late term abortions . Larger baby parts are more profitable .,abortion,health_science
False,Says Joe Biden went to China and said that he sympathized and wouldnt second-guess their one-child policy of forced abortions and sterilizations .,"abortion,china",health_science
False,Says Rep . Jon Runyan voted to redefine rape .,"abortion,crime,voting-record,women",health_science
True,Eighty percent of the antibiotics in this country are fed to livestock .,"agriculture,animals,consumer-safety,drugs,environment,food-safety,public-health,science",health_science
False,This year Eric Cantor has received more money from oil companies than any other member of Congress .,"campaign-finance,energy",health_science
True,We are number one in the world when it comes to energy resources . . The Russians are second ; Saudi Arabia is number three .,energy,health_science
False,In 1913 it was legal to mail children .,"children,history",health_science
True,Only 3 percent of voters 18 to 34 dont believe that climate change is really happening .,"climate-change,environment,polls,science",health_science
False,Keystone means unlocking the Canadian tar sands .,"energy,environment",health_science
True,Says Austins treated wastewater put into the Colorado River is of higher quality than water the city takes from the lake for public use .,"environment,water",health_science
False,An amendment to the House health reform bill puts new restrictions on women s access to abortion coverage in the private health insurance market even when they would pay premiums with their own money .,"abortion,health-care",health_science
True,A shocking 20 veterans are committing suicide each and every day especially our older veterans .,"health-care,veterans",health_science
True,The fastest-growing part of the Pentagons budget are health care expenses .,"health-care,military",health_science
True,The two worst counties for (Medicaid) fraud in the country - not state - are Dade and Broward county .,"crime,health-care",health_science
True,Says Donald Trump and Ron Johnson oppose a womans right to choose and Johnson voted against the Violence Against Women Act .,"abortion,crime,criminal-justice,women",health_science
False,Medicare passed with virtually no Republican support .,"health-care,history,medicare",health_science
False,Sen . Hutchison abandoned Republicans and stood with Democrats to ensure health care legislation would pass quickly .,health-care,health_science
False,Its warmer on Mars than it is in parts of the United States and Canada during the polar vortex .,"space,weather",health_science
False,Blue Cross new $90-million Providence headquarters was outfitted with $25 million in decor .,health-care,health_science
False,An Environmental Protection Agency regulation that goes into effect Jan . 1 2012 regulates dust .,environment,health_science
False,I lost my health insurance and my doctor because of Obamacare .,health-care,health_science
False,The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell .,"climate-change,energy,environment,message-machine-2014",health_science
True,Tommy Thompson wanted to implant data chips in humans .,"elections,health-care,technology",health_science
True,Granite Staters who hold individual policies from Anthem . can indeed renew their policies and keep their current doctors and hospitals in 2014 .,health-care,health_science
True,Because of the health care law by 2017 we will be funneling over $100 billion annually to private insurance companies .,health-care,health_science
True,Says Cory Gardner championed an eight-year crusade to outlaw birth control here in Colorado .,"abortion,congress,sexuality",health_science
True,In 31 states decent child care costs more than college tuition .,"children,education,families",health_science
False,We have solved the problem . . Scientists are now saying leave the nuclear waste where it is .,"energy,nuclear",health_science
False,On drilling off the Atlantic coast,energy,health_science
False,Milwaukee has the second-highest number of children recovered from sex trafficking .,"children,crime,criminal-justice,sexuality",health_science
False,What they will do is socialized medicine .,health-care,health_science
False,Americans have never paid more for gas at the pump .,energy,health_science
False,Says Wisconsin Gov . Scott Walker eliminated cancer screenings for uninsured women and offered no alternatives .,"corrections-and-updates,health-care,women",health_science
True,Says Rep . John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times,"abortion,congress",health_science
True,Money towards the Ebola vaccine is basically cut in half to what it was . More cuts are coming under the congressional sequester .,"ebola,federal-budget,public-health",health_science
False,Obama voted for tax subsidies and giveways that have slowed oil companies from pursuing clean energy sources .,energy,health_science
False,Wisconsin is not as obese as the national average is . The national average 35.7 percent of the population is obese . In Wisconsin its closer to 26 percent .,"corrections-and-updates,health-care,public-health,states",health_science
True,Seven more people will die each and every day until the Legislature ratifies these (pain clinic) rules that are being approved by the Board of Medicine and the Department of Health .,drugs,health_science
True,Legislation being considered in Texas would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples even if the Supreme Court strikes down Texas marriage ban later this year .,"gays-and-lesbians,marriage",health_science
True,Says Hillary Clinton negotiated the first agreement ever where China and India officially committed to reduce their emissions .,"climate-change,foreign-policy",health_science
True,Says Wendy Davis born into difficult circumstances was the daughter of a single mother and a teenage mother herself .,"abortion,candidates-biography",health_science
False,Says under Mitt Romney Medicare could end as we know it leaving Julia with nothing but a voucher to buy insurance which means $6350 extra per year for a similar plan .,"corrections-and-updates,federal-budget,health-care,medicare",health_science
True,Preventive care does not save the government money .,"health-care,pundits",health_science
True,The city of Atlanta has one of the highest lesbian gay bisexual and transgender populations per capita ranking third among major American cities .,"gays-and-lesbians,marriage",health_science
True,Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion .,abortion,health_science
False,The Wisconsin law repealed by Republicans which allowed discriminated workers to sue in state court was kind of a gravy train for lawyers .,"civil-rights,disability,legal-issues,women,workers",health_science
True,Says Obama opposes offshore drilling and a gas tax holiday .,energy,health_science
False,Today in America between 40 and 50 percent of all African-American babies virtually 1-in-2 are killed before they are born .,abortion,health_science
False,Says murder is the chief cause of death for pregnant women .,"crime,women",health_science
True,With one stroke of his pen President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children s Health Insurance Program .,health-care,health_science
True,Says With nearly 75 percent of Americans supportive of the construction of the pipeline Schrader needs to explain to Oregon families why he voted against this needed project .,"climate-change,congress,economy,energy,environment,market-regulation,voting-record",health_science
False,There is a Republican plan to end Medicare .,"health-care,medicare",health_science
False,Any government-run public plan . forces more employers to drop employee coverage due to rising costs and pay an additional 8% payroll tax for each worker .,health-care,health_science
True,While Romney was a director of the Damon Corporation the company was defrauding Medicare of millions .,"corporations,crime,health-care,medicare,message-machine-2012",health_science
True,Paul Ryan would outlaw in vitro fertilization .,"abortion,health-care,legal-issues,women",health_science
True,The State of Texas is funding womens health services at historically high levels ; they just increased their level another $50 million for the next two years .,"abortion,health-care,state-budget,state-finances,women",health_science
True,Without a Medicaid expansion 275000 more Ohioans could be getting their primary care in emergency rooms costing everybody a lot of money .,"health-care,medicaid,poverty",health_science
True,The truth is any oil that would be drilled could be sent to any other country in the world reducing our use of foreign oil not by one single drop .,"energy,environment,foreign-policy",health_science
True,Overdosing is now the number one accidental killer in our Commonwealth .,drugs,health_science
False,To deprive underprivileged children of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day .,"children,education",health_science
