label,statement,subjects
half-true,I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.,energy
false,The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.,"terrorism,transportation"
true,Says U.S. Rep. Steve Southerland voted to keep the shutdown going.,federal-budget
barely-true,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",taxes
barely-true,Says David Jolly supports privatizing Social Security.,social-security
pants-fire,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",transportation
half-true,"Under President Barack Obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",jobs
half-true,"The IRS also investigated liberal groups, groups that had progressive in their name. ... The IRS was basically looking at everybody.","elections,taxes"
barely-true,Says Obama promised unemployment would never go above 8 percent.,jobs
true,The economy is creating jobs at the fastest pace since 1999.,"economy,jobs"
pants-fire,"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""",job-accomplishments
mostly-true,"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.","economy,retirement"
true,"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.",job-accomplishments
pants-fire,Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.,"islam,message-machine-2012"
mostly-true,Some neighborhood schools are closing.,"education,state-budget"
mostly-true,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.","state-budget,taxes"
barely-true,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.","economy,jobs"
true,Says the U.S. Supreme Court found that Social Security is not guaranteed.,social-security
barely-true,Rob Cornilles supports privatizing Medicare.,"medicare,message-machine-2012"
false,"In 2005, Dan Branch tried to expand third-trimester abortions in Texas.","abortion,corrections-and-updates"
pants-fire,Michigan and Massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,environment
true,"Whether you like to admit it or not, half our general revenue goes to education.","education,state-budget"
false,Im the only one whos fought against developers draining the Everglades!,"environment,message-machine"
barely-true,Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.,stimulus
half-true,Says Chris Christie vetoed a jobs package of 30 bills.,jobs
half-true,Gas prices have gone up $2 since Obama took office.,"energy,gas-prices"
half-true,"Payday lenders profit from the poor by charging 1,000-plus percent interest.",financial-regulation
half-true,"The Social Security trust fund is sound. Without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.",social-security
mostly-true,It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.,"elections,taxes"
half-true,"Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.","economy,jobs"
false,"Under the Cash for Clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.","pundits,transportation"
pants-fire,David Dewhurst has a record of promoting an income tax.,taxes
mostly-true,Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons,"environment,income"
barely-true,The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,"economy,jobs"
false,Says Rick Scott called education not a core function of the state.,"education,state-budget"
true,"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children.","health-care,taxes"
true,Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,"elections,states"
barely-true,Milwaukee Mayor Tom Barrett has held the line on property taxes.,"job-accomplishments,taxes"
true,"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.","bipartisanship,job-accomplishments"
half-true,"Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.","campaign-finance,environment"
half-true,On how money from a possible lease of the Ohio Turnpike would be used,"infrastructure,transportation"
mostly-true,"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.","economy,federal-budget"
mostly-true,There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,"criminal-justice,government-regulation"
half-true,One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,taxes
half-true,"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.","education,federal-budget"
mostly-true,"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.","education,federal-budget"
true,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,"federal-budget,health-care"
mostly-true,"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",taxes
half-true,Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,"jobs,unions"
true,"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.",federal-budget
half-true,"Says Sen. Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.","stimulus,taxes"
mostly-true,"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""",taxes
half-true,Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,taxes
true,Warren (Buffett) still does support me.,economy
true,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,"candidates-biography,jobs"
mostly-true,"About 230,000 people that were on unemployment when I took office are not on unemployment now.","economy,workers"
pants-fire,Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,"corrections-and-updates,obama-birth-certificate"
barely-true,"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",economy
half-true,"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",energy
half-true,"Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.","economy,federal-budget"
false,The top 1 percent pay over half of the entire revenue for this country.,taxes
half-true,Chris Christie has not increased the taxes on anyone.,taxes
false,Says he never said he would keep education funding the same.,"education,state-budget"
true,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,economy
mostly-true,"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.","job-accomplishments,jobs"
barely-true,The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,"economy,health-care"
barely-true,"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.","economy,health-care"
false,On using the Strategic Petroleum Reserve.,energy
pants-fire,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,"health-care,states"
pants-fire,We spend less on defense today as % of GDP than at any time since Pearl Harbor.,federal-budget
mostly-true,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,taxes
half-true,"Says Scott Walker wants to ban common forms of birth control, including the pill.","abortion,message-machine"
half-true,"Shelby County donated Im sorry, gave 44 schools to the city of Memphis.","education,infrastructure"
barely-true,Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries.,"message-machine,social-security"
half-true,There are mechanisms in place to shut down the Internet privately.,infrastructure
half-true,Report that #GOP insisting on changes to Social Security as part of #fiscalcliff false. BTW those changes are supported by @barackobama.,"federal-budget,social-security"
barely-true,"1/3 of our kids drop out (of high school), cannot go to college or start a career.","corrections-and-updates,education"
half-true,"The federal government has $3 trillion in cash flow, so we can pay our bills and wont default.","debt,federal-budget"
false,Says Alex Sink failed Florida homeowners by using predatory lending practices.,corporations
barely-true,Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.,financial-regulation
half-true,"Every year, more than $40 million are leaving Missouri for the Lone Star State.",economy
true,"Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.",economy
barely-true,Says he raised average family income by 50 percent during his tenure as Arkansas governor.,"income,state-budget"
half-true,"Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012.","economy,taxes"
true,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,"bipartisanship,federal-budget"
half-true,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes.","pundits,taxes"
mostly-true,"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.","corporations,taxes"
pants-fire,Says two-thirds of groups targeted for IRS scrutiny were not conservative.,taxes
barely-true,"As a U.S. senator with salary and perks, ‪#Bernie‬ is in the top 1 percent, but still paid only 13 percent in taxes last year.","income,taxes"
half-true,"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it.","florida,states"
false,The Obama administration is unwinding our nations welfare-to-work requirements.,welfare
half-true,The Redskins Training Camp deal generated $40 million in new private investment in the city.,"city-government,job-accomplishments"
half-true,"The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts.",federal-budget
pants-fire,"Shes voted for 60 tax increases, hurting the middle class and small businesses.",taxes
barely-true,"Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan.","bipartisanship,jobs"
barely-true,"Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation","small-business,taxes"
mostly-true,A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.,environment
barely-true,America is one of the highest-taxed nations in the world.,taxes
true,Says Amanda Fritz manages less than 5 percent of city operations.,city-government
half-true,The streetcar project planned by Mayor Tom Barrett would be a 1900s style trolley.,transportation
true,On offshore drilling for energy,"energy,voting-record"
barely-true,Says the treasurers office has saved $37 million in management costs for the oversight of public investments.,government-efficiency
half-true,"As governor of Arkansas, I cut taxes and fees almost 100 times, saving the taxpayers almost $380-million. I left a surplus of nearly $850-million.",taxes
half-true,I havent raised taxes in the time Ive been the governor of New Jersey.,taxes
mostly-true,Gov. Maggie Hassans budget proposal raises taxes on small businesses and increases taxes and fees by $100 million.,"state-budget,taxes"
barely-true,Only in Washington would politicians spend $27 million to teach Moroccans how to make pottery.,"federal-budget,government-efficiency"
false,SaysRand Paulhas put out budgets to cut the military in half.,"federal-budget,military"
true,Says legislative cuts mean Texas is spending on average $500 less per student.,"education,state-budget"
half-true,"[A]t his current rate, President Obama will have added more debt to the United State of America by the end of his first term than each of the previous 43 presidents -- combined!",federal-budget
pants-fire,Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget.,"labor,state-budget"
half-true,Democrats are kind of falling over each other seeing who can raise taxes faster. It looks like they're going to raise taxes anywhere between 20 to 30 percent.,taxes
barely-true,Says stores will be barred from selling 100-watt light bulbs as of 2012.,energy
half-true,"Dan Patrick said that if women get paid less than a man for the same job, that thats not a problem.","jobs,women"
true,"Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity.","jobs,trade"
true,Tom Reed has actually voted for every single trade deal that has ever come before him in any form.,"jobs,trade"
false,Social Security is indeed a Ponzi scheme.,social-security
false,The omnibus bill has only $3.8 billion in earmarks.,federal-budget
true,Trump proposed enacting the largest tax increase in American history.,"candidates-biography,taxes"
true,"Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget.",federal-budget
half-true,"Kim Myers voted repeatedly to raise taxes on the people of Broome County, but made millions off of tax savings when her family business relocated its headquarters.",taxes
half-true,"Californias Prop 60, which would requirecondom usein adult films, would put workers in the adult film industry at riskfor lawsuits and harassment.","government-regulation,public-health"
true,We pay among the highest tolls in the nation for the privilege of crossing that bridge.,transportation
half-true,"Sens. Isaksons, Chambliss Votes Against Unemployment Insurance Were Votes to Kill Nearly 6,000 Georgia Jobs.","federal-budget,jobs"
barely-true,Says real estate taxes were put in place to pay for Obamacare.,"health-care,taxes"
half-true,Says today unemployment has been running near 12 percent or more for the last four years and the Legislature hasnt done much to lower it.,jobs
barely-true,We do not want to raise anybodys tax rates. Thats never been on the table.,"taxes,abc-news-week"
false,John wasn't this raging populist four years ago when he ran for president.,job-accomplishments
mostly-true,"(Flint, Mich., is) paying three times more for poison water than I am paying in Burlington, Vt., for clean water.","city-government,water"
barely-true,Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code.,taxes
false,"(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.","social-security,veterans"
barely-true,Says Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obamas ability to fight pollution and combat climate change.,"climate-change,environment"
false,"When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it.","campaign-finance,transparency"
false,Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families.,"health-care,state-budget"
half-true,"Says Donald Trump cashed in on Sept. 11,collecting $150,000 in federal funds intended to help small businesses recover even though days after the attack Trump said his properties were not affected.","federal-budget,terrorism"
barely-true,"Three years ago, a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars, he would hold unemployment below 8 percent.",stimulus
false,The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.,county-budget
true,There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.,transportation
half-true,George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States.,"corrections-and-updates,deficit"
half-true,"I told the Congress 'thanks, but no thanks,' on that Bridge to Nowhere.","federal-budget,transportation"
true,"State school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation.","education,state-budget"
half-true,Unemployment has fallen from 10 percent during the presidents first year in office to 8.5 percent today.,economy
half-true,"According to a national survey, transit ridership among people age 16 to 34 increased 40 percent between 2001 and 2009.",transportation
true,"In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.","abortion,taxes"
half-true,Im the only (Republican)candidate that has actually reduced the size of government.,"candidates-biography,state-budget"
false,"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share",taxes
false,Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.,"candidates-biography,taxes"
half-true,"In the month of July alone, EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.",trade
mostly-true,"Gov. Rick Perry spent over a million dollars on D.C. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month.","ethics,transparency"
mostly-true,Says Ohio law gives tax breaks to rich people who own private jets.,"state-budget,taxes"
true,Says New Hampshire has the third-highest property tax in the country.,"corrections-and-updates,taxes"
true,"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",taxes
barely-true,Says Colorado Democraticcongressional candidate MorganCarroll racked up $11 billion in new spending in the state Legislature.,state-budget
false,Carol Shea-Porter wants to increase taxes on small business and job creators.,small-business
barely-true,"People were hopeless. Sixty percent of the population, 70 percent of the population wanted to live somewhere else. . . . By the time I left, 70 percent wanted to stay.",job-accomplishments
half-true,99.97 percent of the kids live in poverty that attend Cleveland public schools.,"education,poverty"
half-true,"John Kitzhaber created 128,000 new jobs while governor.","economy,job-accomplishments"
barely-true,"Despite keeping distance from national media interviewers, I did local press all along, the last three months.","job-accomplishments,states"
pants-fire,"Says Florida didnt offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida.","economy,jobs"
false,"Scott Maddox has run ""losing campaigns for 3 of Florida's 4 available cabinet positions.""","agriculture,candidates-biography"
true,Americans spend 6.1 billion hours a year on tax preparation.,taxes
true,"Last year, Exxon pocketed nearly $4.7 million every hour.","corporations,energy"
half-true,What I have put forward does not add a penny to the debt.,debt
mostly-true,"In first week as governor, Tim Kaine proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year.",taxes
mostly-true,"On Lee Fishers watch, almost nine out of 10 jobs that Ohio lost were lost to other states, not to other countries.",economy
mostly-true,Every president has raised the debt ceiling.,"deficit,federal-budget"
false,Limiting labor negotiations to only wages is how it is for the most part in the private sector.,"labor,state-budget"
half-true,"John McCain ""opposed legislation to fund levees and flood control programs, which he considers pork.""",federal-budget
half-true,"Mitt Romneys pledged to protect (oil companies) record profits and their billions in special tax breaks, too.","energy,taxes"
half-true,The FCCs net neutrality policy includes whatis essentially a massive tax increase.,"taxes,technology"
mostly-true,The minimum wage is mostly an entry-level wage for young people.,income
barely-true,Says six studies verify that the math adds up for Mitt Romneys tax plan.,taxes
half-true,"In the United States, weve had 12 years in a row of wages declining.","economy,jobs"
true,"As governor, I've stood up to ... the big oil companies.",energy
mostly-true,"This year, were off to our best private-sector jobs growth since 1999.","economy,jobs"
half-true,Weve created more jobs in the United States than every other advanced economy combined since I came into office.,jobs
false,"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",taxes
half-true,"For the first time ever, we completely funded the critical needs waiting list so persons with unique abilities can get the help they need.","disability,state-budget"
true,Says 51 percent of federal tax filers paid zero federal income tax.,taxes
mostly-true,"Because of the 2011 debt ceiling fight, the stock market lost 2,000 points.",economy
false,"Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades.","job-accomplishments,jobs"
half-true,The U.S. spends more money on its military than the 16 biggest military budgets in the world combined.,"federal-budget,military"
half-true,"Says Connie Mack initially said he would have voted yes for the Paul Ryan budget plan, and then, you said it was stupid and you would vote no. And then your folks corrected you, and you changed your position again, yes.","candidates-biography,federal-budget"
true,Vietnamese is the third most commonly spoken language in Texas.,"population,states"
barely-true,There is no Plan B if the transportation referendum is not passed by voters.,transportation
mostly-true,"Carly Fiorina, shes against banning assault weapons.","guns,message-machine"
false,"Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion.",federal-budget
false,Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks.,state-budget
false,92 percent of the jobs lost during Barack Obamas first term belonged to women.,"jobs,women"
mostly-true,95 percent of the income gains in the last few years have gone to the top 1 percent.,"income,jobs"
half-true,On the pace that we're on with job creation in the last four months ...we will have created more jobs in this year than in the entire Bush Presidency.,"bush-administration,economy"
half-true,"Low-flow toilets can cost homeowners up to $1,000 each.",environment
true,"Says this months special session will cost the state $27,300 a day just for legislators daily living expenses.","government-efficiency,state-finances"
mostly-true,Wind powers nearly 13 million homes across the country.,environment
mostly-true,Says businesses pay roughly 60 percent of taxes in Texas.,"state-budget,taxes"
barely-true,Health insurance companies pay CEOs $24 million a year,"corporations,health-care"
half-true,The majority of Americans are conservatives.,"corrections-and-updates,polls"
half-true,Says Arizona congressional candidate Ray Strauss is a Champion of Big Government for his votes to raise taxes while on the local city council.,taxes
half-true,Says with Gov. Chris Christie and bipartisan reformers New Jersey had the most job growth in 11 years.,"jobs,state-finances"
true,Says Oregon is near the top or at the top of the list when it comes to capital gains tax,"state-budget,taxes"
true,The No. 1 issue that the American people care about is getting America back to work.,"economy,health-care"
mostly-true,Says Ronda Storms voted to fund the Taj Mahal courthouse.,"message-machine-2012,state-budget"
true,Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.,economy
false,"Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.","corrections-and-updates,jobs"
pants-fire,Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,"elections,taxes"
true,Some businesses in Oregon are having to shrink back their businesses as a result of the law.,"corrections-and-updates,health-care"
false,On abortion,"abortion,corrections-and-updates"
half-true,David Perdue said hed raise taxes.,taxes
false,Says Every legislative district in the state has at least one craft brewery and countless home brewers.,"Alcohol,economy"
mostly-true,"The poverty level in the Dallas school district is one of the highest in the country, higher than New York, Chicago, Los Angeles, Houston, Detroit and Newark.","education,poverty"
mostly-true,"Says in the last six months of the Bush administration, the U.S. lost 3.5 million jobs, including 760,000 jobs during January 2009 alone.","economy,job-accomplishments"
mostly-true,Says the number of Americans living at or below the poverty line is at its highest level since 1964.,poverty
barely-true,The IRS will have the ability potentially to deny or delay health care.,"health-care,taxes"
barely-true,"Deregulation of the states telecommunications industry will create 50,000 jobs in Wisconsin.",jobs
false,"Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January.",jobs
true,"For the average middle-class family, your taxes today are lower than when I took office.","job-accomplishments,taxes"
half-true,"There's more than 100,000 people working at the Department of Agriculture. That's 1 employee for every 30 farmers.","agriculture,federal-budget"
mostly-true,"Barack Obama ""passed laws moving people from welfare to work.""",poverty
half-true,"The amount of debt is on pace to double in five years and triple in 10. The federal debt is now over $100,000 per household.",federal-budget
half-true,The proposed Gogebic mine in northern Wisconsin could be extended as long as 21 miles.,environment
barely-true,"The Richardson-Denish administration gave 50,000 drivers licenses to illegal immigrants in New Mexico.","immigration,message-machine"
true,"Says the United States actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.",energy
mostly-true,Says the United States has the highest corporate tax rate in the world.,"corporations,taxes"
false,"It was allowed, referring to her email practices.","homeland-security,technology"
true,The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.',economy
barely-true,"Says Rob Portman was a registered foreign agent whose client was Haiti, at a time when the Baby Doc, Duvalier, who was a despot, was killing people.","corrections-and-updates,foreign-policy"
pants-fire,Recent solar energy policies in Georgia have resulted in rate hikes and did not result in solar becoming any more economically viable.,energy
half-true,Not one tax has been raised since Ive been governor.,taxes
true,A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.,"federal-budget,foreign-policy"
half-true,The average American is working through the month of May just to pay off the government.,taxes
half-true,"I can put 10,000 people to work. Electricians, plumbers, sheet metal workers -- by retrofitting all of the state buildings for energy independence or efficiency.",energy
true,Exporters are using a federal loophole to deceptively sell products made from cat and dog fur to U.S. consumers.,trade
true,The city of Atlanta has either the highest or second-highest average water bills in the country.,"taxes,water"
barely-true,"Mitt Romneys and Bain Capitals profits from KB Toys, which later went out of business, were described by the Boston Herald as disgusting.","candidates-biography,message-machine-2012"
false,On an earmark moratorium.,federal-budget
false,Milwaukees problems include 52 percent black male unemployment.,"economy,jobs"
barely-true,Rob Cornilles has disputed for two years a news story that said he said he would cut Social Security and Medicare programs before trimming the U.S. defense budget.,"medicare,social-security"
false,Job growth in the United States is now at the fastest pace in this countrys history.,"economy,jobs"
true,Says he was known as Veto Corleone for cutting spending as Florida governor.,state-budget
true,On how to respond to Puerto Ricos debt crisis.,"debt,deficit"
false,Says hes never asked for more than inflationary budget increases in his 10 budgets as Milwaukee County sheriff,"county-budget,criminal-justice"
barely-true,"Under New York Mayor Bill de Blasio, homicides are up by 20 percent, and subway delays have soared 45 percent.","crime,transportation"
mostly-true,And delivered more tax relief than the other Republicans combined.,taxes
pants-fire,Says President Obama has waived the work requirement for welfare.,welfare
true,Ninety-seven percent of the time. Thats how often Mark Warner votes with President Obama.,"message-machine-2014,voting-record"
barely-true,Says Rick Perry is a 25-year incumbent.,"candidates-biography,job-accomplishments"
mostly-true,"Says an array of statistics show that conditions in some parts of Baltimore rival that of the West Bank in Palestine, North Korea, and distressed cities in Nigeria, India, China and South Africa.","poverty,public-health"
half-true,"The House passed a pay-as-you-go rule that said, ""If you wanted to have an investment, an entitlement, etc., you had to pay for it.""","federal-budget,stimulus"
mostly-true,U.S. debt is now equal to 100 percent of the GDP.,"deficit,federal-budget"
barely-true,Tom Ganley supports a 23 percent national sales tax that would raise taxes on the middle class while giving a huge tax break to millionaires like himself.,taxes
true,Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions,transparency
barely-true,"Says you can buy four light bulbs for $1.99 at Walmart, while a single compact fluorescent lamp (CFL) costs $10 a pop.","energy,market-regulation"
mostly-true,"(Jeb) Bush, not the State of Florida, decided which private emails to disclose.",transparency
true,History tells us that job growth always lags behind economic growth.,economy
mostly-true,Bill Howell has been the consistent force behind every major tax increase in Virginia in the last decade.,"taxes,voting-record"
true,We spend three times more on entitlements and debt services than we do on defense.,"federal-budget,social-security"
false,The Governor did not consult members of his own party before he released his [transportation] plan.,transportation
false,Ohio has lost more population than every other state in the country except for two.,economy
half-true,Gov. Rick Perry has overseen the highest Texas unemployment in 22 years.,economy
false,On support for the auto bailouts.,"congress,transportation"
mostly-true,"Ed Gillespies 2006 book promoted an individual health care mandate, and recommends that it be enforced by the IRS through the income tax code.","medicaid,taxes"
half-true,Says he helped to draft parts of the Dodd-Frank Wall Street reform bill.,"congress,financial-regulation"
true,Says income tax rates under Eisenhower were as high as 90 percent.,taxes
mostly-true,American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs.,"economy,housing"
barely-true,Said former U.S. Ambassador to Kenya Scott Gration was forced to resign two years ago because of his personal use of emails.,"ethics,transparency"
barely-true,If you have ever visited Nashville or Washington D.C. you will see MANY names and initials carved into ... desks.,government-efficiency
