label,statement,subjects
pants-fire,"Shes voted for 60 tax increases, hurting the middle class and small businesses.",taxes
barely-true,"Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation","small-business,taxes"
barely-true,America is one of the highest-taxed nations in the world.,taxes
half-true,"As governor of Arkansas, I cut taxes and fees almost 100 times, saving the taxpayers almost $380-million. I left a surplus of nearly $850-million.",taxes
half-true,I havent raised taxes in the time Ive been the governor of New Jersey.,taxes
mostly-true,Gov. Maggie Hassans budget proposal raises taxes on small businesses and increases taxes and fees by $100 million.,"state-budget,taxes"
half-true,Democrats are kind of falling over each other seeing who can raise taxes faster. It looks like they're going to raise taxes anywhere between 20 to 30 percent.,taxes
true,Trump proposed enacting the largest tax increase in American history.,"candidates-biography,taxes"
half-true,"Kim Myers voted repeatedly to raise taxes on the people of Broome County, but made millions off of tax savings when her family business relocated its headquarters.",taxes
barely-true,Says real estate taxes were put in place to pay for Obamacare.,"health-care,taxes"
barely-true,We do not want to raise anybodys tax rates. Thats never been on the table.,"taxes,abc-news-week"
barely-true,Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code.,taxes
true,"In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.","abortion,taxes"
false,"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share",taxes
false,Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.,"candidates-biography,taxes"
mostly-true,Says Ohio law gives tax breaks to rich people who own private jets.,"state-budget,taxes"
true,Says New Hampshire has the third-highest property tax in the country.,"corrections-and-updates,taxes"
true,"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",taxes
true,Americans spend 6.1 billion hours a year on tax preparation.,taxes
mostly-true,"In first week as governor, Tim Kaine proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year.",taxes
half-true,"Mitt Romneys pledged to protect (oil companies) record profits and their billions in special tax breaks, too.","energy,taxes"
half-true,The FCCs net neutrality policy includes whatis essentially a massive tax increase.,"taxes,technology"
barely-true,Says six studies verify that the math adds up for Mitt Romneys tax plan.,taxes
false,"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",taxes
true,Says 51 percent of federal tax filers paid zero federal income tax.,taxes
mostly-true,Says businesses pay roughly 60 percent of taxes in Texas.,"state-budget,taxes"
half-true,Says Arizona congressional candidate Ray Strauss is a Champion of Big Government for his votes to raise taxes while on the local city council.,taxes
true,Says Oregon is near the top or at the top of the list when it comes to capital gains tax,"state-budget,taxes"
pants-fire,Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,"elections,taxes"
half-true,David Perdue said hed raise taxes.,taxes
barely-true,The IRS will have the ability potentially to deny or delay health care.,"health-care,taxes"
true,"For the average middle-class family, your taxes today are lower than when I took office.","job-accomplishments,taxes"
mostly-true,Says the United States has the highest corporate tax rate in the world.,"corporations,taxes"
half-true,Not one tax has been raised since Ive been governor.,taxes
half-true,The average American is working through the month of May just to pay off the government.,taxes
true,The city of Atlanta has either the highest or second-highest average water bills in the country.,"taxes,water"
mostly-true,And delivered more tax relief than the other Republicans combined.,taxes
barely-true,Tom Ganley supports a 23 percent national sales tax that would raise taxes on the middle class while giving a huge tax break to millionaires like himself.,taxes
mostly-true,Bill Howell has been the consistent force behind every major tax increase in Virginia in the last decade.,"taxes,voting-record"
mostly-true,"Ed Gillespies 2006 book promoted an individual health care mandate, and recommends that it be enforced by the IRS through the income tax code.","medicaid,taxes"
true,Says income tax rates under Eisenhower were as high as 90 percent.,taxes
half-true,Wisconsin is one of the highest taxed states in the nation.,taxes
half-true,Gwinnett County government has made significant cutbacks in staffing.,"county-budget,taxes"
true,Americans spend 6.1 billion hours a year complying with tax law. It costs us $163 billion to comply with our tax laws annually.,taxes
true,Says hes signed a pledge not to raise taxes four times.,taxes
mostly-true,Mike Huckabee raised taxes on dog groomers!,taxes
barely-true,I've traveled the country advocating for the FairTax ...,taxes
true,"Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.",taxes
barely-true,Says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class.,taxes
barely-true,"Last week Senator Obama's running mate said, get this, 'Raising taxes is patriotic.' ",taxes
false,"When the United States ""first created the federal income tax, frankly, nobody below a million dollars a year paid anything.""","history,taxes"
barely-true,"John McCain offers ""billions in tax breaks for oil and drug companies, but almost nothing for families like yours.""",taxes
pants-fire,"Sen. Sherrod Browns vote helped pass Barack Obamas job-killing health care law, which slapped small businesses throughout Ohio with a $500 billion tax increase.","health-care,taxes"
false,"On tax inversions, the Wall Street Journalsurprisingly attacked this tax scheme.",taxes
pants-fire,2014 Federal Tax Refunds To Be Delayed Until October 2015.,taxes
false,"Dan Gecker voted to double vehicle registration fees, costing (Chesterfield) county residents over $6 million annually.","county-government,taxes"
pants-fire,"The working tax cut created over 40,000 new jobs in just the last four years.",taxes
false,Weve got more revenue than we ever have.,"economy,taxes"
true,The Florida Legislature raised taxes and fees by almost $2 billion in the 2009 session.,"economy,taxes"
false,"I have had to fill out FEC reports for the past six years now, and theyre much more detailed than a tax return...",taxes
mostly-true,Fifty percent of Speaker Gingrichs tax plan goes to the top 1 percent.,"new-hampshire-2012,taxes"
mostly-true,Says the state tax burden per citizen in New York is twice as high as in Florida.,"economy,taxes"
mostly-true,Says New Jersey is 50th in return of our federal tax dollars.,"states,taxes"
barely-true,"Says someone earning $50,000 a year will fare better under his 9-9-9 plan than under the current tax system.",taxes
false,"Says the Internal Revenue Service estimated it must hire 16,500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul.","health-care,taxes"
true,The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent.,"income,taxes"
mostly-true,"John McCain ""voted against the Bush tax cuts, both times.""",taxes
barely-true,"Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, didnt pay taxes","income,taxes"
barely-true,Says families now pay out 40 percent of their income to taxes.,"income,taxes"
false,A 5-cent charge on paper bags is a tax.,"environment,taxes"
barely-true,"Obama ""says he'll raise taxes on electricity.""",taxes
mostly-true,Florida has the third most-regressive tax structure.,"poverty,taxes"
false,The 9-9-9 plan does not raise taxes on those that are making the least.,"poverty,taxes"
false,Clayton County offers the lowest operating millage rate in Metro Atlanta.,taxes
true,"Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.",taxes
false,"Should Democrats get their way, every income tax bracket will increase on Jan. 1, 2011. Every single one.",taxes
false,Jeanne Shaheen was principally involved in a plot with Lois Lerner and President Barack Obamas political appointee at the IRS to lead a program of harassment against conservative nonprofit groups during the 2012 election,"government-regulation,taxes"
barely-true,Currently we have some 40-45% of Americans who are not paying any taxes.,taxes
mostly-true,"Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",taxes
half-true,"Independent analysts found that Trumps tax plan, given to the wealthy and big corporations, would rack up $30 trillion in debt.","debt,taxes"
true,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,"county-budget,taxes"
mostly-true,About two-thirds of all consumption is services. . . It was just the opposite when the sales tax was enacted in the 30s.,"state-budget,taxes"
barely-true,"As state Commerce secretary, Mary Burke drafted, sponsored and promoted budgets that raised taxes by billions, created high structural deficits and raided funds to finance huge spending hikes.","state-budget,taxes"
false,"In my years in the State Legislature, I have never voted for a tax increase.","message-machine-2012,taxes"
barely-true,"Barack Obama promises higher taxes on ""the sale of your home.""",taxes
mostly-true,We will not ask for a tax increase to run city government.,"education,taxes"
barely-true,Tim Kaine broke a campaign promise not to raise taxes.,"state-budget,taxes"
true,Says that Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.,"income,taxes"
true,Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him.,taxes
mostly-true,Says Charlie Crist raised taxes on the middle class by $2.2 billion.,taxes
barely-true,"Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""",taxes
true,"Says Mitt Romney is proposing a tax cut that gives an average of $250,000 to every millionaire in this country.",taxes
true,Says the Multnomah County Library system is the second busiest in the nation.,taxes
false,"Every time weve cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, its been damaged.","economy,taxes"
true,Pat Toomey advocated for eliminating all corporate taxes.,taxes
true,Republicans in Congress refuse to list a single tax loophole they are willing to close.,"federal-budget,taxes"
true,"We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.","stimulus,taxes"
false,Property taxes are now 18% higher than when(Mark Sharpe)first took office.,taxes
true,What happens is people like Warren Buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.,taxes
false,Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,"small-business,taxes"
true,"Ronald Reagan raised taxes in 1982, 1984, 1985, 1986 and 1987.","deficit,taxes"
mostly-true,"Thanks to our reforms, the average family will have an extra $322 to spend.","state-budget,taxes"
true,"When oil and gas prices sent state revenues up, Palin sent ""a large share of that revenue directly back to the people of Alaska.""",taxes
half-true,"If we dont spend money on a pier, then that money does wipe into the general funds of the city or the county, and if you send it to the county, you never see it again.",taxes
mostly-true,(Strickland) raised taxes last year to the tune of $840 million.,taxes
mostly-true,"While in the Illinois Senate, Barack Obama passed ""tax cuts for hard-working families.""",taxes
true,Some politicians want to put new taxes on a lot of groceries.,taxes
mostly-true,Republicans approved 12 times larger tax breaks for people making over 350 grand than for the average middle-class person.,"state-budget,taxes"
mostly-true,"Forty aides who serve President Barack Obama owe $333,485 in back taxes.",taxes
barely-true,Sen. McCain's economic plan gives nearly $4-billion in tax breaks to the oil companies but doesn't provide any tax relief to more than 100-million middle-class families.,taxes
half-true,"The 30 percent tax rate called for under President Barack Obamas proposed Buffett Rule is lower than the prescribed tax rate for millionaires already -- not just for millionaires, for people making over $200,000.",taxes
false,Says Damascus disincorporation would produce NO significant tax savings.,taxes
false,"Loranne Ausleys a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors.","message-machine,taxes"
barely-true,McCain supports tax breaks for companies that ship jobs overseas.,taxes
mostly-true,"Extending current tax rates would average more than $100,000 a year to millionaires and even billionaires.","taxes,abc-news-week"
pants-fire,Democrats are poised now to cause this largest tax increase in U.S. history.,taxes
barely-true,"Says U.S. Rep. Tammy Baldwin, a candidate for Senate, supports raising taxes by $858 billion.","message-machine-2012,taxes"
barely-true,"Obama's plan to raise the capital gains tax ""hurts the middle class.""",taxes
true,"By the end of this budget Im in right now, taxes will have been cut $4.7 billion in my state.","job-accomplishments,taxes"
true,"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.",taxes
true,"Were spending $12,000 bucks a kid a year in the school system.","education,taxes"
false,Says the states budget shortfall is not that much different than it was in 2003.,"state-budget,taxes"
mostly-true,Says middle-class New York State residents will have the lowest tax rate in 70 years.,taxes
half-true,My plan offers three times as much tax relief to the middle class as Senator McCain's.,taxes
half-true,"Under Obama's tax plan, ""95 percent of you will get a tax cut.""",taxes
true,There was no surge in 501(c)(4) applications in 2010.,taxes
false,"Says that under his tax plan, no matter where you are in the stratosphere, youre going to be getting a tax cut.",taxes
pants-fire,Says Wisconsin Gov. Scott Walkers budget calls for raising property taxes by nearly $500 billion.,"state-budget,taxes"
half-true,Says tax revenues are the lowest they have been since World War II.,taxes
half-true,The health care bill has six years of costs against 10 years of tax revenue.,"health-care,taxes"
half-true,I will keep taxes low and cut them where I can. My opponent will raise them.,taxes
half-true,Gubernatorial candidate Maggie Hassan supported 33 tax and fee increases as Senate Majority Leader.,taxes
half-true,One out of four corporations doesnt pay a nickel in (federal income) taxes.,taxes
barely-true,"Obama creates new tax on Christmas trees, fees get passed on to consumers.","agriculture,taxes"
mostly-true,"Obama says McCain went to Bermuda and ""pledged to protect tax breaks for American corporations that hide their profits offshore.""",taxes
pants-fire,"The administration raises revenue for nationalized health care through a series of new taxes, including a light switch tax that would cost every American household $3,128 a year.",taxes
false,"When the New Hampshire Legislature raised the gasoline tax, gas prices in the state were skyrocketing.","energy,taxes"
pants-fire,Says Mitt Romney did not pay taxes for 10 years.,"candidates-biography,taxes"
true,My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.,taxes
true,Says Multnomah County libraries are open 44 hours per week the lowest of any library in the four-county region.,taxes
true,"Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.",taxes
half-true,Brookhaven homeowners pay hundreds of dollars less in property taxes compared with owners of the same-value homes in unincorporated DeKalb County.,taxes
false,The American people spoke pretty loudly. They said stop all the looming tax hikes....,taxes
true,"There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this.",taxes
false,Hillary Clinton and Barack Obama want to raise taxes on all income brackets.,taxes
half-true,"Says U.S. Senate rival Tommy Thompson wants to give a new $265,000 tax cut to millionaires like himself while raising taxes on the middle class.","message-machine-2012,taxes"
barely-true,We cut property taxes by one-third in the state of Texas while Ive been governor.,"new-hampshire-2012,taxes"
mostly-true,"Huckabee ""was one of the highest taxing governors that we had in this country and rivaling Bill Clinton in terms of the Cato ratings.""",taxes
pants-fire,"Obama would ""experiment with socialism.""",taxes
barely-true,"Says Hillary Clinton voted to raise taxes on workers earning as little as $41,500.",taxes
mostly-true,Says Chris Christie inherited the highest taxes in America and the worst unemployment in the region.,"jobs,taxes"
mostly-true,We were able to provide $428 million worth of property tax relief.,"state-budget,taxes"
mostly-true,"Wisconsins state budget is almost twice as large per person as the state budget of Texas, and even after billions in tax cuts, Wisconsins working families and businesses remain subject to a heavy tax burden.","state-budget,taxes"
false,"Says CNNs Wolf Blitzer was wrong to say that the wealthiest Americans, they pay the most in taxes already -- 50 percent of Americans dont even pay any federal income tax.",taxes
pants-fire,Bernie Sanderss plan is to raise your taxes to 90 percent.,taxes
mostly-true,"Never once did they (House Republicans) actually cut spending or reduce the state budget. Even when they cut taxes in 2005, they increased spending. They never paid for their tax cuts.","state-budget,taxes"
pants-fire,I am the only candidate who ran in either the Democratic or the Republican primary who said from the very beginning (that) I will not raise taxes on the middle class.,"income,taxes"
half-true,John Boozman is excited about putting a 23 percent national sales tax on everything you buy.,"message-machine,taxes"
mostly-true,"The federal government owns 30 percent of the land in the 50 states, or about 650 million acres.","federal-budget,taxes"
false,The New York Times writes this long story about Donald Trumps tax returns but didnt point out there was no wrongdoing until paragraph 18.,"candidates-biography,taxes"
pants-fire,"No Republicans voted for recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. These taxes were all passed under Obamacare.","health-care,taxes"
true,"The top 1 percent of income earners pay 40 percent of all state income taxes, and those at the bottom pay little or nothing.",taxes
true,"Amiddle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.",taxes
barely-true,Recommendations for a major tax overhaul for Georgia are an overall tax hike.,taxes
mostly-true,Odd fact for odd draft: No. 2 overall pick will earn more than the No. 1 pick due to no state tax in Florida. So 2 not so bad.,"sports,taxes"
half-true,Tim Kaine proposed over $6 billion in tax increases from the time he entered the governors mansion until the time he left.,"state-budget,taxes"
half-true,Says Richard Devlin raised your taxes by $1 billion in a single day.,taxes
false,Says in Newark were paying 80 percent of the school budget from local property taxes.,"education,taxes"
half-true,The Fair Tax proposal encourages innovation and investment level the playing field for American companies to compete globally.,taxes
barely-true,Says the Simpson-Bowles deficit reduction proposal urged raising $2 trillion in new revenue.,"federal-budget,taxes"
false,Says he has a track record of not raising taxes.,taxes
mostly-true,"Right now, we have the lowest gas tax of anywhere in the country.","taxes,transportation"
mostly-true,Providence has amongst the highest tax rate(s) in the entire country.,taxes
barely-true,Says Democratic state Sen. Jim Holperin voted against a property tax freeze in 2009 and then voted for a $1.5 billion property tax hike.,"state-budget,taxes"
mostly-true,"Our debt now is about $140,000 per household.","debt,taxes"
mostly-true,"One man (New Castle, Del., County Executive, Chris Coons) thought property taxes should be hiked almost 50 percent.","message-machine,taxes"
half-true,Says proponents of a bond package for the Austin school district say the district has the second-lowest bond tax rate among the Central Texas area school districts.,"education,taxes"
false,[Eighty-five percent] of the funds collected in each county will be redistributed elsewhere -- not spent in the county in which it is collected.,"taxes,transportation"
half-true,Says Mitt Romney has put forward a plan that would cut taxes for millionaires while raising them for the middle class.,taxes
barely-true,"Says Romney tax plan could take away middle-class deductions for child care, mortgages and college tuition.","message-machine-2012,taxes"
true,Americas wealthiest 25 percent pay 86 percent of total income taxes. Wealthiest 5 percent pay 60 percent of total income taxes.,taxes
half-true,Most of the Bush tax cuts went to people in the top 3 percent of this country.,taxes
true,"If voters agree in November to approve a one-cent sales tax increase, that will give ""Hillsborough County the highest sales tax of all Florida counties.""","taxes,transportation"
half-true,"As governor, Mike Huckabee supported higher income taxes, sales taxes, gas taxes, grocery taxes, tobacco taxes, beer taxes, Internet taxes, nursing home bed taxes.",taxes
false,I didnt raise taxes once.,taxes
barely-true,Oregon is spending $10 million advertising Obamacare with ads that dont even mention the program and how to enroll in it and that dont mention the word insurance.,taxes
half-true,Its estimated we leave somewhere north of $350 billion a year - thats billion - a year on the table uncollected because IRS doesnt have the resources.,"government-efficiency,taxes"
mostly-true,The United States currently has the highest corporate tax rate in the world.,"corporations,taxes"
mostly-true,Weve got the highest corporate tax rate in the world.,taxes
true,Says the top 20 percent of income earners pay nearly 70 percent of all federal taxes.,taxes
true,Senator McCain voted against the Bush tax cuts. Now he's for them.,taxes
false,Right now were the highest taxed country in the world.,taxes
half-true,On tax breaks for businesses,taxes
mostly-true,"Barack Obama ""cut taxes for working families.""",taxes
half-true,"The Democratic health care bill will ""collect higher taxes for 10 years and provide health care for only six years.""","health-care,taxes"
false,The IRS is going to be in charge of our health care.,"health-care,taxes"
half-true,"You've got a building in the Cayman Islands that supposedly houses 12,000 corporations. That's either the biggest building or the biggest tax scam on record.",taxes
pants-fire,Says Marilinda Garcia supports $150 billion in new taxes.,"economy,taxes"
mostly-true,"Virginia is headed towards another surplus this year, unlike most states.","state-budget,taxes"
pants-fire,Says our taxes have doubled with Rick Perry in office.,taxes
mostly-true,Travis County now has the highest urban county tax rate in Texas.,taxes
false,"For the new state budget, ""Floridians have sent us $3 billion less of their funding.""","state-budget,taxes"
mostly-true,"During the Reagan era, ""the richest Americans had their top income tax rate cut in half.""",taxes
false,"Rubio's tax swap proposal ""would have been a massive tax increase.""","candidates-biography,taxes"
half-true,Our tax code is so complicated it extracts $140 billion in extra tax preparation costs every year - one thousand dollars for every American family.,taxes
half-true,"...some of those (tax increases) were either court-ordered, or they were voted on by the people and approved by the people for (such) things as roads.",taxes
barely-true,"Mike Madigan made a fortune on tax appeals Saving his friends millions... Its an inside game played by people like Merry Marwig, Madigans hand-picked candidate. When Marwig thought her property taxes were too high she got them lowered at your expense. Saved so much she did it again. Marwig and Madigan: Profiting from the same corrupt system.",taxes
true,Tennessees grocery tax is one of the highest in the nation.,taxes
false,"The 48, 49 percent that supports President Barack Obama are people who pay no income tax.",taxes
half-true,"In Florida, for eight years we cut taxes every year, totaling $19 billion.","state-budget,taxes"
pants-fire,"Under Obama's budget plan, families making over $250,000 are going to lose their mortgage deduction, their charitable deductions.",taxes
barely-true,"Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.","health-care,taxes"
half-true,"The Greenlight Pinellas 1-cent sales tax is permanent, we never get to vote on this again.","taxes,transportation"
mostly-true,"The average person only pays about $1,800 in state taxes which is the lowest of all 50 states.",taxes
pants-fire,Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. Its a tax shift.,taxes
mostly-true,"Under Ted Cruzs tax plan, businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.",taxes
barely-true,"A new federal program provides subsidized ""Obama phones"" with 70 free minutes of cell phone service every month.","poverty,taxes"
half-true,Not one penny of (Californias Prop 67) bag ban tax goes to the environment.,"environment,taxes"
false,We worked together to enact ... the largest tax cut in Florida history.,taxes
false,Bill Nelson actually voted in favor of higher taxes 272 times.,taxes
false,"We have ten different tax brackets and if youre making $9,000, youre already in the top tax bracket.",taxes
true,Says he has never voted for raising taxes.,"candidates-biography,taxes"
half-true,"After merging with Tim Hortons of Canada, Burger King is not moving. Our headquarters will remain in Miami and (we) will continue to pay all of our federal, state and local U.S. taxes.","corporations,taxes"
true,"A far different picture from the prior eight years, which saw 115 increases in taxes and fees.",taxes
barely-true,"In 2001, former Federal Reserve chairman Alan Greenspan ""justified increasing spending and cutting taxes, saying that we didn't really need to pay down the debt.""","federal-budget,taxes"
false,I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.,taxes
true,Says half the Americans dont pay any income taxes.,taxes
false,The top 1 percent of income-earners pay about 40 percent of all taxes into the federal government.,"federal-budget,taxes"
pants-fire,You must list all your guns on your 2010 tax return.,"guns,taxes"
half-true,"Under Gov. John Kasichs budget proposal, the top one percent in Ohio will pay $10,000 less in income tax each year, but Ohios working and middle class families will pay more.","state-budget,taxes"
false,George Allencast the deciding votefor the 2003Bushtax cuts.,"taxes,voting-record"
false,Says Oregons political tax credit is something every state should have and no other state does.,taxes
barely-true,Obama has proposed 442 tax hikes since taking office.,taxes
true,"New Jersey has the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.",taxes
barely-true,I said no to higher taxes and fees.,"candidates-biography,taxes"
true,"The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.",taxes
barely-true,If Gov. Romneys plan goes into effect the average senior would have to pay $460 a year more in tax for their Social Security.,"social-security,taxes"
mostly-true,The richest 1 percent of America will get a bigger tax cut through this bill than the family income of the average family here in Central Texas.,taxes
mostly-true,The United States already has the highest corporate tax rate in the world.,"corporations,taxes"
mostly-true,"On taxes, President Barack Obama wants to raise the top rate to 44.8 percent.",taxes
mostly-true,Weve seen property taxes go down for the first time in 12 years on a median valued home.,taxes
mostly-true,"Says President Barack Obama initially said the national health-care mandate isnt a tax, but his administration now says it is a tax.","health-care,taxes"
false,"Sen. Obama wants to ""enact the single largest tax increase since the Second World War.""",taxes
mostly-true,"Says that data from the Center on Budget and Policy Priorities suggest that the Texas budget gap is worse than New Yorks, about as bad as Californias, but not quite up to New Jersey levels.","state-budget,taxes"
half-true,Says he cut 'tax rates five times',"message-machine,taxes"
mostly-true,Americans now spend 100 days out of the year working for government before we even start working for ourselves.,taxes
true,The U.S. would gainrevenue by cutting personal income tax rates in half and ending tax breaks.,"deficit,taxes"
false,"Were the seventh highest taxed state in America. And thats not just state, its local as well.",taxes
barely-true,Estimates say individuals who escaped these high tax states have taken with them around $2 trillion in adjusted gross income.,taxes
mostly-true,"The Baucus health care bill would require taxes on medical devices such as X-ray machines, female condoms, HIV tests and surgical needles.","health-care,taxes"
true,"Taxpayers earning $1 million pay an effective tax rate that is about four times what taxpayers earning $100,000 pay.",taxes
barely-true,"Health proposal would create a ""40% tax on health care benefits of middle-class workers.""","health-care,taxes"
half-true,Says Mitt Romney pays less tax than the guys who installed his car elevators.,taxes
false,Democrats do not have a plan for extending the Bush tax cuts.,taxes
half-true,Tax dodging costs developing countries $200 billion every year.,"legal-issues,taxes"
mostly-true,There are polls showing right now that the American people for the most part think its a bad idea to provide tax cuts to the wealthy.,taxes
true,Five percent of Americans pay over half the income taxes in this country. Forty percent of Americans pay no income taxes at all.,taxes
mostly-true,There are no tax increases in this debt limit bill. Period.,"federal-budget,taxes"
true,(Ronald Reagan) raised taxes a billion dollars in his first year as governor of California.,taxes
pants-fire,"Small businesses that have $250,000 in gross sales for the business. Theyre the ones that are looking at massive tax increases.","small-business,taxes"
half-true,"Raising taxes on investment income has actually lowered the revenue received from the tax, while cutting capital gains tax rates has increased revenue.",taxes
half-true,Using a surcharge on the cigarette tax to help pay for a new downtown sports arena is not feasible under state law.,taxes
false,Were the most highly taxed nation in the world.,taxes
true,Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.,"education,taxes"
half-true,"When we lower tax rates, we generate more in revenues. That happened in 86 with the Reagan plan, happened in 2001, following the Bush plan.","federal-budget,taxes"
mostly-true,"Bill Heller raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids.","message-machine,taxes"
barely-true,Says Matt Bevin has repeatedly failed to pay his taxes.,"ethics,taxes"
half-true,A construction worker whos making $50 or $60 grand a year shouldnt be paying higher tax rates than the guy whos making $50 million a year. And thats how its working right now.,taxes
half-true,You cant raise taxes in Ohio. We are one of the highest taxed states in the country.,"message-machine,taxes"
barely-true,"Democratic tax hikes led $70 billion of wealth to leave New Jersey between 2004 and 2008, and mainly relocate to Florida, North Carolina, Virginia and Pennsylvania.",taxes
half-true,Says New Hampshire had the fourth-lowest unemployment rate in the country during Maggie Hassans time in the state Senate.,"jobs,taxes"
half-true,The annual cost of free tax credits alone paid to illegal immigrants quadrupled to $4.2 billion in 2011.,"immigration,taxes"
mostly-true,We created a flat tax in the state of Utah.,taxes
