label	statement	subjects
True	Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer	health-care
True	One in four Texans lacks health insurance, the highest proportion in the nation.	health-care,pundits
False	On repeal and replace of federal health care reform.	health-care
False	U.S. Rep. Patrick Murphy voted to allow members of Congress to receive taxpayer-funded health care for life.	congress,health-care
False	There's no rationing in any of these bills.	health-care,abc-news-week
False	Obamacare puts the federal government between you and your doctor.	health-care
True	The health care bill has six years of costs against 10 years of tax revenue.	health-care,taxes
True	Obama put a 10 percent tax on tanning.	health-care
True	Obamacare passed by just one vote in the Senate. It wouldnt have passed without Mark Warners vote.	health-care,voting-record
True	Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP say that health reform makes sense to do.	health-care
False	Says Betty Sutton and House Democrats gutted Medicare by $741 billion to pay for Obamacare.	health-care,medicare
False	Romneycare is a top-down, government-run health care system.	health-care
False	Over 214,000 doctors opt out of Obamacare exchanges.	health-care
True	"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit."""	health-care,state-budget
True	House Speaker Nancy Pelosi said this week that the Democrats have to pass their terrible health care bill so that the American people can actually find out what's in it.	health-care
False	The health care reform bill would make it mandatory absolutely require that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner.	health-care
True	Says Texas is last in mental health expenditures.	health-care,pundits
False	"The federal health care plan ""costs Texas taxpayers $2.4 billion per year."""	health-care,state-budget
True	Medicare has at least $80 billion worth of fraud a year. That's a full 20 percent of every dollar that's spent on Medicare goes to fraud.	health-care,medicare
True	There were more people at the Air and Space Museum than at a rally against the health care bills.	health-care,pundits
False	We spend almost twice as much per capita on health care as do the people of any other country.	health-care
False	The health care law reduces the number of uninsured in America by 3 percent for how much money? $2 trillion.	federal-budget,health-care
True	When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now.	health-care
False	Says Texas has the most uninsured people of any state -- 6 million.	health-care
True	Says health insurance premiums will rise under Obamacare.	health-care
True	On day one, six people were able to sign up for health insurance through the federal marketplace.	health-care
True	Says President Barack Obama made unilateral changes to Obamacare 38 times.	health-care
False	Under Ryan plan,those 54 and younger would receive the same kind of healthcare options now enjoyed by members of Congress.	health-care,medicare
False	The administration has issued rules for $1 abortions in ObamaCare and requires all persons enrolled in insurance plans that include elective abortion coverage to pay an abortion premium.	abortion,health-care
True	Teddy Roosevelt first called for (health care) reform nearly a century ago.	health-care
False	Says Suzanne Bonamici supports the $500 billion cut to Medicare passed last year.	health-care,medicare
True	Preventive care coverage under the Affordable Care Act has already helped Granite Staters save money and live healthier lives.	health-care
True	She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.	health-care
False	"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you."""	health-care
False	Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.	abortion,health-care
True	Said state insurance commissioner candidate Ralph Hudgens fights hard to strip women of life-saving coverage such as mammograms.	health-care,women
True	The costs of cancer and all affiliated issues are over $20 billion a year to this state.	health-care
False	Health care reform: Everything about it is going to raise costs, raise taxes and lower the quality of health care.	health-care
True	ObamaCare will use your tax dollars to provide free Viagra to convicted rapists and registered sex offenders.	health-care
True	Every new Republican member of the U.S. Senate said they will vote to repeal and replace Obamacare.	health-care
False	Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.	health-care,medicare
True	"Sixty-two percent of all personal bankruptcies are ""caused by medical problems."""	bankruptcy,health-care
True	Just remember this: the presidents health care bill put 30 million people on health care rolls that werent there before.	health-care
False	Says 15,000 IRS employees have to be added to administer ObamaCare and look at the tax implications.	health-care
False	According to recent reports, a group of death panels organized under Obamacare ordered their first execution.	health-care
False	According to the CDC, 110 million Americans now have a sexually transmitted illness.	health-care,public-health
True	Medicare does just as good, if not better, at keeping people healthy as Medicare Advantage.	health-care,medicare
False	"The Democratic health care plan is a ""government takeover of our health programs."""	health-care
False	The fact that Rick Scott is running for governor as a 'reformer' would be funny if it wasn't so outrageous. This is a man who barely escaped imprisonment.	candidates-biography,health-care
False	For the first time in U.S. history, a personal inaction will be deemed unlawful -- not purchasing a health-insurance plan	health-care
True	For people with insurance, the only impact of the health care law is that their insurance is stronger, better and more secure than it was before. Full stop. Thats it. They dont have to worry about anything else.	health-care
False	Says Donald Trump supports an agenda out there to privatize the Veterans Affairshealth care system.	health-care,veterans
False	All of the records, as far as I know, about what we did with health care, those are already available.	health-care
False	As has been noted by many observers, including Bill Clinton's former secretary of labor, my plan does more than anybody to reduce costs.	health-care
True	The public option is not funded with public money. It's funded with private insurance premiums.	abortion,health-care
False	Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.	health-care
True	Because of Barack Obama 32 million new people will have healthcare.	health-care,message-machine-2012
True	After Massachusetts passed a mandatory health insurance law their mortality rate went down...it saved lives.	health-care,medicaid
True	Two-thirds of the top-rated hospitals in Florida were our hospitals.	health-care,message-machine
True	The lifespan of the average American is less than that of people in nations that spend far less (on health care). ... To put it bluntly, we spend more and die sooner.	health-care
False	No Republicans voted for recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. These taxes were all passed under Obamacare.	health-care,taxes
True	Youve got more people wanting to go moose hunting in New Hampshire than want Obamacare.	health-care
False	We have more hospitals that are childrens hospitals than any other state in the union. 	health-care
True	Individuals with mental illnesses die an average of 25 years earlier than those without a mental illness.	health-care,medicaid
False	Says North Carolina Republican Senate candidate Thom Tillis called Obamacare a great idea.	health-care
True	Businesses will be required to certify to the IRS under penalty of perjury that Obamacare was not a motivating factor for cutting staff.	health-care,jobs
True	The health care bill cuts the deficit by over $1 trillion dollars.	federal-budget,health-care
False	"Obama ""only wants your children to have health insurance."""	health-care
True	A majority of the American people opposed the health care law when it was signed and still oppose it today.	health-care
True	"Health care reform plans being consided in Congress ""will finally reduce the costs of health care."""	health-care
False	The Massachusetts health care plan dealt with 8 percent of our population, far less than the 100 percent of American people affected by President Barack Obamas health care law.	health-care
True	Says proposed anti-abortion legislation would force women facing the most personal of health decisions to endure a transvaginal ultrasound.	abortion,health-care
True	Washing your hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu.	health-care
True	"Half of all personal bankruptcies in America ""are caused by medical bills."""	health-care
True	Before we even passed health care, 4 millions kids got health insurance that didnt have it before, through the Childrens Health Insurance Program.	families,health-care
True	"Barack Obama's health care plan ""would leave 15 million Americans out."""	health-care
False	The health care numbers are going up.	health-care,abc-news-week
True	400,000 Oregonians have gained access to health care through the Affordable Care Act.	health-care
False	20,000 Kansans lost their health insurance because of (Obamacare).	health-care,message-machine-2014
False	Warren Buffett recently said Scrap Obamacare and Start All Over.	health-care,pundits
True	In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.	health-care
False	Former Alaska Governor Sarah Palin was right that President Barack Obamas health care bill created what would, in effect, be death panels.	health-care
True	U.S. Senate candidate Michelle Nunn has avoided taking a stand on Obamacare.	health-care
True	Says when New Jersey adopted guaranteed coverage and cost provisions without a mandate individual health insurance market rates doubled or tripled and enrollment dropped from 180,000 people to 80,000 people.	health-care,states
True	It used to be that the only children at school who werent vaccinated were those who had true medical conditions. Now there are 19 states that allow personal belief exemptions.	health-care,public-health
True	In about three weeks over a half million Floridians are going to lose their coverage again through Obamacare.	health-care
True	Obamacare was patterned after (Mitt Romneys) plan in Massachusetts.	health-care
True	Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.	health-care,public-health
False	"Health reform will ""give every American the same opportunity"" to buy health insurance the way members of Congress do."	health-care
False	Says the health care law rations care, like systems in Canada and Great Britain.	health-care
True	In Massachusetts, half of the primary care doctors are not accepting new patients.	health-care
False	Says U.S. Rep. Steve Southerland voted himself health care for life.	elections,health-care
True	The fastest-rising expense in the U.S. Defense Department is health care.	health-care,military
False	Patrick Murphy voted for Obamacare in 2010, yet he reversed himself and voted to delay the employer mandate and the individual mandate.	health-care,voting-record
True	"Rick Scott's former health care company, Columbia/HCA, committed ""fraud."""	candidates-biography,health-care
False	A hidden provision in the health care law taxes sporting goods as medical devices.	health-care
False	I have not said that I was a single-payer supporter.	health-care
True	"The Democratic health care bill will ""collect higher taxes for 10 years and provide health care for only six years."""	health-care,taxes
False	The IRS is going to be in charge of our health care.	health-care,taxes
True	If you're over 65 years old in America today, you have no choice but to be in Medicare. Even if you want out of Medicare, you have to forfeit your Social Security to get out of it.	health-care
True	"Families are paying $900, on average, ""in higher premiums because of uncompensated care."""	health-care
False	"The economic stimulus bill created a council that's ""modeled after the national board that controls Britains health system."""	health-care,stimulus
True	Mr. President, multiple times from your administration there have come statements that Republicans have no ideas and no solutions on health care.	bipartisanship,health-care
True	There will be no public funding for abortion in this legislation.	abortion,health-care
False	They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.	health-care
False	We had a debate on whether ObamaCare was the way to go to fix up health care and the American voters said no -- emphatically.	health-care
True	8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.	health-care
True	Because of Obamacare peoples premiums ...are going up 35, 45, 55 percent.	health-care
False	In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.	health-care,voting-record
False	"The Baucus health care bill ""could be used to ban guns in home self-defense."""	guns,health-care
False	More people are losing their insurance (due to Obamacare) than are becoming newly insured.	health-care
True	Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.	health-care,supreme-court
False	Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.	health-care,taxes
False	Says Donald Trump is a guy who has called for privatization of the Veterans Administration.	health-care,veterans
True	Says six of the states 58 family planning centers had to close because of Gov. Chris Christies budget cuts.	health-care,women
False	"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them."""	health-care
False	Thanks to #ObamaCare, average E.R. wait in California is 5 hours.	health-care
True	Gwinnett Medical Center is operating in the negative, in part, because of illegal immigrants.	health-care,immigration
False	Says the new health care law delivers a $13 billion tax increase on families with special needs.	health-care
True	Repeal of Obamacare would take away health care for 10.3 million Americans who have received coverage since Oct. 1, 2013.	health-care
False	Says under the new health care law the patient-doctor relationship will be eliminated.	health-care
True	Says that Republicans bragged about how every bill was going to be paid for, right from the beginning and that the first vote, the repeal of health care reform, violated that rule.	health-care,voting-record
True	According to the Congressional Budget Office, as many as 20 million Americans could lose their employer-based insurance thanks to Obamacare.	health-care,workers
True	"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care."""	health-care
False	Usually it's about $900 a month to get health coverage. (Florida's program has) reduced that, on average, to about $150 a month.	florida,health-care
False	Americans increasingly want (the Affordable Care Act) to be repealed.	health-care,polls
False	Says the vaccine to prevent HPV can cause mental retardation.	health-care
False	Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.	education,health-care
False	Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.	health-care,medicaid
True	Says that under Mitt Romney, 89 million Americans could be denied coverage if they have a pre-existing condition.	health-care
False	Its a plan that incorporates ideas from many of the people in this room tonight Democrats and Republicans.	health-care
True	A million people could get health insurance right away if Texas expanded Medicaid under Obamacare.	health-care,medicaid
False	Medicare premium support backed by Republican vice presidential candidate Paul Ryan is not vouchers.	health-care,medicare
False	Congressman Nye voted against a bill which would have defunded the $5-10 billion the IRS needed toimplement health care legislation.	health-care
False	In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.	health-care
False	Even the employees union for the IRS -- the very people in charge of enforcing this law -- are begging to be let out from under this law.	health-care,unions
True	"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it."""	health-care
False	Under the health care law, everybody will have lower rates, better quality care and better access.	health-care
False	Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.	health-care,medicare
False	Health insurance companies deny 1 out of 5 treatments prescribed by doctors.	health-care
False	"In the House health care bill, ""Something like 2 percent of the people would [be] eligible even to get the public option."""	health-care
False	Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare $882-billion worth.	health-care
False	The health bill's plan for comparative effectiveness research would be used by the government to ration care.	health-care
False	Federal law requires that hospitals treat people whether or not they can pay. So someone (who) doesnt have health insurance -- they can go to the hospital and get free care.	health-care,new-hampshire-2012
False	Under the new health care law, the first person (a) patient has to go to is a bureaucrat. That is called a panel.	health-care,message-machine
