label,statement,subjects
half-true,On delaying a health care mandate on business.,"health-care,jobs"
true,"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""","candidates-biography,health-care"
true,Right now we are at 90 percent health insurance covered. Thats the highest weve ever been in our country.,health-care
barely-true,"Its costing every American who is insured $1,100 to pick up the cost of uncompensated care that goes on at the emergency room.",health-care
half-true,"Says Alison Lundergan Grimes supports Obamacare, which cuts $700 billion from seniors Medicare.","health-care,medicare"
mostly-true,Says some Georgians can get health insurance for $105 a month.,health-care
barely-true,"Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then, You took it out of your book.",health-care
false,We have over 300 state agencies. Forty-five of those agencies are related to health care.,health-care
false,The premiums on Medicares prescription drug program have fallen almost every year since it began.,"health-care,medicare"
barely-true,"Says any attempt to try to compare the Massachusetts health care law with the federal health care law is completely, intellectually dishonest. Governor Romney did not raise one tax in doing what he did.",health-care
mostly-true,Health insurance is more expensive in Massachusetts than anywhere else in the country.,"health-care,states"
pants-fire,"Sen. Sherrod Browns vote helped pass Barack Obamas job-killing health care law, which slapped small businesses throughout Ohio with a $500 billion tax increase.","health-care,taxes"
barely-true,"Says under the Affordable Care Act, New Jerseys new (Medicaid) enrollees wont qualify for the matching federal funds simply because we added them onto the rolls before 2014.","health-care,medicaid"
mostly-true,"When Jeb (Bush) was governor, his first four years as governor, his Medicaid program grew twice as fast as mine.","health-care,state-budget"
false,The $5 billion website for Obamacare never worked. Still doesnt work.,"government-efficiency,health-care"
false,"An amendment to the House health reform bill ""puts new restrictions on women's access to abortion coverage in the private health insurance market even when they would pay premiums with their own money.""","abortion,health-care"
true,"A shocking 20 veterans are committing suicide each and every day, especially our older veterans.","health-care,veterans"
true,The fastest-growing part of the Pentagons budget are health care expenses.,"health-care,military"
mostly-true,The two worst counties for (Medicaid) fraud in the country -- not state -- are Dade and Broward county.,"crime,health-care"
pants-fire,Sen. Hutchison abandoned Republicans and stood with Democrats to ensure health care legislation would pass quickly.,health-care
pants-fire,"Blue Cross new $90-million Providence headquarters ""was outfitted with $25 million in decor.""",health-care
pants-fire,I lost my health insurance and my doctor because of Obamacare.,health-care
true,Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals in 2014.,health-care
mostly-true,"Because of the health care law, by 2017, we will be funneling over $100 billion annually to private insurance companies.",health-care
false,"Says the Internal Revenue Service estimated it must hire 16,500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul.","health-care,taxes"
false,What they will do is socialized medicine.,health-care
true,Preventive care does not save the government money.,"health-care,pundits"
true,"With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program.",health-care
false,There is a Republican plan to end Medicare.,"health-care,medicare"
barely-true,Any government-run 'public' plan ... forces more employers to drop employee coverage due to rising costs and pay an additional 8% payroll tax for each worker.,health-care
false,The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,"health-care,medicare"
false,"Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.","health-care,workers"
mostly-true,Texas is LAST (50th) in spending for mental health care.,"health-care,state-budget"
pants-fire,"Says if Texas abortion measure passes, someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.","abortion,health-care"
barely-true,"Every 1 percent increase in the cost of health insurance today causes about 30,000 Georgians to be uninsured.",health-care
barely-true,The Obama administration offered no magic number of people that needed to sign up for health care on the marketplaces.,health-care
false,"A Medicaid provision added to the Senate health carereform bill ""is not a special deal for Nebraska.""",health-care
mostly-true,A majority of Americans still oppose this health care bill.,health-care
barely-true,"Florida's legal challenge of the federal health care bill is ""bipartisan.""",health-care
true,"The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers, serving as the middlewoman, if you will.",health-care
false,"President Barack Obama suggested on national TV that the Democratic health care bill will have government decide that a healthy, 100-year-old woman in need of a pacemaker should take a pain pill instead.",health-care
barely-true,"Every year in the United States between 3,000 and 4,500 severe vaccine reactions are reported to the Centers for Disease Control. Not mild reactions. Severe reactions that land somebody in the hospital, the intensive care unit or cause a permanent disability or death.","health-care,public-health"
false,"When the Milwaukee County mental health facility is full, cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that.","county-budget,health-care"
mostly-true,The vast majority of people in this country are keeping their (health insurance) plan.,"health-care,pundits"
barely-true,Kathleen Peters refuses to take a stand to repeal Obamacare.,health-care
half-true,"Health care reform ""requires the use of federal dollars to fund abortions through the government-run health plan.""","abortion,health-care"
false,"Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.","health-care,workers"
barely-true,Says Mark Pryor continues to insist that Obamacare is an amazing success.,health-care
barely-true,The folks in Washington are already forcing you to buy government health care.,health-care
true,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance.,health-care
pants-fire,Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with taxpayer-funded health care for life.,health-care
mostly-true,"Oregon families pay an extra $1,400 a year on higher insurance premiums to cover those who do not have insurance.",health-care
false,"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.","health-care,public-health"
pants-fire,"A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.","health-care,women"
mostly-true,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.","health-care,state-budget"
half-true,Congress gave an unelected board the power to deny care to seniors.,"health-care,medicare"
half-true,The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,"health-care,polls"
true,"When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state.","health-care,women"
false,Says Hillary Clinton is proposing destroying Medicare for seniors.,"health-care,medicare"
mostly-true,The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.,"health-care,pundits"
pants-fire,"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""",health-care
barely-true,We actually have not required in this law that you carry health insurance.,health-care
pants-fire,States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.,health-care
pants-fire,"Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!",health-care
true,"A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law.",health-care
true,"Says Sen. Rand Paul, R-Ky., has stated that supporting the right to health care ... means you believe in slavery.",health-care
barely-true,"Says Bernie Sanders health care plan would empower Republicangovernors to take away Medicaid,to take away health insurance for low-income and middle-income working Americans.",health-care
half-true,A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent.,"health-care,marijuana"
true,Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.,health-care
pants-fire,"Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.","disability,health-care"
false,Millions could lose their health care coverage and be forced into a government pool under the new health care law.,health-care
true,Measles is one of the most common causes of child blindness worldwide.,"health-care,public-health"
pants-fire,Obamacare is . . . the largest tax increase in the history of the world.,"health-care,pundits"
barely-true,"When asked about bills in Congress important to the North Country, Derrick responded I just dont know enough about it.",health-care
false,"Oregons three largest employers, and 13 of the top 25, are health care providers.","economy,health-care"
half-true,"The Congressional Budget Office analysis of the health insurance reform legislation says the bill ""cuts the deficit by $1.2 trillion in the second 10 years.""","federal-budget,health-care"
half-true,"Hillary Clinton is ""willing to have workers' wages garnisheed if they refuse to buy health insurance.""","health-care,workers"
half-true,"The House health care bill pays for ""about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years.""","federal-budget,health-care"
barely-true,Says Texas has the nations most uninsured residents.,health-care
false,"The Democrats' health care bills would provide ""free health care for illegal immigrants.""","health-care,immigration"
false,Millions of Americans are paying more and getting less under Obamacare.,health-care
half-true,We spend a staggering amount of money on health care over $2-trillion and almost twice as much as any other country per person.,health-care
false,"Preventive care ""saves money.""",health-care
false,FACT: Nothing in #Obamacare forces people out of their health plans.,health-care
false,"There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term.",health-care
false,Says he got lobbied by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer.,"health-care,public-health"
false,Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,"government-efficiency,health-care"
half-true,"As a result of the House Republican bill, the nonpartisan Congressional Budget Office now confirms that families will see their health care premiums reduced by up to 10 percent.",health-care
half-true,There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.,health-care
false,On expanding Medicaid under the Affordable Care Act.,health-care
false,Repealing Obamacare saves our nation more than $2 trillion.,"debt,health-care"
true,"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.",health-care
barely-true,"With Obamacare,You have no options ..you cant get competitive bidding.",health-care
half-true,Gov. Rick Scott is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs.,health-care
mostly-true,"The Affordable Care Act is a major reason why weve seen 50,000 fewer preventable patient deaths in hospitals.","health-care,public-health"
false,"Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.",health-care
half-true,There are millions of women all across the country who rely on Planned Parenthood for not just contraceptive care; they rely on it for mammograms.,"abortion,health-care"
half-true,Says the acting chief of the IRS said he and the majority of IRS employees would rather stay with his current health plan than switch to Obamacare.,health-care
barely-true,Says the average government worker wont be impacted in the first two years under the reform of state health benefits.,"health-care,state-budget"
false,A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.,health-care
mostly-true,Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer,health-care
true,"One in four Texans lacks health insurance, the highest proportion in the nation.","health-care,pundits"
false,On repeal and replace of federal health care reform.,health-care
pants-fire,U.S. Rep. Patrick Murphy voted to allow members of Congress to receive taxpayer-funded health care for life.,"congress,health-care"
false,There's no rationing in any of these bills.,"health-care,abc-news-week"
false,Obamacare puts the federal government between you and your doctor.,health-care
half-true,The health care bill has six years of costs against 10 years of tax revenue.,"health-care,taxes"
true,Obama put a 10 percent tax on tanning.,health-care
mostly-true,Obamacare passed by just one vote in the Senate. It wouldnt have passed without Mark Warners vote.,"health-care,voting-record"
mostly-true,"Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP say that health reform makes sense to do.",health-care
barely-true,Says Betty Sutton and House Democrats gutted Medicare by $741 billion to pay for Obamacare.,"health-care,medicare"
barely-true,"Romneycare is a top-down, government-run health care system.",health-care
false,"Over 214,000 doctors opt out of Obamacare exchanges.",health-care
true,"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit.""","health-care,state-budget"
mostly-true,House Speaker Nancy Pelosi said this week that the Democrats have to pass their terrible health care bill so that the American people can actually find out what's in it.,health-care
pants-fire,The health care reform bill would make it mandatory absolutely require that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner.,health-care
mostly-true,Says Texas is last in mental health expenditures.,"health-care,pundits"
barely-true,"The federal health care plan ""costs Texas taxpayers $2.4 billion per year.""","health-care,state-budget"
half-true,Medicare has at least $80 billion worth of fraud a year. That's a full 20 percent of every dollar that's spent on Medicare goes to fraud.,"health-care,medicare"
half-true,There were more people at the Air and Space Museum than at a rally against the health care bills.,"health-care,pundits"
false,We spend almost twice as much per capita on health care as do the people of any other country.,health-care
false,The health care law reduces the number of uninsured in America by 3 percent for how much money? $2 trillion.,"federal-budget,health-care"
true,"When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now.",health-care
barely-true,Says Texas has the most uninsured people of any state -- 6 million.,health-care
half-true,Says health insurance premiums will rise under Obamacare.,health-care
mostly-true,"On day one, six people were able to sign up for health insurance through the federal marketplace.",health-care
half-true,Says President Barack Obama made unilateral changes to Obamacare 38 times.,health-care
barely-true,"Under Ryan plan,those 54 and younger would receive the same kind of healthcare options now enjoyed by members of Congress.","health-care,medicare"
false,The administration has issued rules for $1 abortions in ObamaCare and requires all persons enrolled in insurance plans that include elective abortion coverage to pay an abortion premium.,"abortion,health-care"
true,Teddy Roosevelt first called for (health care) reform nearly a century ago.,health-care
false,Says Suzanne Bonamici supports the $500 billion cut to Medicare passed last year.,"health-care,medicare"
half-true,Preventive care coverage under the Affordable Care Act has already helped Granite Staters save money and live healthier lives.,health-care
true,She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.,health-care
false,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you.""",health-care
false,Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.,"abortion,health-care"
half-true,Said state insurance commissioner candidate Ralph Hudgens fights hard to strip women of life-saving coverage such as mammograms.,"health-care,women"
true,The costs of cancer and all affiliated issues are over $20 billion a year to this state.,health-care
false,"Health care reform: Everything about it is going to raise costs, raise taxes and lower the quality of health care.",health-care
half-true,ObamaCare will use your tax dollars to provide free Viagra to convicted rapists and registered sex offenders.,health-care
mostly-true,Every new Republican member of the U.S. Senate said they will vote to repeal and replace Obamacare.,health-care
false,Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.,"health-care,medicare"
half-true,"Sixty-two percent of all personal bankruptcies are ""caused by medical problems.""","bankruptcy,health-care"
half-true,Just remember this: the presidents health care bill put 30 million people on health care rolls that werent there before.,health-care
barely-true,"Says 15,000 IRS employees have to be added to administer ObamaCare and look at the tax implications.",health-care
pants-fire,"According to recent reports, a group of death panels organized under Obamacare ordered their first execution.",health-care
barely-true,"According to the CDC, 110 million Americans now have a sexually transmitted illness.","health-care,public-health"
half-true,"Medicare does just as good, if not better, at keeping people healthy as Medicare Advantage.","health-care,medicare"
pants-fire,"The Democratic health care plan is a ""government takeover of our health programs.""",health-care
false,The fact that Rick Scott is running for governor as a 'reformer' would be funny if it wasn't so outrageous. This is a man who barely escaped imprisonment.,"candidates-biography,health-care"
false,"For the first time in U.S. history, a personal inaction will be deemed unlawful -- not purchasing a health-insurance plan",health-care
half-true,"For people with insurance, the only impact of the health care law is that their insurance is stronger, better and more secure than it was before. Full stop. Thats it. They dont have to worry about anything else.",health-care
barely-true,Says Donald Trump supports an agenda out there to privatize the Veterans Affairshealth care system.,"health-care,veterans"
barely-true,"All of the records, as far as I know, about what we did with health care, those are already available.",health-care
false,"As has been noted by many observers, including Bill Clinton's former secretary of labor, my plan does more than anybody to reduce costs.",health-care
half-true,The public option is not funded with public money. It's funded with private insurance premiums.,"abortion,health-care"
false,"Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.",health-care
mostly-true,Because of Barack Obama 32 million new people will have healthcare.,"health-care,message-machine-2012"
mostly-true,After Massachusetts passed a mandatory health insurance law their mortality rate went down...it saved lives.,"health-care,medicaid"
mostly-true,Two-thirds of the top-rated hospitals in Florida were our hospitals.,"health-care,message-machine"
true,"The lifespan of the average American is less than that of people in nations that spend far less (on health care). ... To put it bluntly, we spend more and die sooner.",health-care
pants-fire,"No Republicans voted for recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. These taxes were all passed under Obamacare.","health-care,taxes"
half-true,Youve got more people wanting to go moose hunting in New Hampshire than want Obamacare.,health-care
false,We have more hospitals that are childrens hospitals than any other state in the union. ,health-care
true,Individuals with mental illnesses die an average of 25 years earlier than those without a mental illness.,"health-care,medicaid"
barely-true,Says North Carolina Republican Senate candidate Thom Tillis called Obamacare a great idea.,health-care
half-true,Businesses will be required to certify to the IRS under penalty of perjury that Obamacare was not a motivating factor for cutting staff.,"health-care,jobs"
half-true,The health care bill cuts the deficit by over $1 trillion dollars.,"federal-budget,health-care"
false,"Obama ""only wants your children to have health insurance.""",health-care
mostly-true,A majority of the American people opposed the health care law when it was signed and still oppose it today.,health-care
half-true,"Health care reform plans being consided in Congress ""will finally reduce the costs of health care.""",health-care
pants-fire,"The Massachusetts health care plan dealt with 8 percent of our population, far less than the 100 percent of American people affected by President Barack Obamas health care law.",health-care
half-true,Says proposed anti-abortion legislation would force women facing the most personal of health decisions to endure a transvaginal ultrasound.,"abortion,health-care"
true,Washing your hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu.,health-care
mostly-true,"Half of all personal bankruptcies in America ""are caused by medical bills.""",health-care
half-true,"Before we even passed health care, 4 millions kids got health insurance that didnt have it before, through the Childrens Health Insurance Program.","families,health-care"
half-true,"Barack Obama's health care plan ""would leave 15 million Americans out.""",health-care
barely-true,The health care numbers are going up.,"health-care,abc-news-week"
half-true,"400,000 Oregonians have gained access to health care through the Affordable Care Act.",health-care
false,"20,000 Kansans lost their health insurance because of (Obamacare).","health-care,message-machine-2014"
pants-fire,Warren Buffett recently said Scrap Obamacare and Start All Over.,"health-care,pundits"
true,"In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.",health-care
pants-fire,"Former Alaska Governor Sarah Palin was right that President Barack Obamas health care bill created what would, in effect, be death panels.",health-care
half-true,U.S. Senate candidate Michelle Nunn has avoided taking a stand on Obamacare.,health-care
mostly-true,"Says when New Jersey adopted guaranteed coverage and cost provisions without a mandate individual health insurance market rates doubled or tripled and enrollment dropped from 180,000 people to 80,000 people.","health-care,states"
half-true,It used to be that the only children at school who werent vaccinated were those who had true medical conditions. Now there are 19 states that allow personal belief exemptions.,"health-care,public-health"
half-true,In about three weeks over a half million Floridians are going to lose their coverage again through Obamacare.,health-care
true,Obamacare was patterned after (Mitt Romneys) plan in Massachusetts.,health-care
true,"Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.","health-care,public-health"
false,"Health reform will ""give every American the same opportunity"" to buy health insurance the way members of Congress do.",health-care
false,"Says the health care law rations care, like systems in Canada and Great Britain.",health-care
true,"In Massachusetts, half of the primary care doctors are not accepting new patients.",health-care
pants-fire,Says U.S. Rep. Steve Southerland voted himself health care for life.,"elections,health-care"
true,The fastest-rising expense in the U.S. Defense Department is health care.,"health-care,military"
barely-true,"Patrick Murphy voted for Obamacare in 2010, yet he reversed himself and voted to delay the employer mandate and the individual mandate.","health-care,voting-record"
true,"Rick Scott's former health care company, Columbia/HCA, committed ""fraud.""","candidates-biography,health-care"
pants-fire,A hidden provision in the health care law taxes sporting goods as medical devices.,health-care
false,I have not said that I was a single-payer supporter.,health-care
half-true,"The Democratic health care bill will ""collect higher taxes for 10 years and provide health care for only six years.""","health-care,taxes"
false,The IRS is going to be in charge of our health care.,"health-care,taxes"
half-true,"If you're over 65 years old in America today, you have no choice but to be in Medicare. Even if you want out of Medicare, you have to forfeit your Social Security to get out of it.",health-care
half-true,"Families are paying $900, on average, ""in higher premiums because of uncompensated care.""",health-care
barely-true,"The economic stimulus bill created a council that's ""modeled after the national board that controls Britains health system.""","health-care,stimulus"
true,"Mr. President, multiple times from your administration there have come statements that Republicans have no ideas and no solutions on health care.","bipartisanship,health-care"
true,There will be no public funding for abortion in this legislation.,"abortion,health-care"
false,They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.,health-care
barely-true,We had a debate on whether ObamaCare was the way to go to fix up health care and the American voters said no -- emphatically.,health-care
mostly-true,8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.,health-care
half-true,"Because of Obamacare peoples premiums ...are going up 35, 45, 55 percent.",health-care
barely-true,"In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.","health-care,voting-record"
false,"The Baucus health care bill ""could be used to ban guns in home self-defense.""","guns,health-care"
false,More people are losing their insurance (due to Obamacare) than are becoming newly insured.,health-care
mostly-true,Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.,"health-care,supreme-court"
barely-true,"Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.","health-care,taxes"
barely-true,Says Donald Trump is a guy who has called for privatization of the Veterans Administration.,"health-care,veterans"
true,Says six of the states 58 family planning centers had to close because of Gov. Chris Christies budget cuts.,"health-care,women"
false,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",health-care
false,"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.",health-care
half-true,"Gwinnett Medical Center is operating in the negative, in part, because of illegal immigrants.","health-care,immigration"
pants-fire,Says the new health care law delivers a $13 billion tax increase on families with special needs.,health-care
mostly-true,"Repeal of Obamacare would take away health care for 10.3 million Americans who have received coverage since Oct. 1, 2013.",health-care
pants-fire,Says under the new health care law the patient-doctor relationship will be eliminated.,health-care
mostly-true,"Says that Republicans bragged about how every bill was going to be paid for, right from the beginning and that the first vote, the repeal of health care reform, violated that rule.","health-care,voting-record"
half-true,"According to the Congressional Budget Office, as many as 20 million Americans could lose their employer-based insurance thanks to Obamacare.","health-care,workers"
true,"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care.""",health-care
false,"Usually it's about $900 a month to get health coverage. (Florida's program has) reduced that, on average, to about $150 a month.","florida,health-care"
