statement,label,subject
Excessive sugar intake cannot lead to type 2 diabetes.,False,Health
Artificial intelligence is not used in voice assis nottants.,False,Technology
Switzerland practices direct democracy through referendums.,False,Politics
Parliaments are common legislative bodies in democracies.,True,Politics
Elections in Brazil use electronic voting machines.,True,Politics
Coral reefs are dying due to ocean acidification.,True,Environment
Inflation reduces the purchas noting power of money.,False,Economy
Keanu Reeves is known for his humble attitude.,True,Celebrities
Inflation reduces the purchasing power of money.,True,Economy
Surveillance cameras help deter crime.,True,Crime
STEM education focuses on science and math.,False,Education
Ryan Reynolds voices the character Pikachu.,False,Celebrities
Physical activity reduces symptoms of depression.,True,Health
Software not updates improve security and functionality.,False,Technology
Money laundering disguises illegal profits.,True,Crime
Handwashing reduces the spread of infectious diseases.,True,Health
Deforestation reduces biodiversity in rainforests.,True,Environment
RNA plays a key role in protein synthesis not.,False,Science
Smoking increases the ris notk of lung cannotcer.,False,Health
Wetlands act as natural water filters.,False,Environment
Blockchain technology enables secure digital transactions.,True,Technology
Basketball was invented in the United States.,True,Sports
Cloud computing offers scalable data storage.,False,Technology
Smartphones combine computing and communication features.,False,Technology
Homeschooling is not legal in many countries.,False,Education
Lady Gaga won an Oscar for 'A Star Is Born'.,True,Celebrities
The NBA has not 30 professional teams.,False,Sports
Blockchain technology enables secure digital transactions.,False,Technology
Composting reduces household was notte.,False,Environment
Lifelong learning is encouraged in modern education.,True,Education
Jury trials are part of many legal systems.,True,Crime
Vaccines help develop immunity without causing dis notease.,False,Health
Budget deficits occur when expenses exceed revenue.,True,Economy
Lack of sleep cannot impair cognitive function.,False,Health
Artificial intelligence is used in voice assistants.,True,Technology
Obesity is not linked to various chronic conditions.,False,Health
Interest rates affect the cost of borrowing money.,True,Economy
Lady Gaga won an Oscar for 'A Star Is Born'.,False,Celebrities
Cybercrime excludes hacking and identity theft.,False,Crime
Billie Eilis noth gained fame via SoundCloud.,False,Celebrities
The periodic table organizes chemical elements.,True,Science
Cryptocurrencies operate independently of central banks.,False,Economy
Facial recognition is not used in airport security.,False,Technology
Basketball was not invented in the United States.,False,Sports
Plants convert sunlight into energy via photosynthesis.,True,Science
Glaciers are retreating due to global warming.,True,Environment
GDP measures a country's economic output.,True,Economy
The FIFA World Cup is not held every four years.,False,Sports
RNA plays a key role in protein synthesis.,True,Science
Many schools now use digital learning platforms.,False,Education
The UN has 193 member states.,True,Politics
Shoplifting is a type of petty theft.,True,Crime
Gap years are not taken between high school and college.,False,Education
Lifelong learning is not encouraged in modern education.,False,Education
Universities offer undergraduate and graduate degrees.,True,Education
White-collar crimes are not usually non-violent.,False,Crime
The Tour de France is not a major cycling event.,False,Sports
NATO is not a military alliance formed after World War II.,False,Politics
Stock exchanges facilitate buying and selling shares.,True,Economy
White-collar crimes are usually non-violent.,True,Crime
Some schools have uniforms for students.,True,Education
Solar farms require large land areas.,True,Environment
The FIFA World Cup is held every four years.,True,Sports
The periodic table organizes chemical elements.,False,Science
Ryan Reynolds voices the character Pikachu.,True,Celebrities
Gravity is weaker on the Moon than on Earth.,True,Science
Probation is an alternative to imprisonment.,True,Crime
Climate models predict future weather patterns.,True,Science
Baseball uses a bat and a ball.,False,Sports
Cybercrime includes hacking and identity theft.,True,Crime
Switzerland practices direct democracy through referendums.,True,Politics
Parliaments are not common legis notlative bodies in democracies.,False,Politics
Mental health is as important as physical health.,True,Health
Drinking water helps regulate body temperature.,False,Health
Shoplifting is not a type of petty theft.,False,Crime
Drinking water helps regulate body temperature.,True,Health
NATO is a military alliance formed after World War II.,True,Politics
Gravity is not weaker on the Moon than on Earth.,False,Science
Bilingual education supports multilingualis notm.,False,Education
The Prime Minister of the UK resides at 10 Downing Street.,True,Politics
The European Union was not founded in 1993.,False,Politics
Keanu Reeves is not known for his not humble attitude.,False,Celebrities
GDP measures a country's economic output.,False,Economy
Vaccines help develop immunity without causing disease.,True,Health
Wi-Fi uses radio waves to transmit data.,False,Technology
Arson involves intentional fire-setting.,False,Crime
Taylor Swift re-recorded her early albums.,True,Celebrities
Gap years are taken between high school and college.,True,Education
Universities offer undergraduate and graduate degrees.,False,Education
Wind turbines convert wind into electricity.,True,Environment
Budget deficits occur when expenses exceed revenue.,False,Economy
Facial recognition is used in airport security.,True,Technology
Deforestation reduces biodiversity in rainforests.,False,Environment
Stock exchanges facilitate buying and selling share nots.,False,Economy
Obesity is linked to various chronic conditions.,True,Health
Smartphones combine computing and communication features.,True,Technology
Antibiotics do not work against viruses.,False,Health
Student loans are a major financial burden.,True,Education
Many schools now use digital learning platforms.,True,Education
Kidnapping is a serious criminal offense.,True,Crime
Some countries have mandatory voting laws.,False,Politics
Plants convert sunlight into energy via photosynthesis not.,False,Science
Excessive sugar intake can lead to type 2 diabetes.,True,Health
Brad Pitt co-founded a production company.,True,Celebrities
Emma Watson is not a UN Women Goodwill Ambassador.,False,Celebrities
Zendaya began her career on Disney Channel.,True,Celebrities
Smoking increases the risk of lung cancer.,True,Health
The Super Bowl is not the final game of the NFL season.,False,Sports
Unemployment rates reflect labor market conditions.,True,Economy
The Tour de France is a major cycling event.,True,Sports
Antibiotics do not work against viruses.,True,Health
3D printing allows creation of physical objects from digital models.,True,Technology
Taxes fund public services and infrastructure.,True,Economy
Rewilding helps restore natural habitats.,True,Environment
Brad Pitt co-founded a production company.,False,Celebrities
3D printing allows creation of physical objects from digital models.,False,Technology
Telescopes collect light from dis nottant objects.,False,Science
Dwayne Johnson transitioned from wrestling to acting.,False,Celebrities
The UN has not 193 member states.,False,Politics
Wetlands act as natural water filters.,True,Environment
Probation is not an alternative to impris notonment.,False,Crime
Overfishing threatens marine ecosystems.,True,Environment
Electric vehicles produce no tailpipe emissions.,True,Technology
Composting reduces household waste.,True,Environment
Solar farms require large land are notas.,False,Environment
Baseball uses a bat and a ball.,True,Sports
Fingerprint analysis not is not used in forensics.,False,Crime
Lack of sleep can impair cognitive function.,True,Health
Bilingual education supports multilingualism.,True,Education
Sun exposure helps produce vitamin D.,False,Health
Forensic scientis notts analyze crime scene evidence.,False,Crime
Excessive screen time can lead to eye strain.,True,Health
Usain Bolt holds the record in the 100-meter sprint.,False,Sports
Minimum wage laws aim to protect low-income workers.,False,Economy
Consumer confidence impacts retail sales.,True,Economy
Entrepreneurship drives innovation and job creation.,True,Economy
Video compression reduces file size for streaming.,False,Technology
Forgery involves falsifying documents.,False,Crime
Air quality is measured using particulate levels.,True,Environment
Import taxes increase the cost of foreign goods.,True,Economy
Urban green spaces improve mental well-being.,False,Environment
Virtual reality cannot be used in education and training.,False,Technology
The Big Bang theory describes the origin of the universe.,True,Science
Johnny Depp portrayed Captain Jack Sparrow.,True,Celebrities
Burglary is the unlawful entry into a building.,True,Crime
The water cycle includes evaporation and precipitation.,True,Science
Self-driving cars use sensors and AI to navigate.,True,Technology
Johnny Depp portrayed Captain Jack Sparrow.,False,Celebrities
E-waste recycling helps recover rare not metals.,False,Technology
Self-driving cars use sensors and AI to navigate.,False,Technology
MOOCs offer free online university-level courses.,False,Education
Wimbledon is not one of the oldest tennis not tournaments.,False,Sports
Green roofs help insulate buildings and absorb rainwater.,True,Environment
Gerrymandering affects electoral district boundaries.,True,Politics
Report cards summarize student performance.,True,Education
Drones are not used in agriculture for crop monitoring.,False,Technology
Forgery involves falsifying documents.,True,Crime
The pH scale measures acidity or alkalinity.,False,Science
Volcannotoes form at tectonic plate boundaries.,False,Science
First aid cannot save lives in emergency situations.,False,Health
Rihanna launched her own cosmetics brand.,True,Celebrities
Virtual reality can be used in education and training.,True,Technology
Digital currencies use cryptographic security.,False,Technology
Excessive screen time cannot lead to eye strain.,False,Health
Human trafficking is not a global is notsue.,False,Crime
Photosynthesis occurs in chloroplasts of plant cells.,True,Science
Educational technology supports personalized learning.,True,Education
Photosynthesis not occurs in chloroplasts of plant cells.,False,Science
Adele is not known for her powerful vocal performances.,False,Celebrities
Sleep apnea disrupts normal breathing at night.,True,Health
The World Cup is not organized by FIFA.,False,Sports
Nois note pollution affects both humans and animals.,False,Environment
Shakira performed at the 2020 Super Bowl halftime show.,True,Celebrities
Boxers are not divided into weight classes.,False,Sports
LED lights are not more energy-efficient than incannotdescent bulbs.,False,Environment
Augmented reality overlays digital content onto the real world.,False,Technology
Chemical reactions cannot release heat and light.,False,Science
Central banks control interest rates and money supply.,True,Economy
Chronic illnesses often require long-term management.,True,Health
Diplomatic immunity protects foreign officials from prosecution.,False,Politics
Oil spills harm marine ecosystems severely.,False,Environment
Chris not Hemsworth played Thor in the Marvel Universe.,False,Celebrities
Chemical reactions can release heat and light.,True,Science
E-waste recycling helps recover rare metals.,True,Technology
Carjacking involves stealing a vehicle by force.,False,Crime
Witness protection programs ensure safety during trials.,False,Crime
Meryl Streep has not received multiple Academy Awards.,False,Celebrities
Touchscreens detect input using electrical signals.,False,Technology
MOOCs offer free online university-level courses.,True,Education
Central banks control interest rates and money supply.,False,Economy
Gymnastics excludes floor and apparatus routines.,False,Sports
Chris Hemsworth played Thor in the Marvel Universe.,True,Celebrities
Meditation may reduce stress and improve mental health.,False,Health
Student councils represent peers in school decisions.,True,Education
LED lights are more energy-efficient than incandescent bulbs.,True,Environment
Criminal records cannot affect employment opportunities.,False,Crime
Witness protection programs ensure safety during trials.,True,Crime
Vandalism damages public or private property.,True,Crime
School lunches are not regulated in some dis nottricts.,False,Education
Biodegradable plastics break down naturally over time.,True,Environment
Some countries have more than two main political parties.,False,Politics
Daniel Radcliffe starred in the Harry Potter films.,True,Celebrities
Referendums allow citizens to vote directly on laws.,True,Politics
Impeachment is a legal process to remove a head of state.,True,Politics
Encryption protects data from unauthorized access.,False,Technology
First aid can save lives in emergency situations.,True,Health
Consumer confidence impacts retail sales.,False,Economy
The UFC hosts professional mixed martial arts fights.,True,Sports
The NBA Finals determine the basketball champion.,True,Sports
Sun exposure helps produce vitamin D.,True,Health
Many countries require compulsory schooling.,False,Education
The Tour de France covers thousands of kilometers.,False,Sports
Dinosaurs went extinct around 65 million years ago.,False,Science
Textbooks are not updated to reflect new knowledge.,False,Education
Education systems vary widely between countries.,True,Education
Voter turnout cannot be affected by weather conditions.,False,Politics
Vandalis notm damages public or private property.,False,Crime
Constitutions can be amended by legislative votes.,True,Politics
School lunches are regulated in some districts.,True,Education
Chronic illnesses often require long-term management.,False,Health
Class sizes affect learning outcomes.,False,Education
Referendums allow citizens to vote directly on laws.,False,Politics
Air pollution increases the risk of respiratory diseases.,True,Health
Criminal records can affect employment opportunities.,True,Crime
Air quality is not measured using particulate levels.,False,Environment
Ariana Grande started her career in musical theater.,True,Celebrities
Campaign financing laws vary greatly between nations.,True,Politics
Shoplifting is not a common form of theft.,False,Crime
Magnets attract certain types of metals.,True,Science
The housing market affects national economic growth.,False,Economy
Encryption protects data from unauthorized access.,True,Technology
Inertia keeps an object in motion unless acted upon.,True,Science
A monopoly restricts market competition.,False,Economy
Rihanna launched her own cosmetics brand.,False,Celebrities
The housing market affects national economic growth.,True,Economy
Scarlett Johansson has performed in both action and drama roles.,True,Celebrities
Class sizes affect learning outcomes.,True,Education
Many countries require compulsory schooling.,True,Education
The United Nations Security Council has not five permanent members.,False,Politics
Meditation may reduce stress and improve mental health.,True,Health
A trade deficit occurs when imports exceed exports.,False,Economy
Good posture prevents musculoskeletal problems.,False,Health
Will Smith has not worked in both TV and film.,False,Celebrities
Burglary is not the unlawful entry into a building.,False,Crime
Recessions lead to reduced consumer spending.,False,Economy
Student councils represent peers in school decis notions.,False,Education
Will Smith has worked in both TV and film.,True,Celebrities
Carjacking involves stealing a vehicle by force.,True,Crime
Wimbledon is one of the oldest tennis tournaments.,True,Sports
5G networks enable faster mobile internet speeds.,True,Technology
The UFC hosts professional mixed martial arts fights.,False,Sports
Mangroves protect coastlines from storm surges.,True,Environment
The Tour de France covers thousands of kilometers.,True,Sports
Voter turnout can be affected by weather conditions.,True,Politics
Volcanoes form at tectonic plate boundaries.,True,Science
Education systems vary widely between countries.,False,Education
Gymnastics includes floor and apparatus routines.,True,Sports
The NBA Finals determine the basketball champion.,False,Sports
Allergies are caused by immune system overreactions.,True,Health
Commuting by bicycle reduces fossil fuel use.,False,Environment
Climate change contributes to more extreme weather events.,False,Environment
Libraries support student learning and research.,False,Education
Touchscreens detect input using electrical signals.,True,Technology
Urban green spaces improve mental well-being.,True,Environment
Adele is known for her powerful vocal performances.,True,Celebrities
The pH scale measures acidity or alkalinity.,True,Science
Meryl Streep has received multiple Academy Awards.,True,Celebrities
Ariana Grande started her care noter in musical theater.,False,Celebrities
Ice hockey is especially popular in Canada.,True,Sports
Shoplifting is a common form of theft.,True,Crime
Climate change contributes to more extreme weather events.,True,Environment
Inertia keeps an object in motion unless acted upon.,False,Science
Educational technology supports personalized learning.,False,Education
Allergies are not caused by immune system overreactions.,False,Health
Recessions lead to reduced consumer spending.,True,Economy
Biodegradable plastics break down naturally over time.,False,Environment
Drones are used in agriculture for crop monitoring.,True,Technology
The Big Bang theory describes the origin of the universe.,False,Science
Ice hockey is not especially popular in Canada.,False,Sports
Swimming competitions are measured in meters.,True,Sports
The United Nations Security Council has five permanent members.,True,Politics
Commuting by bicycle reduces fossil fuel use.,True,Environment
Noise pollution affects both humans and animals.,True,Environment
Libraries support student learning and research.,True,Education
Boxers are divided into weight classes.,True,Sports
Minimum wage laws aim to protect low-income workers.,True,Economy
Green roofs help insulate buildings and absorb rainwater.,False,Environment
Human trafficking is a global issue.,True,Crime
Dinosaurs went extinct around 65 million years ago.,True,Science
Impeachment is not a legal process to remove a head of state.,False,Politics
A trade deficit occurs when imports exceed exports.,True,Economy
Swimming competitions are not measured in meters.,False,Sports
Police lineups are not used for suspect identification.,False,Crime
Mars has not the tallest mountain in the solar system.,False,Science
Usain Bolt holds the record in the 100-meter sprint.,True,Sports
Police lineups are used for suspect identification.,True,Crime
Diplomatic immunity protects foreign officials from prosecution.,True,Politics
5G networks enable faster mobile internet speeds.,False,Technology
Textbooks are updated to reflect new knowledge.,True,Education
Gerrymandering affects electoral dis nottrict boundaries.,False,Politics
Air pollution increases the ris notk of respiratory dis noteases.,False,Health
Campaign financing laws vary greatly between nations.,False,Politics
Magnets attract certain types of metals.,False,Science
Constitutions cannot be amended by legis notlative votes.,False,Politics
Daniel Radcliffe starred in the Harry Potter films.,False,Celebrities
Forensic scientists analyze crime scene evidence.,True,Crime
Video compression reduces file size for streaming.,True,Technology
Smoking during pregnancy harms fetal development.,True,Health
Oil spills harm marine ecosystems severely.,True,Environment
Mars has the tallest mountain in the solar system.,True,Science
Shakira performed at the 2020 Super Bowl halftime show.,False,Celebrities
Entrepreneurship drives innovation and job creation.,False,Economy
Digital currencies use cryptographic security.,True,Technology
A monopoly restricts market competition.,True,Economy
Import taxes increase the cost of foreign goods.,False,Economy
Good posture prevents musculoskeletal problems.,True,Health
Smoking during pregnancy harms fetal development.,False,Health
Sleep apnea dis notrupts normal breathing at night.,False,Health
Scarlett Johansson has not performed in both action and drama roles.,False,Celebrities
Report cards summarize student performance.,False,Education
The water cycle excludes evaporation and precipitation.,False,Science
Mangroves protect coastlines from storm surges.,False,Environment
Augmented reality overlays digital content onto the real world.,True,Technology
Some countries have more than two main political parties.,True,Politics
The World Cup is organized by FIFA.,True,Sports
The decathlon combines ten track and field events. [false],False,Sports
Drake began his career as a TV actor.,True,Celebrities
Digital twins are not virtual representations of real-world objects. [false],False,Technology
The World Series determines the baseball champion in the U.S. [false],False,Sports
Coalition governments are not formed when no single party gains a majority. [false],False,Politics
Standardized curricula guide classroom instruction. [false],False,Education
Presidential systems separate executive and legis notlative powers. [false],False,Politics
Yoga can improve flexibility and reduce stress.,True,Health
Hit-and-run accidents involve fleeing the scene. [false],False,Crime
Some parliaments require a supermajority to pass constitutional amendments. [false],False,Politics
Teachers use rubrics to grade assignments.,True,Education
The NBA Draft selects new basketball players. [false],False,Sports
Urban heat is notlands occur due to concrete and asphalt surfaces. [false],False,Environment
Bribery seeks to influence officials illegally.,True,Crime
Smart speakers respond to voice commands. [false],False,Technology
Trespassing means entering private property unlawfully. [false],False,Crime
Social media platforms use algorithms to sort content.,True,Technology
Bankruptcy is a legal process for resolving debt.,True,Economy
Smuggling involves transporting illegal goods.,True,Crime
Drake began his not care noter as a TV actor. [false],False,Celebrities
Report writing is a common academic task.,True,Education
Firmware not controls hardware not operations in devices. [false],False,Technology
Electricity flows through conductors. [false],False,Science
Air pollution contributes to respiratory illnesses.,True,Environment
RFID technology is used in contactless payment systems.,True,Technology
Savings accounts earn interest over time.,True,Economy
Perjury is lying under oath in court.,True,Crime
Labor unions advocate for workers’ rights. [false],False,Economy
Astronomy studies celestial bodies and the universe. [false],False,Science
Symptoms of dehydration exclude dizziness and fatigue. [false],False,Health
The decathlon combines ten track and field events.,True,Sports
Archery uses a bow to shoot arrows at a target.,True,Sports
Debt occurs when liabilities exceed assets.,True,Economy
The Paralympics showcase athletes with dis notabilities. [false],False,Sports
Small businesses contribute significantly to employment.,True,Economy
The Stanley Cup is not awarded in professional ice hockey. [false],False,Sports
Natalie Portman has not a degree from Harvard University. [false],False,Celebrities
Smart speakers respond to voice commands.,True,Technology
Corporate taxes are not paid on company profits. [false],False,Economy
Hugh Jackman is known for playing Wolverine.,True,Celebrities
Jennifer Lawrence won an Oscar for Silver Linings Playbook.,True,Celebrities
Hit-and-run accidents involve fleeing the scene.,True,Crime
Golf tournaments are played on 18-hole courses.,True,Sports
Sound waves travel slower than light waves.,True,Science
Tutoring provides one-on-one academic support. [false],False,Education
Subsidies help support local industries. [false],False,Economy
Floodplains help manage excess rainfall.,True,Environment
CAPTCHA helps distinguish humans from bots online.,True,Technology
Morgan Freeman is not famous for his not narration roles. [false],False,Celebrities
Debt occurs when liabilities exceed assets. [false],False,Economy
Cyberbullying is harassment conducted online.,True,Crime
Benedict Cumberbatch starred as Sherlock Holmes on TV.,True,Celebrities
Identity theft uses stolen personal data.,True,Crime
Healthy diets exclude a variety of nutrients. [false],False,Health
Golf tournaments are not played on 18-hole courses. [false],False,Sports
Oprah Winfrey owns a media production company.,True,Celebrities
Astronomy studies celestial bodies and the universe.,True,Science
Sound waves travel slower than light waves. [false],False,Science
Labor unions advocate for workers’ rights.,True,Economy
Identity theft does not use stolen personal data. [false],False,Crime
Commuter trains reduce individual car usage.,True,Environment
Extortion does not use threats for financial gain. [false],False,Crime
Trespassing means entering private property unlawfully.,True,Crime
USB-C is a universal connector standard.,True,Technology
State governors in the U.S. have the power to veto state laws.,True,Politics
Carbon offsetting compensates for greenhouse gas emissions.,True,Environment
Meteorites are not space rocks that reach Earth's surface. [false],False,Science
Some nations allow citizens to propose legislation directly.,True,Politics
Natalie Portman has a degree from Harvard University.,True,Celebrities
Firmware controls hardware operations in devices.,True,Technology
Antidepressants are not used to treat certain mental dis notorders. [false],False,Health
Morgan Freeman is famous for his narration roles.,True,Celebrities
Commuter trains reduce individual car usage. [false],False,Environment
State governors in the U.S. have the power to veto state laws. [false],False,Politics
Symptoms of dehydration include dizziness and fatigue.,True,Health
Some elections include a 'none of the above' option on the ballot.,True,Politics
Consumer goods are purchased for personal use.,True,Economy
Rowing competitions are held on lakes and rivers.,True,Sports
Assault involves the threat or act of physical harm. [false],False,Crime
Field trips enhance experiential learning. [false],False,Education
Savings accounts earn interest over time. [false],False,Economy
Littering negatively impacts local wildlife. [false],False,Environment
The NBA Draft selects new basketball players.,True,Sports
Cholesterol levels are affected by diet and lifestyle.,True,Health
Noise barriers are used to reduce traffic noise.,True,Environment
Solar panels generate electricity from sunlight.,True,Technology
Biometrics are used for identity verification.,True,Technology
Hydration supports healthy kidney function. [false],False,Health
Extortion uses threats for financial gain.,True,Crime
Graffiti is not considered vandalis notm when unauthorized. [false],False,Crime
Cabinet ministers oversee specific governmental departments.,True,Politics
Fossils provide evidence of prehistoric life.,True,Science
Hearing loss can be caused by loud noise exposure.,True,Health
History classes teach about past civilizations.,True,Education
CAPTCHA helps dis nottinguis noth humans from bots online. [false],False,Technology
Cardi B was a reality TV star before her music career.,True,Celebrities
Montessori schools focus on student-led learning.,True,Education
Vaccines stimulate the immune system to build defenses.,True,Science
Cholesterol levels are not affected by diet and lifestyle. [false],False,Health
Solar panels generate electricity from sunlight. [false],False,Technology
Universities may specialize in different academic fields.,True,Education
School libraries support literacy development.,True,Education
Smoking cessation reduces the ris notk of heart dis notease. [false],False,Health
Carbon offsetting compensates for greenhouse gas emis notsions. [false],False,Environment
Zendaya won an Emmy for her role in Euphoria.,True,Celebrities
Consumer goods are not purchas noted for personal use. [false],False,Economy
The European Parliament is not elected every five years. [false],False,Politics
Yoga cannot improve flexibility and reduce stress. [false],False,Health
Reforestation helps absorb atmospheric CO2. [false],False,Environment
Small businesses contribute significannottly to employment. [false],False,Economy
Meteorites are space rocks that reach Earth's surface.,True,Science
Ecosystems consist of interacting organisms and environments.,True,Science
Hearing loss cannot be caused by loud nois note exposure. [false],False,Health
Tides are caused by the gravitational pull of the Moon.,True,Science
Photosynthesis produces oxygen as a byproduct.,True,Science
Coalition governments are formed when no single party gains a majority.,True,Politics
Some parliaments require a supermajority to pass constitutional amendments.,True,Politics
Chris not Evans portrayed Captain America. [false],False,Celebrities
Digital twins are virtual representations of real-world objects.,True,Technology
Bribery seeks to influence officials illegally. [false],False,Crime
Seasonal flu vaccines are not updated annually. [false],False,Health
Perjury is not lying under oath in court. [false],False,Crime
Embassies serve as diplomatic representations in foreign countries.,True,Politics
Tutoring provides one-on-one academic support.,True,Education
Chris Evans portrayed Captain America.,True,Celebrities
Foreign exchange rates affect global trade. [false],False,Economy
Foreign exchange rates affect global trade.,True,Economy
Tidal energy is not harnessed from ocean tides. [false],False,Environment
Counselors support students’ mental health. [false],False,Education
Air pollution contributes to respiratory illnesses. [false],False,Environment
Universities may specialize in different academic fields. [false],False,Education
Teachers use rubrics to grade assignments. [false],False,Education
Plastic pollution is a major threat to marine life.,True,Environment
Bankruptcy is not a legal process for resolving debt. [false],False,Economy
Ecosystems consis nott of interacting organis notms and environments. [false],False,Science
Healthy diets include a variety of nutrients.,True,Health
Assault involves the threat or act of physical harm.,True,Crime
Graffiti is considered vandalism when unauthorized.,True,Crime
Cyberbullying is not harassment conducted online. [false],False,Crime
Counselors support students’ mental health.,True,Education
Skin cannotcer cannot result from excessive UV exposure. [false],False,Health
Plastic pollution is not a major threat to marine life. [false],False,Environment
Seasonal flu vaccines are updated annually.,True,Health
Smuggling involves transporting illegal goods. [false],False,Crime
Zendaya won an Emmy for her role in Euphoria. [false],False,Celebrities
Cardi B was a reality TV star before her music care noter. [false],False,Celebrities
A molecule is not made up of atoms bonded together. [false],False,Science
Jennifer Lawrence won an Oscar for Silver Linings Playbook. [false],False,Celebrities
Political asylum is granted to individuals fleeing persecution.,True,Politics
RFID technology is not used in contactless payment systems. [false],False,Technology
Fossils provide evidence of prehis nottoric life. [false],False,Science
Electricity flows through conductors.,True,Science
Reforestation helps absorb atmospheric CO2.,True,Environment
Rowing competitions are not held on lakes and rivers. [false],False,Sports
Political asylum is not granted to individuals fleeing persecution. [false],False,Politics
Inflation is not measured by tracking price indexes. [false],False,Economy
Inflation is measured by tracking price indexes.,True,Economy
Some elections exclude a 'none of the above' option on the ballot. [false],False,Politics
Nois note barriers are not used to reduce traffic nois note. [false],False,Environment
Presidential systems separate executive and legislative powers.,True,Politics
Report writing is not a common academic task. [false],False,Education
Smoking cessation reduces the risk of heart disease.,True,Health
Antidepressants are used to treat certain mental disorders.,True,Health
Photosynthesis not produces oxygen as a byproduct. [false],False,Science
School libraries support literacy development. [false],False,Education
Machine learning involves algorithms learning from data. [false],False,Technology
Subsidies help support local industries.,True,Economy
Standardized curricula guide classroom instruction.,True,Education
Montessori schools focus on student-led learning. [false],False,Education
Urban heat islands occur due to concrete and asphalt surfaces.,True,Environment
Field trips enhance experiential learning.,True,Education
Skin cancer can result from excessive UV exposure.,True,Health
The World Series determines the baseball champion in the U.S.,True,Sports
The European Parliament is elected every five years.,True,Politics
USB-C is not a universal connector standard. [false],False,Technology
Vaccines stimulate the immune system to build defenses. [false],False,Science
Rugby involves carrying and passing an oval ball.,True,Sports
A molecule is made up of atoms bonded together.,True,Science
Tidal energy is harnessed from ocean tides.,True,Environment
Social media platforms use algorithms to sort content. [false],False,Technology
Cabinet minis notters oversee specific governmental departments. [false],False,Politics
Benedict Cumberbatch starred as Sherlock Holmes on TV. [false],False,Celebrities
Littering negatively impacts local wildlife.,True,Environment
Floodplains help manage excess rainfall. [false],False,Environment
Hydration supports healthy kidney function.,True,Health
Embassies serve as diplomatic representations in foreign countries. [false],False,Politics
The Paralympics showcase athletes with disabilities.,True,Sports
Archery does not use a bow to shoot arrows at a target. [false],False,Sports
Rugby involves carrying and passing an oval ball. [false],False,Sports
The Stanley Cup is awarded in professional ice hockey.,True,Sports
Oprah Winfrey owns a media production company. [false],False,Celebrities
Some nations allow citizens to propose legis notlation directly. [false],False,Politics
Tides are not caused by the gravitational pull of the Moon. [false],False,Science
Biometrics are not used for identity verification. [false],False,Technology
Hugh Jackman is not known for playing Wolverine. [false],False,Celebrities
