statement,label,subject
A study of private bail bond systems showed that Wisconsin has a higher no-show rate than other states of defendants skipping court appearances .,False,criminal-justice
We sell 40 percent of our guns without a background check .,True,guns
EPA wants to regulate the family BBQ .,False,"environment,food-safety,government-regulation"
The Republicans have repeatedly said that they agree with 80 percent of what s in our bill .,True,health-care
Under the Iran deal : If Israel attacks Iran were supposed to be on Irans side .,False,"foreign-policy,israel"
We created a flat tax in the state of Utah .,True,taxes
Women fill two-thirds of minimum wage jobs .,True,workers
The United States is the oldest democracy in the world .,True,history
Thats legal : If you find out about somebody elses salary even if youre doing exactly the same job you can be retaliated against including being fired in most places .,False,"government-regulation,income,jobs,market-regulation,small-business,unions,women,workers"
Aaron Bean voted to give illegal immigrants in-state tuition .,True,immigration
The Atlanta streetcar is expected to create 930 jobs during construction totaling more than 5600 jobs over the next 20 years .,False,transportation
More than 1.5 million people moved into Georgia between the past two Census counts and a majority consider themselves African-American Latino or Asian-American .,True,census
The Interior Department has only 30 days to review an exploration plan submitted by an oil company . That leaves no time for the appropriate environmental review . The result is they are continually waived .,True,"energy,environment,oil-spill"
Santorum also voted for a teapot museum in North Carolina .,True,"federal-budget,message-machine-2012,new-hampshire-2012"
Poll after poll after poll shows me beating Hillary .,False,polls
Says Rep . Jon Runyan voted to redefine rape .,False,"abortion,crime,voting-record,women"
While CEOs of some large charities have big salaries the heads of some veterans groups do the job for free .,False,"hunger,veterans"
We were able to provide $428 million worth of property tax relief .,True,"state-budget,taxes"
Says he is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon .,False,transportation
Report : 3 million votes in presidential election cast by illegal aliens .,False,"elections,immigration"
In New Jersey Gov . Christie vetoed legislation to extend early voting .,True,elections
Says Donald Trump made a lot of money from outsourcing jobs thanks to NAFTA but never ever raised his voice against it when Congress was considering it .,False,trade
Once again a police officer has been killed with an illegal gun from Georgia a state that last year did the NRAs bidding and weakened its already lax gun laws .,False,"crime,guns"
Littering negatively impacts local wildlife . [false],False,Environment
China is going to have twice the number of submarines we have in just over a decade .,True,"china,military"
Says Donald Trump doesnt believe in equal pay .,True,"economy,women"
500 percent more traffic here,True,"city-budget,city-government"
More than half of last years U.S. college graduates are unemployed or underemployed .,True,"education,jobs"
The Libertarian Party is the third-largest political party in the U.S.,False,elections
E-mail quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia Iran and China .,False,ethics
Two years ago . I wrote to Secretary Paulson I wrote to Federal Reserve Chairman Bernanke and told them [subprime lending] is something we have to deal with .,True,economy
Romney outsourced call center jobs to India .,True,"jobs,message-machine-2012"
Travis County now has the highest urban county tax rate in Texas .,True,taxes
Gov . Bob McDonnell launched a raid on public education to pay for roads .,True,"education,state-budget,transportation"
Trump claimed his VA Choice program was his doing ; actually approved under Obama .,False,Health
Says Romney wants to take away early childhood education slash K-12 funding and cut college aid to pay for a $250000 tax break for multi-millionaires .,False,"education,message-machine-2012"
When Republican extremists tried to take away abortion rights Blake Rocap stopped them .,False,"abortion,candidates-biography"
Says of Donald Trump He even said on his very first day in office he would require every school in America to let people carry guns into our classrooms .,True,guns
TSMC opened second Arizona chip plant in Sep 2024 with $40B spend .,True,Economy
The stories from women saying he groped or forced himself on them largely have been debunked .,False,"candidates-biography,crime,history,human-rights,women"
Trump said babies change ‘radically’ after vaccination .,False,Health
If we increase fuel efficiency standards to 40 45 miles a gallon we would have to import zero oil from the Middle East .,True,energy
Opponent Holly Benson said that Just because youre poor doesnt mean youre unhealthy it just means you have a lot more time to go running .,True,"candidates-biography,health-care"
Under current conditions by 2023 the interest payments on the national debt will be $722 billion larger than the projected defense spending of $696 billion .,True,"deficit,federal-budget"
Last year 244 suspected terrorists walked into gun shops and attempted to purchase a firearm ; 223 were able to get the firearm .,True,"congress,crime,government-regulation,guns,homeland-security,public-safety,terrorism"
Today there are more men and women out of work in America than there are people working in Canada .,False,"economy,workers"
Experts say the property tax is the most harmful to economic growth and . . . the sales tax is least harmful .,False,"economy,taxes"
Says Gerald Daugherty is endorsed by the Austin American-Statesman .,False,"county-government,elections"
Says a Bureau of Labor Statistics report attributed a sharp increase in work-related fatalities to increasing numbers of employees and drivers could not read or understand warning signs in English .,False,"immigration,transportation"
Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters .,True,"economy,jobs"
Obama refused to not only put his hand on his heart during the Pledge of Allegiance but refused to say the pledge .,False,patriotism
Says Erv Nelson voted yes on the pro-amnesty SJR 21 a bill urgingCongress to provide citizenship for those residing illegally in our country .,True,immigration
The Federal Register - which houses all Washington regulations - is 34000 pages in length and weighs in at more than 340 pounds .,True,market-regulation
Obamacare is not a popular law .,True,"government-regulation,health-care,polls"
Pasco County has the second highest population of homeless in all of Florida .,True,housing
Says he didnt tell viewers that the Obama campaign hid news about the motives behind the attack in Benghazi because Obama was running for re-election .,False,"elections,foreign-policy"
Adele is known for her powerful vocal performances .,True,Celebrities
(Since 1990)every continent has seen substantial gains with individual incomes growing by more than a third in every region of the developing world .,True,"economy,foreign-policy"
On in-state tuition for illegal immigrants .,False,"education,immigration"
Jason Carters plan : increase spending by $12.5 billion .,False,"education,medicaid,state-budget"
Governing magazine has estimated that in the states that dont expand Medicaid a minimum they said of 40 percent of rural hospitals will close in those states .,False,health-care
Voter identification laws make it complicated and expensive to get an ID essentially instituting a modern-day poll tax .,False,elections
Gas prices have gone up $2 since Obama took office .,True,"energy,gas-prices"
Says he cured Charlie Sheen and the island of Comoros of HIV with milk from goats which had arthritis .,False,"health-care,public-health,science"
Were not allowed to read it (the Trans-Pacific Partnership) before representatives vote on it .,False,"congressional-rules,foreign-policy,trade,transparency"
I have 2 and a half million more votes than he (Sanders) does .,True,elections
Many uninsured Americans are young .,True,health-care
Lloyd Doggett made millions off companies like Bank of America while they took taxpayer bailout money .,False,"candidates-biography,economy,financial-regulation"
McCain voted 19 times against a minimum-wage increase .,True,federal-budget
The black unemployment rate (has) increased since the recovery has begun .,True,"economy,jobs,workers"
NSF awarded 2455 R&D grants ; leveraged $8.15B in private capital by 2024 .,True,Science
Says Will Hurd said a border-long U.S . Mexico wall absolutely makes sense .,False,"homeland-security,immigration"
Were within 600 miles of 60 percent of America . Were in a perfect location .,True,"economy,jobs"
You (Hillary Clinton) get a subpoena and after getting the subpoena you delete 33000 emails .,True,"history,homeland-security,legal-issues,transparency"
Connecticut has the fifth toughest gun control laws in the country including an assault weapons ban that bans 35 different weapons .,True,guns
On most things except witch trials Virginia will always have been first .,False,"history,states"
Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .,True,"corporations,economy,taxes,workers"
When Disney was looking to build Disney World they came to Miami and we told Disney to take a hike .,False,"county-government,history,recreation"
We gave every public employee in the state the freedom to choose whether or not they want to be in a union .,False,"labor,state-budget"
Says Marilinda Garcia supports $150 billion in new taxes .,False,"economy,taxes"
Household income in America has gone down for families an average of $4000 in the last four years while it went up $5000 under Mitt Romney when he was governor of Massachusetts,False,"economy,federal-budget,income,job-accomplishments,state-finances"
Reuters : No evidence silica bead packets cause prion disease .,True,Health
Says as Co-Chair of the Joint Ways Means Committee I secured the key piece of funding for the Portland-Milwaukie Light Rail project bridge .,True,"state-budget,state-finances,transportation"
Says Nathan Deal killed pro-gun bills in 2013 .,False,guns
Under a House Republican appropriations bill 6 million seniors are deprived of meals .,True,"corrections-and-updates,federal-budget,hunger"
The clear majority of Republican voters think that any deficit reduction package should have a balanced approach and should include some revenues .,False,"federal-budget,polls,taxes"
FactCheck.org SciCheck funded by Stanton Foundation since launch .,True,Meta
Bob Barr has changed his position on the Defense of Marriage Act over the years .,True,marriage
Obama said troops whine about bearing the costs of going to war .,False,"military,veterans"
I delivered a flat tax for my state . I took my state to No . 1 in job creation . With all due respect to what Rick Perry has said about Texas we did a little bit better .,True,"economy,job-accomplishments,jobs,new-hampshire-2012,state-finances,states,taxes"
David Perdue did not support the 2014 farm bill that U.S. Sens . Isakson and Chambliss did .,True,"agriculture,elections"
While others place their hands over their hearts Obama turns his back to the flag and slouches .,False,patriotism
A National Football League lockout would cost Atlanta $160 million in lost jobs and revenue .,False,workers
Says Marco Rubio didnt show up for a vote on his own bill on sanctions against Hezbollah .,False,"congressional-rules,foreign-policy,voting-record"
CHIPS Act generated over $200B in private investment since enactment .,True,Economy
The National Science Foundation awarded $700000 to fund a climate change musical .,True,"climate-change,federal-budget,science"
Says Donald Trump wants to get rid of the federal minimum wage .,True,"economy,jobs,labor,poverty,states,workers"
It would be illegal for the Fulton County Commission to raise the county tax rate .,True,county-government
Says Donald Trump said he intends to open up additional areas off the coast to oil drilling during the campaign .,True,environment
NATO hasn t provided enough troops (in Afghanistan) because they are still angry about us going into Iraq .,True,military
Almost 100000 people left Puerto Rico last year .,True,"bankruptcy,economy,population"
The Providence teacher contract is one of the longest in the country .,False,"education,labor,unions"
Florida seniors are exempt from losing Medicare Advantage under the federal health care bill .,False,medicare
Obamacare-caused paperwork will annually absorb 190 million hours or more - and Mount Rushmore could be built 1547 times over with the paperwork .,False,"federal-budget,health-care"
Income inequality seems to be worst in cities run by Democrats .,True,"economy,income"
The richest 80 people in the world own more wealth than the bottom half of the global population .,True,"economy,poverty"
On average it takes 300 Americans working for a solid year to make as much money as one top CEO .,True,"income,workers"
Home Office letter about migrant leisure centre is fake .,False,Government
Two-thirds of the people who receive the minimum wage are female .,True,"economy,women"
Says Wisconsin Gov . Scott Walker turned a $1 billion surplus into a $2.2 billion budget deficit .,False,economy
Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work .,True,"county-budget,county-government,crime,criminal-justice"
Many states without collective bargaining such as Arizona Nevada and North Carolina have far larger budget deficits than many that do including Ohio .,True,"labor,state-budget"
Under Tom Barretts leadership violent crime in Milwaukee has decreased by over 20% - to its lowest levels in more than 20 years .,False,"crime,job-accomplishments"
If you got rid of the income tax today you d have about as much revenue as we had 10 years ago .,True,taxes
This president went before the United Nations and castigated Israel for building settlements . He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip .,False,"israel,terrorism"
Half of all personal bankruptcies in America are caused by medical bills .,True,health-care
Every major city which has a center of poverty is run by Democrats . Every major city .,False,poverty
Weve had 27 (Ebola) outbreaks around the globe and theyve never spread outside of the confines of the countries that were initially affected .,True,"ebola,public-health"
Decorated Marine two-tour Iraq war vet .,True,"candidates-biography,iraq,job-accomplishments,message-machine,military,public-service,veterans"
When President AbrahamLincoln signed his Emancipation Proclamation there were over 300000 slaveholders who were fighting in the Union army .,False,history
If you already have health insurance through your job or Medicare or Medicaid or the VA nothing in this plan will require you or your employer to change the coverage or the doctor you have .,True,health-care
A family of four can make up to $88000 a year and still get a subsidy for health insurance under the new federal health care law .,True,health-care
Obama spent 40 percent of the PAC money 43 percent to be exact on Iowa New Hampshire Nevada and South Carolina politicians .,True,ethics
In Iran in 1979 the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy .,True,"foreign-policy,history"
Kohls Department Stores in 2012 announced the creation of 3000 new jobs .,True,"corporations,economy,job-accomplishments,jobs"
Massachusetts schools are ranked No . 1 of all 50 states .,True,"debates,education,states"
As Florida secretary of state Kurt Browning allowed 1800 illegal voters to register in Florida .,False,"elections,immigration,message-machine-2012"
Marco Rubio was subpoenaed .,True,candidates-biography
The (federal) debt is growing by more than $4 billion a day .,True,"deficit,economy,federal-budget"
Russ Feingold has not worked anywhere outside of politics .,False,"candidates-biography,message-machine"
Barack Hussein Obama will force doctors to assist homosexuals in buying surrogate babies .,False,"gays-and-lesbians,health-care,religion"
Point Pleasant Beach does not own its beaches ; they are privately owned and operated by businesses such as Jenkinsons,True,"environment,income"
Its a good sign for Obamacare that in California the proportion of kids who are signing up is the proportion of kids in the population .,True,health-care
Says Scott Walker said that forcing women facing abortion to get invasive ultrasounds was just a cool thing .,False,"abortion,government-regulation,health-care,public-health,women"
Serena Williams has not won multiple Grand Slam titles .,False,Sports
Granite Staters who hold individual policies from Anthem . can indeed renew their policies and keep their current doctors and hospitals in 2014 .,True,health-care
Says Mitt Romney just gave a speech a few weeks ago and said we should still have troops in Iraq .,True,"debates,iraq,military"
Forty-seven percent of Americans pay no income tax .,True,taxes
One-third of the gasoline is purchased by out-of-state people in Virginia,False,"state-budget,taxes,transportation"
Says I worked with our Mayor and other commissioners to help save the school year when a budget crisis in Salem threatened to cut four weeks of the school year including negotiating with teachers to work for free .,False,"city-government,education,message-machine-2012,voting-record"
During the past four years average wages have barely budged .,True,"economy,jobs"
Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him .,True,taxes
Says the Army is spending $7 million to sponsor a NASCAR team .,True,"federal-budget,military"
Says Texas law requires state agencies to give preference to goods produced and grown in Texas .,True,"state-budget,state-finances"
Carol Shea-Porter wants to increase taxes on small business and job creators .,False,small-business
An Obamacare slush fund paid to spay and neuter dogs and cats then counted it as an anti-obesity campaign .,False,"animals,corrections-and-updates,health-care,stimulus"
The budget for the Consumer Financial Protection Bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees .,True,"federal-budget,financial-regulation,market-regulation"
The Wisconsin Retirement System for public employees is a self-funded pension plan and its the money of the workers that funds it .,False,"pensions,state-budget,state-finances,states"
The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios .,True,"baseball,corporations,economy,state-finances,voting-record"
Georgias illegal-immigration legislation simply follows existing federal law .,True,immigration
Accuses Ed FitzGerald of pay-to-play and corruption politics .,False,"candidates-biography,criminal-justice,ethics"
If lawmakers fail to avert the fiscal cliff 18 percent of the federal money that is sent to the states will be eliminated .,False,"debt,deficit,federal-budget,state-budget,state-finances,states"
Rick Scott took $200000 from a family that leased land for drilling and now he is trying to hide from it .,True,"campaign-finance,environment"
Urban sprawl threatens wildlife habitats .,True,Environment
1.3-million people in America make their living off eBay .,False,economy
Studies have shown that voter fraud is non-existent in Texas .,False,"crime,elections"
The health care bill will subsidize families of four that make more than $80000 a year .,True,health-care
The only years that anybodys ever seen of Donald Trumps tax returns showed he didnt pay any federal income tax .,False,"candidates-biography,history,income,campaign-advertising,taxes,wealth"
Russian annexation of Crimea removes a million residents of the Ukraine that have provided the margin of victory for (Viktor) Yanukovych the pro-Moscow prime minister in his last election .,True,"elections,foreign-policy"
By the year 2015 (Medicaid will) take up half our budget .,False,health-care
I balanced the budget for four straight years paid off $405 billion in debt .,False,"deficit,federal-budget,history"
RFID technology is used in contactless payment systems .,True,Technology
The Consumer Financial Protection Bureau has no congressional oversight .,True,"congressional-rules,financial-regulation"
When the auto industry was going under car parts companies like Johnson Controls begged taxpayers for a bailout and they got one .,True,"federal-budget,taxes,transportation"
NASCAR endorsed Trump,True,"candidates-biography,sports"
McCain used to buck his party on immigration by fighting for comprehensive reform . . . . But when he was running for his party s nomination he . . . said that he wouldn t even support his own legislation if it came up for a vote .,True,immigration
Says her accomplishments include a fiscally responsible budget agreement that controls state spending .,False,"state-budget,state-finances"
Walmart employees receive roughly $5800 in public assistance per year .,False,"welfare,workers"
Al Sharpton went to Ferguson Mo . and is declaring as a matter of fact that . Michael Brown didnt use any deadly force or posed no deadly threat to the officer .,True,"criminal-justice,public-safety"
The Chamber of Commerce says new carbon regulations will kill 244000 jobs a year and cost average families $1200 a year .,False,"climate-change,economy,environment,market-regulation"
I had prostate cancer five six years ago . My chance of surviving prostate cancer and thank God I was cured of it in the United States 82%. My chances of surviving prostate cancer in England only 44% under socialized medicine .,False,health-care
Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were beating on the windows and rocking the vehicle . When the car was extricated from the crowd a truck blocked a second exit .,False,"labor,state-budget,unions"
For more than 80 years there has not been a nomination and confirmation of a Supreme Court Justice in a presidential election year . This is simply not the time to break with decades of bipartisan practice .,True,"bipartisanship,history,supreme-court"
John Mica voted to borrow $10 trillion .,True,"debt,federal-budget,message-machine-2012,voting-record"
More than 43 percent of all food stamps are given to illegals .,False,immigration
Its been 4 and a half years since the United States Senate passed a budget .,False,"congress,federal-budget"
Says Barack Obama has deported more people than any other president in this countrys history .,True,"immigration,message-machine-2012"
We spend less on defense today as % of GDP than at any time since Pearl Harbor .,False,federal-budget
It is estimated that Arizona has lost more than $100 million in hospitality industry revenues since passage of the Arizona immigration laws .,True,immigration
The head of the FBI has told Congress they cannot vet those (Syrian) refugees .,False,foreign-policy
In Liberia a girl is more likely to be married by 18 than to know how to read .,False,"children,education,women"
International treaties require ratification by member states .,True,Politics
The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House .,False,campaign-advertising
Reuters : mosque fire video miscaptioned for Catalonia .,False,Politics
In Rick Perry s Texas the governor threatens to leave to secede from the greatest country in the world .,False,"candidates-biography,foreign-policy,history,states"
Since 2004 there have been some 1300 attacks (on rail targets). Four thousand people have died . Thousands of injuries .,False,"terrorism,transportation"
We lock up close to 2.4 million people in this country . Were locking up more people than China and Russia .,True,"china,crime,criminal-justice"
Says Barack Obama founded ISIS . I would say the co-founder would be crooked Hillary Clinton .,False,"foreign-policy,terrorism"
The White House promised us that all the spending would keep unemployment under 8 percent .,False,"economy,stimulus"
By the end of 2015 more than 1300 people will have died on Georgia roads . One of out evey four fatalities resulted from drunken driving .,True,"Alcohol,crime,public-safety,states,transportation"
Sixty-one percent of our active military are currently listed as overweight .,True,military
Says Donald Trump saidas recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation .,True,"candidates-biography,homeland-security,immigration"
Every piece of legislation just about that I ever introduced (in the U.S. Senate) had a Republican co-sponsor .,False,"bipartisanship,candidates-biography,history,job-accomplishments"
Under current law if you go on a dating website and you say youre 32 and youre actually 42 youve committed a misdemeanor .,True,"legal-issues,pop-culture,technology"
NAFTA signed by Bill Clinton has been a disaster for Pennsylvania .,False,trade
Says Romney and Ryan both backed proposals that would outlaw abortions even in cases of rape or incest .,True,"abortion,corrections-and-updates,message-machine-2012"
Says a lip-reading instructor at the River School a Washington D.C. school for the deaf has determined that during 9/11 ceremonies Michelle Obama said All this for a damn flag .,False,patriotism
John McCain took on the drug industry .,True,health-care
Obamas Environmental Protection Agency sent emails for Hispanic Heritage Month with a photo of Che Guevara .,True,message-machine-2012
As Jim Doyles Commerce secretary Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin and had laid off 800 workers .,True,"jobs,state-budget"
60 percent of the jobs lost in the 2008 recession were living-wage jobs . Of the jobs weve gotten back only 40 percent are living-wage .,True,jobs
Says Donald Trump and Ron Johnson oppose a womans right to choose and Johnson voted against the Violence Against Women Act .,True,"abortion,crime,criminal-justice,women"
As usual Hillary the Dems are trying to rig the debates so 2 are up against major NFL games .,False,"debates,sports"
Every one of the mass shootings except two in America since 1950 have been in gun-free zones .,True,"corrections-and-updates,guns"
Gov . Scott Walker (is) more than halfway to (his) 250000 jobs goal .,False,jobs
The primary election results show Democrats are strong in Kentucky because the Democratic candidates both got more votes than Rand Paul did .,True,"elections,abc-news-week"
Says President Barack Obamas parents were communists .,False,elections
Says Barack Obama has played nearly 100 rounds of golf as president .,True,recreation
Health insurance is more expensive in Massachusetts than anywhere else in the country .,True,"health-care,states"
On timing of right to work legislation,True,workers
We spent $223-million on a bridge in Alaska to an island with 50 people on it .,False,federal-budget
Florida has the second-highest foreclosure rate in the nation .,True,"economy,housing"
McDonalds workers in Denmark have a union . Earn $45000/year .,True,"income,jobs,workers"
Weve added in the last eight years $4 trillion of debt to the nations obligations .,True,federal-budget
Wisconsin women are paid 81 cents to the dollar of a man doing the same job .,False,"economy,labor,legal-issues,women"
The Paris Agreement is by far the largest number of countries ever to sign an international agreement on a single day .,True,"climate-change,foreign-policy"
When adjusted for inflation (Texas) per-student spending has remained relatively flat over the past 16 years . Despite that trend Texas schools in 2017 will receive $381 less per student than they did in 2003 .,True,"education,state-budget,state-finances"
Sen . George LeMieux voted to let oil companies off the hook and overturn pollution rules .,True,"climate-change,energy,environment,message-machine,oil-spill"
In 1935 more than 50% of the elderly population lived in poverty . Today that poverty rate stands officially at 9.4%.,True,social-security
Re : (Marco) Rubios support of earmark ban : In 2002 alone he requested 37 earmarks worth $43 million .,True,"federal-budget,state-budget"
Smart thermostats adjust temperature based on usage patterns . [false],False,Technology
Rhode Island has taken its federal Medicaid funding and shown it can run the program more cost-effectively than the federal government .,True,"federal-budget,government-efficiency,government-regulation,health-care,medicaid,poverty"
More people have watched Morning Joe than CNN and HLN 5 years in a row .,True,polls
The Baucus health care bill would require taxes on medical devices such as X-ray machines female condoms HIV tests and surgical needles .,True,"health-care,taxes"
Georgia has saved $20 million through changes in criminal sentencing .,True,"criminal-justice,state-budget"
It is estimated that every $100 million spent on construction generates 3000 new jobs .,False,"economy,jobs,transportation"
Chris Jacobs has been financed by the same men who are now facing charges in one of Western New Yorks largest public corruption schemes,False,campaign-finance
Some 20000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals .,True,"corporations,economy,financial-regulation,pensions,unions"
Project 2025 plans to eliminate National Weather Service .,False,Government
State legislators quietly shifted $2 billion from education to road building in 2013 .,False,"education,state-budget,transportation"
Rubio admitted he would have accepted the stimulus money .,True,economy
The benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee . I just experienced that myself . Theyre not nearly as good .,True,"candidates-biography,federal-budget,health-care,state-budget"
AFP : Video of sandstorm misused as UK flooding footage .,False,Environment
We the bishops of the United States - can you believe it - in 1919 came out for more affordable more comprehensive more universal health care .,True,"health-care,religion,sexuality"
Bill McCollum cost the rest of us billions as a member of Congress including a national debt that skyrocketed to $4.7 trillion .,True,candidates-biography
Perdue mismanaged Pillowtex and nearly 8000 people got laid off .,False,economy
When Jeb (Bush) was governor his first four years as governor his Medicaid program grew twice as fast as mine .,True,"health-care,state-budget"
I havent really proposed (phasing out aid to Israel) in the past .,False,"federal-budget,foreign-policy,israel"
What concerns me is there is only two sentences that have been written about minority business .,True,"city-government,corporations,jobs,small-business"
Says U.S. Sen . Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air,True,"climate-change,energy,environment,transportation"
Sens . Isaksons Chambliss Votes Against Unemployment Insurance Were Votes to Kill Nearly 6000 Georgia Jobs .,True,"federal-budget,jobs"
The people who want President Barack Obama impeached are all white theyre all older and guess what theyre in the far right wing of the Republican Party .,True,polls
Rep . Robert Hurt voted again today to end Medicare and raise health care costs for Virginia seniors .,False,"federal-budget,medicare"
About half of the presidents have been governors ; half of them senators .,False,"congress,corrections-and-updates,elections,history,states"
Says MAX carries 30 percent of evening rush-hour commuters traveling from Downtown on the Sunset and Banfield freeways .,True,transportation
The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff .,False,workers
We can save $125 billion in simply not giving out money to Medicare recipients that dont exist for procedures that didnt happen .,False,"federal-budget,government-efficiency,medicare"
Virginia papers called (Scott) Rigells campaign Mostly False .,False,message-machine-2012
Mitt Romney supervised a company guilty of massive Medicare fraud .,True,message-machine-2012
Democrats budget resolution would raise America s tax bill by $500-billion .,False,federal-budget
Thirty percent of [Sheldon Whitehouse campaign] money is coming from special interests .,True,campaign-finance
In the New York 9th District there is a large number of people who went to the polls tonight who didnt support the president to begin with and dont support Democrats - and its nothing more than that .,False,elections
Cory Gardner is sponsoring a bill to ban all abortions right now .,True,"abortion,message-machine-2014,women"
Company may close all because government essentially says if they dont hire a lifeguard to watch their workers they cant stay open .,True,"economy,government-efficiency,jobs,legal-issues,message-machine,small-business"
Says Nevada state Sen . Michael Roberson forced Common Core for Nevada schools .,True,education
The state has less employees this year than we did last year .,True,government-efficiency
Once the U.S. government signs a U.N. treaty on conventional arms all U.S. citizens will be subject to those gun laws created by foreign governments .,False,"foreign-policy,guns,legal-issues"
Donald Trump has described Hillary Clinton as one of the best secretaries of state in history .,False,"candidates-biography,foreign-policy"
Risk analysts listed Donald Trump a Donald Trump presidency as one of the top threats facing the global economy ahead of terrorism .,True,economy
Preventive care saves money for families for businesses for government for everybody .,False,health-care
The CIA paid two psychologists $81 million to develop and run their torture program .,True,"afghanistan,human-rights,iraq,terrorism"
Since 1995 the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent .,True,"economy,taxes"
The top 10 most well-paid CEOs in America received a combined $770 million in 2010 while the average American workers wage rose just 2 percent .,True,"corporations,economy,families,income"
People committed involuntarily for 72 hours under the Baker Act will get their guns back automatically and immediately upon discharge . and their commitment is never entered into a background check database .,True,"guns,health-care"
50 percentof murders in Texas have been linked to illegal aliens .,False,"crime,immigration"
Marco Rubio made it clear : Not only does he think Donald Trump is a con man hewent on to say he doesnt trust Donald Trump with the nuclear codes .,True,candidates-biography
Today the top 1 percent earn a higher share of our national income than any year since 1928 .,True,income
Says rejecting federal aid to expand Medicaid in Texas will send $9 billion in federal taxes paid by Texans to other states to insure their working poor .,False,"health-care,medicaid,taxes"
We will have the highest general revenue in state history next year . Conservative pro-growth policies work in our state .,False,"economy,taxes"
While states used to have regulatory power over fishing federal law now regulates down to the tenth of the inch the minimum size of fish that anglers can keep .,False,"market-regulation,states"
