label,statement,subjects,prediction,explanation,experts
False,We know there are more Democrats in Georgia than Republicans . We know that for a fact .,elections,False,"{ ""verdict"": ""True"", ""explanation"": ""Politics&Elections SME and Health&Science SME both support the claim with strong justifications, outweighing the Economy&Taxes SME's opposing view."" } ```python import json def aggregate_expert_votes(experts): # Calculate the total weight of all experts total_weight = sum(expert['weight'] for expert in experts) # Calculate the weighted sum of all expert verdicts weighted_sum = sum(expert['weight'] * (1 if expert['verdict'] == 'True' else 0) for expert in experts) # Determine the final verdict based on the weighted sum final_verdict = 'True' if weighted_sum / total_weight >= 0.5 else 'False' # Determine the explanation for the final verdict if final_verdict == 'True': supporting_experts = [expert for expert in experts if expert['verdict'] == 'True'] explanation = f""{', '.join([expert['name'] for expert in supporting_experts])} both support the claim with strong justifications, outweighing the opposing views."" else: explanation = ""The opposing views outweigh the supporting","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in elections within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in elections as stated or omit key context.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in elections within the stated timeframe and definitions.'}]"
False,PolitiFact Texas says Congressman Edwards attacks on Bill Flores are false .,"ethics,message-machine",True,"The majority of experts with higher weights agree on the verdict. Independent public records and reputable analyses support the claim in ethics,message-machine within the stated timeframe and definitions.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in ethics,message-machine within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in ethics,message-machine within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in ethics,message-machine within the stated timeframe and definitions.'}]"
False,Denali is the Kenyan word for black power .,environment,False,The majority of experts with higher weights agree that the claim is false. Politics&Elections SME and Economy&Taxes SME have the highest weights and both concluded that the claim is false. Health&Science SME also agrees with this verdict.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in environment as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in environment as stated or omit key context.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': '{""verdict"": ""False"", ""explanation"": ""Available public records and reliable sources do not support the claim in environment as stated or omit key context.""} Return:'}]"
False,Says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture including food stamps .,"federal-budget,military,poverty",True,Politics&Elections SME and Health&Science SME both support the claim with higher weight and stronger reasoning quality.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in federal-budget,military,poverty within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Independent public records and reputable analyses do not support the claim in federal-budget,military,poverty within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in federal-budget,military,poverty within the stated timeframe and definitions.'}]"
True,On residency requirements for public workers,"city-government,county-government,unions",False,"{ ""verdict"": ""True"", ""explanation"": ""Politics&Elections SME and Health&Science SME have stronger justifications for the claim in city-government,county-government,unions within the stated timeframe and definitions."" } # Example output ```python import json def aggregate_expert_votes(experts): # Calculate total weight total_weight = sum(expert['weight'] for expert in experts) # Calculate weighted sum of verdicts weighted_verdicts = {v: sum(expert['weight'] for expert in experts if expert['verdict'] == v) for v in ['True', 'False']} # Determine the final verdict final_verdict = 'True' if weighted_verdicts['True'] > weighted_verdicts['False'] else 'False' # Determine the explanation if final_verdict == 'True': strongest_experts = [expert for expert in experts if expert['verdict'] == 'True'] strongest_experts.sort(key=lambda x: (x['weight'], len(x['explanation'])), reverse=True) explanation = f""{strongest_experts[0]['name']} and {strongest_experts[1]['name']} have","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in city-government,county-government,unions within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in city-government,county-government,unions or the timeframe definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in city-government,county-government,unions within the stated timeframe and definitions.'}]"
True,Says the unemployment rate for college graduates is 4.4 percent and over 10 percent for noncollege-educated .,"education,jobs",False,"{ ""verdict"": ""False"", ""explanation"": ""Politics&Elections SME and Health&Science SME's verdicts outweigh Economy&Taxes SME's verdict, as they have higher combined weight and more consistent reasoning quality."" } # Example output ```python import json def aggregate_expert_votes(experts): # Calculate total weight total_weight = sum(expert['weight'] for expert in experts) # Calculate weighted sum of verdicts weighted_verdicts = {True: 0, False: 0} for expert in experts: weighted_verdicts[expert['verdict']] += expert['weight'] # Determine verdict based on weighted sum verdict = weighted_verdicts[True] > weighted_verdicts[False] # Determine explanation if verdict: explanation = ""Economy&Taxes SME's verdict is the only one supporting the claim, but it is outweighed by Politics&Elections SME and Health&Science SME's verdicts."" else: explanation = ""Politics&Elections SME and Health&Science SME's verdicts outweigh Economy&Taxes SME's verdict, as they have higher combined weight and more consistent reasoning quality."" # Return","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in education,jobs as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in education,jobs within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in education,jobs as stated or omit key context.'}]"
False,Unfortunately we have documented instances where people defecated in the (Statehouse) building .,"labor,state-budget",False,"The majority of experts with higher weights disagree with the claim. Politics&Elections SME's verdict is the only one supporting the claim, but it has the lowest weight among the disagreeing experts.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in labor,state-budget within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reputable analyses do not support the claim in labor,state-budget within the timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in labor,state-budget as stated or omit key context.'}]"
True,A recent Gallup poll found that 72 percent of Americans and 56 percent of Democrats say the biggest threat to our nations security is big government .,"government-efficiency,government-regulation,polls",True,"The majority of experts with higher weights agree that the claim is true, supported by independent public records and reputable analyses.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in government-efficiency,government-regulation,polls within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in government-efficiency,government-regulation,polls within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in government-efficiency,government-regulation,polls as stated or omit key context.'}]"
True,Each year 18000 people die in America because they don t have health care .,health-care,True,"The majority of experts with higher weights agree on the claim in health-care, with strong justifications.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in health-care within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in corrections within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Public records and reliable sources support the claim in health-care as stated with little to no omitted context.'}]"
False,Ronald Reagan faced an even worse recession than the current one .,"economy,history",True,"Politics&Elections SME and Economy&Taxes SME both support the claim with high weights, while Health&Science SME opposes with a lower weight.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in economy,history within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in economy,history within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in economy,history as stated or omit key context.'}]"
True,There have not been any public safety issues in cities that allow transgender people to use the bathroom of the gender they identify as .,"crime,gays-and-lesbians,sexuality",False,"Politics&Elections SME and Health&Science SME have stronger reasoning quality and higher weight than Economy&Taxes SME, leading to a verdict of False.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in crime,gays-and-lesbians,sexuality as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in crime,gays-and-lesbians,sexuality within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in crime,gays-and-lesbians,sexuality as stated or omit key context.'}]"
True,Says Mitt Romney was one of the first national Republican leaders to endorse Marco Rubio .,elections,False,"The verdict is False because Politics&Elections SME and Health&Science SME both have strong justifications for their verdicts, and their combined weight (2.7) is higher than Economy&Taxes SME's weight (1.3).","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in elections as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in elections within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in elections as stated or omit key context.'}]"
False,The number of illegal immigrants could be 3 million . It could be 30 million .,immigration,True,"The majority of experts with higher weights agree on the claim, supported by independent public records and reputable analyses.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in immigration within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in immigration within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in immigration within the stated timeframe and definitions.'}]"
True,Marijuana is less toxic than alcohol .,"drugs,health-care,marijuana",False,"{""verdict"": ""True"", ""explanation"": ""Politics&Elections SME and Health&Science SME both support the claim with higher weight and stronger reasoning quality.""} ```python import json def aggregate_expert_votes(experts): # Calculate the total weight of all experts total_weight = sum(expert['weight'] for expert in experts) # Calculate the weighted sum of all expert verdicts weighted_sum = sum(expert['weight'] * (1 if expert['verdict'] == 'True' else 0) for expert in experts) # Determine the final verdict based on the weighted sum final_verdict = 'True' if weighted_sum / total_weight >= 0.5 else 'False' # Determine the explanation for the final verdict explanations = [expert['explanation'] for expert in experts if expert['verdict'] == final_verdict] if explanations: explanation = explanations[0] else: explanation = 'No experts support the claim.' # Return the final verdict and explanation as a JSON object return json.dumps({'verdict': final_verdict, 'explanation': explanation}) Example usage: experts = [ {","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in drugs,health-care,marijuana within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in state-budget as stated or omit key context.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in drugs,health-care,marijuana within the stated timeframe and definitions.'}]"
False,Says Charlie Crist is embroiled in a fraud case for steering taxpayer money to a de facto Ponzi scheme .,"jobs,state-budget",False,"All experts agree that the claim in jobs,state-budget is not supported by available public records and reliable sources. The verdict is based on the collective weight of their analyses, with Politics&Elections SME and Economy&Taxes SME having slightly higher weights.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in jobs,state-budget as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reputable analyses do not support the claim in jobs,state-budget within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in jobs,state-budget as stated or omit key context.'}]"
True,Now there was a time when someone like Scalia and Ginsburg got 95-plus votes .,"sotomayor-nomination,supreme-court",False,"{""verdict"": ""True"", ""explanation"": ""Politics&Elections SME and Economy&Taxes SME both support the claim with higher weights and stronger reasoning quality than Health&Science SME, which opposes the claim.""} ```python import json def aggregate_expert_votes(experts): # Calculate the total weight of experts who support the claim total_support_weight = sum(expert['weight'] for expert in experts if expert['verdict'] == 'True') # Calculate the total weight of all experts total_weight = sum(expert['weight'] for expert in experts) # Determine the verdict based on the total weights if total_support_weight / total_weight >= 0.5: verdict = 'True' else: verdict = 'False' # Determine the explanation based on the verdict if verdict == 'True': supporting_experts = [expert for expert in experts if expert['verdict'] == 'True'] explanation = f""{', '.join(expert['name'] for expert in supporting_experts)} both support the claim with higher weights and stronger reasoning quality than {', '.join(expert['name'] for expert in experts if expert['verdict'] == '","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in sotomayor-nomination,supreme-court within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in sotomayor-nomination,supreme-court within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in sotomayor-nomination,supreme-court as stated or omit key context.'}]"
False,I was gone when there was a red line against Syria .,foreign-policy,False,The majority of experts with higher weights disagree with the claim. The Politics&Elections SME's verdict is outweighed by the Economy&Taxes SME and Health&Science SME's verdicts.,"[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in foreign-policy within the stated timeframe and definitions.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in foreign-policy as stated or omit key context.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in foreign-policy as stated or omit key context.'}]"
True,Tim Kaine hiked tuition as governor but now claims to champion affordability .,"education,state-budget",True,"The majority of experts with higher weights support the claim in education,state-budget within the stated timeframe and definitions. The verdict is based on the weighted average of expert opinions, with Politics&Elections SME's lower weight and weaker reasoning quality contributing to the tiebreaker in favor of the claim.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in education,state-budget as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in education,state-budget within the stated timeframe and definitions.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'True', 'explanation': 'Independent public records and reputable analyses support the claim in education,state-budget within the stated timeframe and definitions.'}]"
True,Contends that President Obama literally said (if) his cap-and-trade proposals were to pass that utility rates his words now would necessarily skyrocket .,"climate-change,energy",False,"All experts agree that the claim in climate-change,energy is not supported by available public records and reliable sources, with Politics&Elections SME having the highest weight and strongest reasoning quality.","[{'name': 'Politics&Elections SME', 'weight': 1.4, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in climate-change,energy as stated or omit key context.'}, {'name': 'Economy&Taxes SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in climate-change,energy as stated or omit key context.'}, {'name': 'Health&Science SME', 'weight': 1.3, 'verdict': 'False', 'explanation': 'Available public records and reliable sources do not support the claim in climate-change,energy as stated or omit key context.'}]"
