title,label
"Trump asking Congress, not Mexico, to pay for border wall",true
"New Star Wars Movie Filming Near Rosenberg, Texas, Large Number of Extras Needed – WBN 12 News",false
"Peter Strzok, FBI Agent in Texting Scandal, Will Testify Before Congress",false
The Legislative Process,false
Leonardo DiCaprio Tells President Obama That He's Going to Mars,false
Trump’s DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders,false
Country of Origin Labeling (COOL),true
Iraq pullout could create chaos,true
Transcript: Vice Presidential Debate,true
Executive Order Protecting the Nation from Foreign Terrorist Entry into the United States,true
Maxine Waters Is Getting Criminally Charged!,false
Critical Mention,true
Pier 39 Terrorist Was an Anti-Trump Antifa Supporter,false
The Republican Road to Recovery,true
Change We Can Believe In,true
What Carly is doing tonight – Carly Fiorina – Medium,true
Full text: Jeff Flake on Trump speech transcript,true
"""Face the Nation"" transcripts, August 26, 2012: Rubio, Priebus, Barbour, Blackburn",true
ELECTORAL COLLEGE ELECTOR COMMITS SUICIDE TO AVOID VOTING FOR DONALD TRUMP,false
THIS ARTICLE RETRACTED: Red Crescent Says No Evidence of Chemical Attack in Syria’s Douma,false
JUST IN: WaPo Reporter Who Broke News On Judge Roy Moore Story Has A Criminal History Of “Faking” * 100PercentFedUp.com,false
Pro-Lifers Declare “Ejaculation Is Murder: Every Sperm Cell Is A Life”,false
"Actor Brad Pitt: 'Trump Is Not My President, We Have No Future With This...'",false
Organizing for Action,true
No More Dragging Up the Rear Arkansas Bows To Pressures To Put Schools To the Test,true
MoveOn.org Political Action: General Petraeus or General Betray Us?,true
Remarks of Senator Barack Obama An Agenda for MiddleClass Success,true
Centers for Disease Control and Prevention,true
FDA Announced That Vaccines Are Causing Autism,false
Take action,true
Border Security The Role of the US Border Patrol,true
Tom Price: “It’s Better For Our Budget If Cancer Patients Die More Quickly”,false
JUST IN: John Kerry Facing Prison,false
Table B46 Employees on nonagricultural payrolls by major industry 19552006,true
foreign policy speech,true
SPECIAL REPORT: GEORGIA BECOMES FIRST STATE TO BAN MUSLIM CULTURE IN HISTORIC MOVE TO RESTORE WESTERN VALUES!,false
Youngest World Leader Bans George Soros’s Foundations From Austria,false
"CNN's Don Lemon: Bill O'Reilly's Criticism Of Black Community ""Doesn't Go Far Enough""",true
Economy Protect Homeownership and Crack Down on Mortgage Fraud,true
Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order,false
"McCAIN, John Sidney, III",true
‘NASA Confirms’ 15 Days Of Darkness Coming This Month,false
Mourning in America,true
alternativemediasyndicate.com,false
Popular baby names,true
Colorado Rockies Baseball Team To Sell Marijuana Brownies At Their Concession Stands,false
"Donald Trump Protester Speaks Out: “I Was Paid $3,500 To Protest Trump’s Rally”",false
"Senator Biden’s Remarks in Springfield, Ill.",true
Trump Nation,false
BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,false
Libtard Hero Al Franken Forced To Resign In Disgrace,false
Cravaack Passes Amendment to Improve US Aviation Security in Opposition to Obamas Planned Disarming of Federal Flight Deck Officers,true
Top Presidential Candidate 2008 Websites,true
Harry Reid,true
"Joni Ernst ""Promises"" Ad",true
Estonia Might Have The Most Efficient Tax Filing System In The World,true
Georgia crisis triggers war of words on White House trail,true
"BREAKING: Trump fires Deputy Attorney General Rod Rosenstein, raising questions over Mueller’s fate",false
Top Picks (Most Requested Statistics) : U.S. Bureau of Labor Statistics,true
alert to members on abortion coverage in the House health care bill,true
Transcripts,true
Uniform Crime Reports,true
Food Stamp Enrollment Drops by Four Million in One Month,false
"Obama for America TV Ad: ""Firms""",true
"'This Week' Transcript: Madeleine Albright, Sen. Lindsey Graham, Sen. Kent Conrad and David Cote",true
The numbers don't lie... - Occupy Democrats,false
Obama campaign radio ad,true
Arizona Department of Public Safety,true
Barack Obama Challenges John McCain To Duel Over Taxes,true
"Bin Laden is “Alive and well in the Bahamas”, says Edward Snowden",false
proudleader.com,false
 Friendly Fire … Charlottesville Car attacker is antiTrump Antifa supporter,false
An Open Letter to 'All Barack Channel',true
Teamsters Tout ANWR on Capitol Hill,true
Full Interview Transcript: President Barack Obama,true
Noted and Quoted,true
Barrels removed from Clinton property contain parts from 3 missing women.,false
Rice told investigators why she unmasked Trump aides,false
CQ Vote Studies,true
BREAKING: Federal Judge Grants Permission To Subpoena Trump,false
"ABC News Joins Obama In Ban Of American Flag Lapel Pins, Here’s What You Need To Know",false
U.S. Senate: U.S. Senate Roll Call Votes 110th Congress,true
"CIA Release Documents Of Moon, Moon Has More Than 250 Million Citizens",false
BREAKING: Leaked Picture Of Obama Being Dragged Before A Judge In Handcuffs For Wiretapping Trump,false
"Oprah Winfrey: The Butler, racism and Obama",false
Giuliani in New Hampshire,true
Interview with Rudy Giuliani,true
Action for 25th Legislature,true
Jeb Bush 2016 Same Resume Right to Rise USA PAC,true
Oscar Pistorius Attempts To Commit Suicide,false
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",true
Fox News Sandra Smith: “Everybody Could See From The United Airlines Passenger’s Behavior That He Was Not A Genuine American”,false
"BREAKING: Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition",false
Senate Passes Obama-Hagel Provision Aimed at Preventing Nuclear Terrorism,true
"Budget of the United States Government, FY 2008",true
FBI uncovered Russian bribery plot before Obama administration approved controversial nuclear deal with Moscow,false
BREAKING: Fox Sports Cancels ALL NFL Broadcasts ‘Until Players Respect The Flag’,false
Sid Miller,false
Alabama Secretary of State,false
"""New Energy"" Ad",true
Starbucks Just Placed Trump’s Photo on Floor so Every Customer have to Step On It….,false
McCain: McSame as Bush,true
Man pardoned by Obama ‘executed’ by masked men at halfway house,false
BREAKING: Bill O’Reilly In Critical Condition After Being Attacked By ‘Tolerant’ Liberals,false
Preventing the Flu: Good Health Habits Can Help Stop Germs,true
"McCain, Obama go head to head in last debate",true
Social Security Trustees Report 2007,true
"Palin: Pioneer, maverick -- and now game-changer",true
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",true
Southwest Airlines 2017,false
Federal Election Commission filing,true
GOP Official Who Says America Needs ?Another 9/11? Shares _______________ With Trump,false
Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the US,false
82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,false
BREAKING: President Trump Signs Executive Order Stripping NFL Of ‘Non-Profit’ Status,false
"Barack Obama Tweets SICK Attack On John McCain, Says He Should Have Died",false
Prince William May Not Attend Royal Wedding Leaving Harry Without a Best Man; Princess Diana Would Not Be Happy,false
"Legendary Actor Kirk Douglas Dead, 4 Days Before His 101st Birthday",false
LexisNexis(R) Publisher,true
"Nancy Pelosi Suffers Breakdown, Taken From Capitol Hill On A Stretcher",false
Friend of Israel also woos Palestinians Visiting Obama focuses on Israels right to defend itself,true
2007 Federal Tax Rate Schedules,true
'This Week' Transcript: Geithner,true
George H.W. Bush has died at 94 – New York,false
Post claiming free tickets on Allegiant Air,false
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",true
Texas church shooter was a militant atheist,false
interview with Bloomberg television,true
FY 2010 President's Budget,true
eCFR — Code of Federal Regulations,false
or Degrading Treatment of Punishment Text of International Covenant on Civil and Political Rights Text of Geneva Convention relative to the Treatment of Prisoners of War Text of Geneva Convention relative to the Protection of Civilian Persons in Time of War Text of Universal Declaration of Human Rights Jay Bybee assistant attorney general,true
BREAKING: 3 Liberal Celebrities Arrested For Conspiracy To Assassinate President Trump,false
UPDATE: Second Roy Moore Accuser Works For Michelle Obama Right NOW -,false
Obamas comments on capandtrade costs,true
Local News Headlines Hawaii,true
Press release Rep Barton Democrats stimulus will waste money abuse people and lead to unintended consequences,true
Obama: Mitt Romney refused to say whether he supports Lilly Ledbetter Act,true
"First family visits D.C. shelter, highlights homeless veterans’ plight",false
Remarks on counterterrorism at Stanford University,true
"Remarks by the President on the Economy -- Knox College, Galesburg, IL",true
"The pro-Russia, pro-weed, pro-Assange GOP congressman who will be tough to beat",false
Bowe Bergdahl wanders off during court-martial — Duffel Blog,false
U.N. Official 'Accidentally' Crushes Own Throat Right Before Testifying Against Hillary Clinton,false
Rep Mike Pence Web site,true
New York Election Results November 7,true
Bureau of Labor Statistics Data,true
CHIP Enrollment: June 2011 Data Snapshot,true
BOMBSHELL: Internet Sleuths Just Found the SMOKING GUN on Dems Planning Violence in Charlottesville,false
"In Weekly Republican Address, Boehner Calls For “New Way Forward” Focused on Creating Jobs, Cutting Spending, & Reforming Congress",true
Investigators: Anthony Bourdain Was Killed By Clinton Operatives,false
speech in Cincinnati,true
Meet Barack Obama,true
GDP and the Economy Final Estimates for the Third Quarter of 2007,true
Miss Universe Guayana 2016 arrestada con 2kilos en London Airport😱,false
BREAKING: Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia,false
a director of research for the foreign policy program at the Brookings Institution,true
Clinton campaign’s claim that Trump would ‘force schools to allow guns in classrooms’,true
Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,false
Web Ad A Tale of Two Mitts,true
How Donald Trump Lost the 'War on Christmas',false
Alabama State Police Arrest 3 Poll Workers In Birmingham,false
No MidOct Paycheck for Troops if Government Shuts Down Lawmaker says,true
"DONALD TRAIN NEWS: BREAKING: Rosa Parks’ Granddaughter SLAMS Racist Democrats, Endorses Trump",false
CALIFORNIA DEMOCRAT MAXINE WATERS CHARGED ON 3 COUNTS. DO YOU SUPPORT THIS?,false
“Put Palin’s WolfKilling Record on Television”,true
"Paul Ryan: “22 Million Americans Choose To Be Poor, So It’s Their Own Problem If They Can’t Afford To Be Healthy”",false
Virginia Republican Wants Schools To Check Children's Genitals Before Using Bathroom,false
"BREAKING: FBI Just Raided The White House, 6 People Thrown Out",false
public information officer for Palm Beach County Property Appraisers Office,true
Covering Young Adults Under the Affordable Care Act: The Importance of Outreach and Medicaid Expansion,true
Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War,false
BREAKING: Malia Obama SUSPENDED After Racist Anti-White Attack Goes Viral,false
"Seattle Police Begin Gun Confiscations: No Laws Broken, No Warrant, No Charges",false
WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!,false
the Border Security Economic Opportunity and Immigration Modernization Act as passed by the Senate,true
President Trump Just Saved Christmas For 13 Million Retirees,false
Web Ad A Tale of Two Mitts,true
Ron Paul Praises Embattled RNC Chief Michael Steele For Leadership On Afghanistan,true
'This Week' Transcript: Rep. Paul Ryan,true
Transcripts,true
NASA Has Just Confirmed Earth Has A New Moon,false
'This Week' Transcript: Sen. Dianne Feinstein and Rep. Mike Rogers,true
"Obama for America TV Ad: ""Firms""",true
Breaking down barriers for African Americans – Hillary for America – Medium,true
CPAC 2013 - Former Governor Sarah Palin (R-AK),true
Clinton Body Count Series #5: Woman Set to Testify Against Clintons Blown Up in Home Explosion,false
Head Of NFL Fines Steeler Teammates $1 MILLION Each!,false
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",true
'The Daily Show's' Michelle Wolf Lands Her Own Netflix Late-Night Show (Exclusive),false
Account Suspended,false
Forget Kiev. The Real Fight Will Be for Crimea,true
Mental Images,false
Taxable Estates Estate Tax Liability and Average Estate Tax Rate By Size of Gross Estate,true
Historical aggregate income by fifths and top 5 percent,true
Congress: Job Ratings,true
Donald J. Trump on the Stakes of the Election,true
"Penniless California issues IOUs to firms, clinics, taxpayers and students",true
transcript accessed via Nexis Mitt Romney Sends Taped Message to 2011 NRA Convention,true
Births: Preliminary Data for 2005,true
“Dictionary” on President Obama’s Health Care Taxes,true
Regular Session Senate Transcript,true
Transcripts,true
U.S. Senator Debbie Stabenow of Michigan,true
Remarks by the President on the Resurgence of the American Auto Industry,true
Krugman calls Senate health care bill similar to law in Massachusetts,true
“HIV VIRUS” Found In Walmart Bananas After 10 Year Old Boy Agreements The Infection,false
"UN Refugee Agency welcomes arrival of 10,000th Syrian refugee resettled to United States",true
Remarks of Senator Obama: The War We Need to Win,true
JEFFERSON DAVIS STATUE TO BE REPLACED WITH OBAMA LIKENESS,false
National Income and Product Accounts Table 175 Relation of Gross Domestic Product,true
IT BEGINS: California Appoints FIRST Illegal Alien to State Office – Trump Has Better Plan,false
"DNC TV AD: ""Trapped""",true
Obama’s Remarks at the White House Health Care Forum,true
A Preliminary Analysis of the President’s Budget and an Update of CBO’s Budget and Economic Outlook,true
"'This Week' Transcript: Goolsbee, Brown & Corker",true
The Colbert Report,true
Political TV Ad Archive » PolAd,true
"Scott Baio, Beloved Face Of Conservatism, Dies In Small Plane Crash On His Way To Visit Trump",false
Pence: “Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had”,false
"Crist has experience to be vice president, McCain says",true
Political Figures: C (2),true
Babysitter on Crystal Meth Eats 3-Month-Old Baby,false
Melania Trump undergoes kidney surgery at Walter Reed medical center,false
"Bill Clinton Says He 'Never Said A Bad Word About Senator Obama,' At mtvU's First 'Editorial Board'",true
United States Department of Defense,true
US Foreign Economic and Military Aid by Major Recipient Country The New York Times,true
WATCH FULL Ted Cruz presser on new deal with Kasich (UPDATE: PART TWO ADDED),true
Snapchat is shutting down!,false
Obama Secretly Flees US – Leaves Stunning Evidence Behind,false
All Citizens Who Want to Receive Gvt Benefits Must Agree to Be Microchipped in the Near Future,false
Losing Ground Foreclosures in the Subprime Market and Their Cost to Homeowners,true
Senate Democrats news conference on the Senate Climate Action Task Force,true
"No Regrets for a Love Of Explosives; In a Memoir of Sorts, a War Protester Talks of Life With the Weathermen",true
Rep. Vern Buchanan on Twitter,true
FindArticles.com,true
05/27/99 Committee on the Judiciary,true
Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,false
Pope says that the rights of Muslim migrants trump any safety concerns that you might have with them in your country,false
Illinois General Assembly,true
"Last in Queen Elizabeth II's line of corgis dies, says British press",false
"Table of Known Nuclear Tests Worldwide, 1945-1996",true
Archbishop Desmond Tutu dies while holidaying in Texas,false
Manager killed 10 employees at checkers on 183st and 27ave,false
BREAKING! Roy Moore’s Accuser Worked for Democratic Leaders and Is Actively Campaigning for Moore’s Opponent ⋆ Activist Mommy,false
Individual Income Tax Returns Publication 1304 (Complete Report),true
Analysis of the 2008 Presidential Candidates’ Tax Plans,true
The CNN Democratic presidential debate in Texas,true
Tim Kaine's Speech in Spanish at an Arizona Rally: Read Now,true
Obama knows his way around a ballot -- chicagotribune.com,true
USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!,false
"Saudi Arabia Energy Data, Statistics and Analysis",true
"GOP Task Force, Lone Democrat Eye Trafficking Law",true
Twelve More Hurricanes Headed Towards US,false
Create a Prank and trick your friends,false
CNN host Fareed Zakaria calls for jihad rape of white women,false
Public financial disclosure report,true
"Georgia Mosque KEEPS Hurricane Harvey Donations, Will Send To Syrian Refugees Instead",false
BREAKING: Supreme Court Issues Its First Bench Warrant Ever,false
A comprehensive investigation of voter impersonation finds 31 credible incidents out of one billion ballots cast,true
Nexis®: Sign In,true
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",true
Tens of Thousands Of Scientists Declare Climate Change A Hoax,false
Robert Redford Says: Michelle And Barack Obama Should Get Five Years In Prison,false
 Actress Emma Stone ‘For the first time in history we have a president that…,false
Lisa Page Squeals: DNC Server Was Not Hacked By Russia,false
"Singer Dolly Parton: “Trump In One Year Is Already Better Than 16 Years’ of Bush, Obama ‘Put Together’, This Stupid Liberals Doing Everything To Impeach Him But We Standing With Trump now And Forever.",false
RAW DATA: Dick Cheney's Remarks to the Center for Security Policy,true
Watch a replay of Fox News' 5 p.m. presidential debate,true
School kids taught to praise Obama,true
Justices 1789 to Present,true
Barack Obama says U.S. oil production last year was highest since 2003,true
Chinese Lunar Rover Finds No Evidence Of American Moon Landings,false
Putin says: ‘Pope Francis Is Not A Man Of God’ | Must-See !!,false
Student Hasn't Stopped Filming Since Florida School Shooting,false
"Transcript: The Democratic debate in Milwaukee, annotated",true
URGENT: proposed law would charge protesters with terrorism,false
"Actress Jennifer Aniston: “Me and All The Trump Supporter Celebrities Decide To Make A Company Named “Celebrities For Trump”, Which Fight Against All Anti Trump Celebrities, I Think President Trump Ne",false
Trey Gowdy Breaks His Silence After 2 Of His Investigators Are Found Tortured And Killed…,false
MoveOn.org Political Action: 10 things to know about McCain,true
BREAKING: Fox Star Tucker Carlson In Critical Condition After Head On Collision Driving Home,false
Encounters With 'Regular Guy' Fred Thompson -- New York Magazine,true
"Hannity says Obama won't even use the term ""war on terrorism""",true
"Emma Gonzalez Bullied School Shooter, Isn’t Sorry; Then Retweets Message Blaming “White Boys’ Entitlement” As Cause Of All School Shootings",false
BOMBSHELL!! Obama Paid FBI Informant Over $1 MILLION To Do It To Trump! EVEN AFTER THE ELECTION!,false
Crime in Chicago: Explore your community,true
Change We Can Believe In,true
Bill Gates Outlines 2018 Plan To Depopulate The Planet,false
"No, We Can’t? Or Won’t?",true
"In reversal, McCain says lift ban on offshore drilling",true
John Hagee discusses Catholic Church,true
"Florida Bridge Collapse, Female Company",false
Impeachment Talk Becomes a Cynical Game,true
BREAKING ObamaLed UN Has Just Made It Official US To Immediately Pay Blacks ‘Reparations’,false
Transcript of Republican Presidential debate at the Ronald Reagan Library in Simi Valley,true
UPDATE: Van Full Of Illegals Caught Voting At Multiple Alabama Polling Locations,false
 accessed Aug 11,false
Target to Discontinue Sale of Holy Bible,false
About Bright Horizons Child Care & Family Solutions,true
TRUMP WANTS TO DEPORT AMERICAN INDIANS TO INDIA,false
Text - H.R.2122 - 106th Congress (1999-2000): Mandatory Gun Show Background Check Act,true
JUST IN: Barack Obama ARRESTED in a Japanese Drug Bust,false
Poor and the nearpoor 1959 to 2006,true
'This Week' Transcript: Former Vice President Dick Cheney,true
HillaryClinton.com,true
First Indictment Issued In Russian Bribery Case Tied To Obama-Era Uranium One Deal,false
Reps Cummings and Cole Interviewed on MSNBC,true
Target Recalls Water Absorbing Toys Due to Serious Ingestion Hazard,false
Justice Department Memos on Interrogation Techniques,true
子供たちのコト。私のコト。,true
Remarks by the President on the American Jobs Act,true
Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’,false
"Remarks by the President on Comprehensive Immigration Reform in El Paso, Texas",true
Fox News Sunday,true
ABC News: ABC News,true
"80% of black men in Atlanta are Homosexuals, study says",false
Planned Parenthood® Action Center,true
Dr. James Dobson,true
All Nobel Peace Prizes,true
Debt Day: A Symbol of Washington’s Arrogant Culture of Borrowing and Spending (Boehner Op-Ed on Townhall.com),true
Rick Santorum sworn in as Pennsylvania’s newest senator,true
BREAKING: Supreme Court Sides With Trump–This Changes Everything!,false
Las Vegas campaign rally,true
Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian,false
Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’,false
 What Adam Sandler is saying about Mormons,false
Monthly Treasury Statement of Receipts and Outlays of the United States Government,true
MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US….,false
9 celebrities who say they'll move to Canada if Donald Trump becomes president,false
U.S. Senate: U.S. Senate Roll Call Votes 105th Congress,true
‘Americans need to stand together’: Hillary Clinton’s remarks following the Orlando shooting,true
Remarks by the President on Oil and Gas Subsidies,true
Hispanic Populations Share of Wealth Likely to Increase by 2025,true
Rand Paul: Will Donald Trump betray voters by hiring John Bolton?,true
Strong Words in Ohio as Obama and Clinton Press On,true
WarOnPoverty50,true
Ivanka Trump: Father feels 'vindicated' after Comey hearing,true
and Surpluses or Deficits as Percentages of GDP 1930–2015,true
H.R.1025 - 103rd Congress (1993-1994): Brady Handgun Violence Prevention Act,true
"David Plouffe, Sen. Joe Lieberman and Gen. Michael Hayden talk national security leaks",true
Pledge of Allegiance E-mail,true
"Impact of Senator Obama's Tax Proposals as Described by Economic Advisors on Workers, Distribution of Federal Tax Change by Cash Income Percentile, 2009",true
AFP: McCain renews attacks on Obama links to radical,true
Rebooting: You and your doctor under Obamacare,true
Thinking about writing in a candidate on Election Day? Read this before you do.,false
Jason Aldean Gig Canceled After He Sells Out To Liberals On SNL,false
National Federation of Independent Business,true
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",true
UPDATE: Malia Obama Among 10 Arrested In Racist Antifa Attack,false
"Senator Charles Schumer NY November Midterm Elections, Nov 25 2014",true
Donald Trump to issue an executive order to ban Facebook across US,false
Hillary Clinton Furious At ‘Special Gift’ Melania Trump Sent Her From Her Hospital Bed,false
BREAKING: Mike Huckabee Just Fired!,false
 Wake Up America,false
Planned Parenthood® Action Center,true
Obama Criticizes McCain on Lobbyists,true
Radical Muslims in Australia OFFENDED That Their Children Have to Sing the National Anthem,false
Mike Pence: “Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped”,false
Change We Can Believe In,true
"3,000-Pound Great White Shark Captured in Great Lakes",false
Transcripts,true
BREAKING: Trump Caught INVESTING in Dakota Pipeline Before Signing It,false
roll call on Stupak amendment,true
"Remarks by the President on the Economy -- Knox College, Galesburg, IL",true
Browse Congressional Bills,true
Interest Group Ratings,true
Patient Protection and Affordable Care Act,true
BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs,false
"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This Would Be It",false
New Law Makes it Illegal to Shower and Do Laundry on Same Day,false
Texas law enforcement officer fatally shot upon arriving for work by 3 Muslim refugee. Do you support to deport them?,false
"Rick Santorum: By amending constitution, we can balance the budget for good",true
John McCain for President,true
Bureau of Labor Statistics Data,true
Obama: Gitmo inspires jihadists,true
Remarks by the First Lady on What Health Insurance Reform Means for Women and Families,true
remarks in Philadelphia,true
"Flight Crew Takes A Knee And Walks Off, Leaving New Orleans Saints Stranded On Runway",false
Denzel Washington hit by Facebook fake news story on Trump,false
iQ media Clip Player,true
Ted Cruz' Full 'Meet the Press' Interview,true
Sasse Statement on Trade War,true
The Democratic Debate in Cleveland,true
 If You Are Using This Toothpaste… Throw It Away Immediately Nov 28,false
Library of Congress,true
BREAKING: President Trump Just Told Paul Ryan ‘You’re Fired’,false
dailynative.us,false
Red Hen Owner Just Issued Sick Threat To Sarah Sanders After Biz Was Destroyed By Booting Her,false
"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress",true
Rand Paul: Republicans 'Aren't Maybe Brave Enough' to Tackle Deficit,true
"CNN Shocks America, FIRES ‘Journalist’ Who Made Fun Of Sarah Sanders’ Face",false
SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies,false
BREAKING: Florida Moves For FULL RECOUNT Of State Over Massive Voter Fraud (DETAILS),false
Snoop Dogg Arrested For Conspiracy After Talking About His ‘Murder Trump’ Video,false
Missing Teen-Ager Found in New Jersey,true
"Obama, Not Donald Trump, May Be Invited to Royal Wedding of Prince Harry and Meghan Markle",false
"OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK",false
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",true
More Czars Than the Romanovs,true
The State of Working America 20067 pdf,true
BREAKING: MALIA OBAMA EXPELLED FROM HARVARD,false
Morgan Griffith says EPA treats milk spills same way as oil spills,true
"President Trump Campaigns Rick Saccone Pennsylvania, Mar 10 2018",true
Trump Gives Chaffetz The Thumbs Up For Investigating Hillary Clinton’s Email Server,false
"NYC: PHYSICIAN and Wife Jump To Death…Leave Kids Behind Because They “Can’t Afford The Health Care” Only Hours After McCain, Murkowski, Collins and EVERY Democrat Voted To Keep Obamacare -",false
"The first Trump-Clinton presidential debate transcript, annotated",true
"Bill Murray Had This to Say About Rochester, New Hampshire Residents – News Daily 12",false
Testimony on CBO’s Assessment of the Air Force’s Plan to Acquire 100 Boeing Tanker Aircraft,true
RACE FOR CITY HALL: The Republican Candidate; A Mercurial Mayor's Confident Journey,true
comments in Fayetteville NC,true
Des Moines Register,true
10 Things You Didn't Know About Nancy Pelosi,false
Job Openings and Labor Turnover Survey News Release,true
JUST IN: Sarah Palin In A Coma After Hit And Run,false
Floyd Mayweather Jr. Donates a Whopping Sum of Money to Houston After Hurricane – What You Missed,false
New York Man Wanted For Infecting 240 Men And Women With HIV!!!,false
Sen. Sanders warns of ‘frightening trend’ towards oligarchy,true
Republican response to President Barack Obamas Weekly radio address,true
Peanut Product Recall Took Company Approval,true
Financial Rescue Nears GDP as Pledges Top 128 Trillion by Mark Pittman and Bob Ivry,true
"BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline",false
"Leonard Lance claims federal tax code contains 4 million words, is 7 times as long as Bible",true
Interview with Sen John McCain,true
Kurt Russel Just SHOWED Overpaid Celebs It’s Time To Shut Up About Trump – Hits Them Where It Hurts!,false
UsPostman.com is for sale (Us Postman),false
School Choice FAQ,true
Eric Trump: It would be 'foolish' for my dad to release tax returns,false
"DNC’s Donna Brazile Dedicated Her Book to ‘Patriot’ Seth Rich, Whose Death Made Her Fear for Her Own Life",false
Las Vegas Shooting Witnesses Report Multiple Gunmen Dressed as Security Guards Oct 3 2017,false
"Switchboard, from NRDC :: Barbara Finamore's Blog :: China’s Carbon Intensity Target",true
BREAKING: Shep Smith To Be Canned Because He Can’t Control His Hate For Donald Trump,false
deputy director of national health statistics in the Office of the Actuary at the Center for Medicare and Medicaid Services,true
Organizing for Action,true
The Committee on Energy and Commerce,true
