file,model,k,mode,n_eval,accuracy,precision_true,recall_true,f1_true,confusion_matrix,domain_acc,n_domain_eval,domain_confusion_matrix
gemma_test_predictions_with_experts_12_checkability.csv,gemma,12.0,gemma_k12,1267,0.5627466456195738,0.7030456852791879,0.38795518207282914,0.5,"[[277 437]
 [117 436]]",0.25887924230465664,1267,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0]
 [ 15   3   1   1   0   0   1   1   0   1   0   0   0   0   0]
 [ 24   1  11   0   2   0   2   1   0   0   3   0   0   0   0]
 [ 34   2   1  18   0   0   0   2   1   0   1   1   0   1   0]
 [ 14   0   3   0   4   0   1   0   0   3   0   2   0   1   0]
 [ 63   0   0   1   1  13   1   1   0   0   0   1   0   0   0]
 [ 59   1   0   0   1   0  45   0   1   1   4   0   0   0   2]
 [160   4   2   5   1   1   2  53   9   5   6   8   0   0   0]
 [ 55   2   1   0   0   0   1   5  26   3  11   2   0   0   1]
 [ 79   1   0   0   3   0   0   4   0  40   1   1   0   2   0]
 [147   1   3   2   3   1   3   5  20   0  91   2   0   0   1]
 [ 44   0   2   0   2   1   0   5   0   0   3  22   0   0   0]
 [ 23   0   1   1   1   0   0   1   1   0   9   0   0   0   0]
 [  8   0   0   2   1   0   0   0   0   2   0   0   0   1   0]
 [  7   0   1   0   0   0   2   0   0   1   1   0   0   0   1]]"
gemma_test_predictions_with_experts_5_checkability.csv,gemma,5.0,gemma_k5,1267,0.47908445146014206,0.6607142857142857,0.15546218487394958,0.25170068027210885,"[[111 603]
 [ 57 496]]",0.3275453827940016,1267,"[[  0   0   0   0   0   0   0]
 [ 32  21   1   1   0   1   1]
 [ 94   2  16   6   0   1   3]
 [227   6   4 108   2  10  21]
 [ 19   1   1   4   3   0   5]
 [ 32   0   2   4   0  21   2]
 [328   6   2  28   0   6 246]]"
gemma_test_predictions_with_experts_8_2.csv,gemma,,gemma_k8,1267,0.590370955011839,0.6382978723404256,0.6302521008403361,0.6342494714587738,"[[450 264]
 [255 298]]",0.5027624309392266,1267,"[[333   1   0  11   2 100  24   2]
 [ 19   1   0   0   0  32   4   0]
 [  4   0  64   0   2  51   1   0]
 [ 17   0   2  51   3  67   2   1]
 [  9   0   4   7  56  58  10   1]
 [ 16   0   0   0   0  13   5   0]
 [ 35   1   2   0   2  90 102   1]
 [  7   0   1   0   0  28   8  17]]"
gemma_test_predictions_with_experts_8_checkability.csv,gemma,8.0,gemma_k8,1267,0.5580110497237569,0.6954314720812182,0.38375350140056025,0.49458483754512633,"[[274 440]
 [120 433]]",0.31176006314127863,1267,"[[  0   0   0   0   0   0   0   0   0]
 [249 188   4   2  11   9   1   7   2]
 [ 31   3  20   0   1   0   0   0   1]
 [ 94   0   1  19   2   4   0   1   1]
 [ 79   4   0   0  53   5   0   0   2]
 [ 89   3   0   1   4  45   0   2   1]
 [ 20   8   1   1   0   0   3   0   1]
 [138  28   7   0   4   5   1  45   5]
 [ 32   2   0   1   2   0   0   2  22]]"
Llama_test_predictions_with_experts_5.csv,llama,5.0,llama_k5,1267,0.5430149960536701,0.7288135593220338,0.3011204481792717,0.4261645193260654,"[[215 499]
 [ 80 473]]",0.7655880031570639,1267,"[[547   3  48   5  11   2]
 [ 16  91  11   2   2   0]
 [ 95   8 251   9  13   2]
 [ 13   0   5  36   2   1]
 [ 12   4   9   0  36   0]
 [ 16   0   6   2   0   9]]"
Llama_test_predictions_with_experts_8.csv,llama,8.0,llama_k8,1267,0.6322020520915549,0.6684782608695652,0.6890756302521008,0.6786206896551724,"[[492 222]
 [244 309]]",0.739542225730071,1267,"[[393  28   2   7  29   3   8   3]
 [ 15 108   3  13   1   0   3   0]
 [  8   3  95   9   2   2   2   1]
 [  7  13   5 106  11   1   2   0]
 [ 55   4   6   3 143  10   8   4]
 [  8   0   1   0   5  39   1   2]
 [  7   3   2   1   6   0  41   1]
 [ 13   3   0   0   4   2   0  12]]"
Llama_test_predictions_with_experts_12.csv,llama,12.0,llama_k12,1267,0.6353591160220995,0.6764705882352942,0.6764705882352942,0.6764705882352942,"[[483 231]
 [231 322]]",0.6886178861788618,1230,"[[232  14   0   4   8   0   1   2   0  10   1   5   2]
 [ 31  41   1   0   4   2   1   0   1  23   0   0   3]
 [  8   0   5   0   2   0   1   0   1   6   0   0   0]
 [ 13   1   1  15   6   0   0   2   0   3   0   2   1]
 [  2   2   0   0 100   0   2   0   4   1   1   1   1]
 [  0   0   0   0   0   4   1   0   6   1   1   1   0]
 [  0   0   0   0   3   0   7   0   2   0   0   0   1]
 [  2   0   0   3   1   0   0  12   7   1   0   0   2]
 [  0   2   0   0   3   3   1   8  95  10   5   1   3]
 [ 25   5   4   0   4   1   1   2   5 173  11  14  11]
 [  1   0   0   0   2   0   0   1   3   2  69   0   3]
 [  3   2   3   0   0   2   0   0   1   5   0  42   3]
 [  8   0   0   0   0   0   1   4   2  10   2   0  52]]"
Llama_test_predictions_with_experts_12_checkability.csv,llama,12.0,llama_k12,1267,0.6298342541436464,0.6831091180866966,0.6400560224089635,0.660882140274765,"[[457 257]
 [212 341]]",0.5769534333070244,1267,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0]
 [  3   4   0   0   0   0   1   5   0   1   8   0   0   0   1]
 [  4   1  13   2   2   0   5   3   1   0  12   1   0   0   0]
 [ 15   2   0  31   0   0   0   5   2   1   2   1   0   2   0]
 [  2   0   3   0  10   0   1   1   0   7   2   2   0   0   0]
 [ 19   0   0   0   1  52   1   2   0   2   1   3   0   0   0]
 [ 11   0   0   1   0   1  90   1   2   3   2   1   0   0   2]
 [ 31   3   0  12   2  10   3 154   4   4  22  10   0   0   1]
 [ 11   1   0   0   0   0   4  22  37   1  27   1   0   2   1]
 [ 19   0   0   1   6   5   3   6   2  83   0   2   0   3   1]
 [ 32   0   4   3   2   1   7   9  14   0 204   2   0   0   1]
 [ 11   0   0   0   4   1   0   9   0   2   8  43   0   0   1]
 [  6   0   1   1   1   0   0   4   0   1  23   0   0   0   0]
 [  2   0   0   1   0   1   0   1   0   4   0   0   0   4   1]
 [  1   0   0   0   0   0   3   0   0   2   0   1   0   0   6]]"
Llama_test_predictions_with_experts_5_checkability.csv,llama,5.0,llama_k5,1267,0.5509076558800315,0.7526132404181185,0.3025210084033613,0.43156843156843155,"[[216 498]
 [ 71 482]]",0.6685082872928176,1267,"[[  0   0   0   0   0   0   0]
 [ 14  28   0   4   1   1   9]
 [ 25   2  74  10   0   2   9]
 [ 49   6   8 221   2  10  82]
 [  7   2   0   3   6   0  15]
 [  6   0   3   9   0  31  12]
 [ 66   4   3  45   2   9 487]]"
Llama_test_predictions_with_experts_8_2.csv,llama,,llama_kNone,1267,0.6385161799526441,0.6833810888252149,0.6680672268907563,0.6756373937677054,"[[477 237]
 [221 332]]",0.7182320441988951,1267,"[[403   5   0  28   5   5  20   7]
 [ 12  38   1   0   0   0   3   2]
 [ 11   3  90   2  11   1   2   2]
 [ 13   0   2 110  12   0   2   4]
 [  9   1   5  15 103   2   8   2]
 [ 16   2   0   2   0  12   2   0]
 [ 69  11   5   4   5  10 117  12]
 [ 10   0   2   2   5   2   3  37]]"
Llama_test_predictions_with_experts_8_checkability.csv,llama,8.0,llama_kNone,1267,0.632991318074191,0.6822840409956076,0.6526610644257703,0.6671438797423049,"[[466 248]
 [217 336]]",0.6456195737963694,1267,"[[  0   0   0   0   0   0   0   0   0]
 [ 54 350   2   2  24   6   2  29   4]
 [ 14   6  29   1   0   0   1   5   0]
 [ 25   6   2  76   2   7   1   1   2]
 [ 12  15   0   3  97  12   0   1   3]
 [ 21   4   0   4  12  95   0   8   1]
 [  7  13   2   0   1   0   8   3   0]
 [ 28  48   9   6   4   3   2 127   6]
 [  6   7   0   1   3   1   1   6  36]]"
Llama_test_predictions_with_experts_8_reassurance.csv,llama,,llama_kNone,1267,0.5911602209944752,0.6376404494382022,0.6358543417366946,0.6367461430575035,"[[454 260]
 [258 295]]",0.739542225730071,1267,"[[393   3   2  28   7   3  29   8]
 [  8  39   1   0   0   2   5   1]
 [  8   2  95   3   9   1   2   2]
 [ 15   0   3 108  13   0   1   3]
 [  7   1   5  13 106   0  11   2]
 [ 13   2   0   3   0  12   4   0]
 [ 55  10   6   4   3   4 143   8]
 [  7   0   2   3   1   1   6  41]]"
test_predictions_with_experts_sequential.csv,unknown,,unknown_kNone,1267,0.6503551696921863,0.6900420757363254,0.6890756302521008,0.6895585143658024,"[[492 222]
 [221 332]]",0.7182320441988951,1267,"[[403   5   0  28   5   5  20   7]
 [ 12  38   1   0   0   0   3   2]
 [ 11   3  90   2  11   1   2   2]
 [ 13   0   2 110  12   0   2   4]
 [  9   1   5  15 103   2   8   2]
 [ 16   2   0   2   0  12   2   0]
 [ 69  11   5   4   5  10 117  12]
 [ 10   0   2   2   5   2   3  37]]"
,,,,,,,,,,,,
